#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 1:32
0, 1, L, L, 1:32
0, 2, M, M, 1:32
0, 3, L, L, 1:32
0, 4, L, L, 1:32
0, 5, L, L, 1:32
0, 6, L, L, 1:32
0, 7, H, L, 1:32
0, 8, H, L, 1:32
0, 9, H, M, 1:32
0, 10, H, M, 1:32
0, 11, H, M, 1:32
0, 12, L, M, 1:32
0, 13, L, L, 1:32
0, 14, L, L, 1:32
0, 15, M, L, 1:32
0, 16, M, H, 1:32
0, 17, M, H, 1:32
0, 18, L, L, 1:32
0, 19, L, H, 1:32
0, 20, L, H, 1:32
0, 21, M, H, 1:32
0, 22, M, L, 1:32
0, 23, L, H, 1:32
0, 24, L, H, 1:32
0, 25, M, H, 1:32
0, 26, M, H, 1:32
0, 27, L, L, 1:32
0, 28, L, M, 1:32
0, 29, M, L, 1:32
0, 30, M, L, 1:32
0, 31, L, L, 1:32
0, 32, L, M, 1:32
0, 33, L, M, 1:32
0, 34, L, L, 1:32
0, 35, L, L, 1:32
0, 36, L, L, 1:32
1, 0, L, L, 1:24
1, 1, L, L, 1:24
1, 2, L, L, 1:24
1, 3, L, L, 1:24
1, 4, L, L, 1:24
1, 5, M, L, 1:24
1, 6, M, M, 1:24
1, 7, M, M, 1:24
1, 8, L, L, 1:24
1, 9, L, L, 1:24
1, 10, L, L, 1:24
1, 11, M, M, 1:24
2, 0, M, M, 1:24
2, 1, M, M, 1:24
2, 2, L, L, 1:24
2, 3, L, L, 1:24
2, 4, M, M, 1:24
2, 5, M, M, 1:24
2, 6, M, M, 1:24
2, 7, L, L, 1:24
2, 8, L, L, 1:24
2, 9, L, L, 1:24
2, 10, L, L, 1:24
2, 11, L, L, 1:24
2, 12, L, L, 1:24
2, 13, L, L, 1:24
2, 14, M, L, 1:24
2, 15, M, M, 1:24
2, 16, L, M, 1:24
2, 17, M, L, 1:24
2, 18, L, L, 1:24
2, 19, L, L, 1:24
2, 20, L, L, 1:24
2, 21, L, L, 1:24
2, 22, M, L, 1:24
2, 23, M, L, 1:24
2, 24, M, L, 1:24
3, 0, M, M, 1:25
3, 1, M, M, 1:25
3, 2, L, M, 1:25
3, 3, L, L, 1:25
3, 4, M, L, 1:25
3, 5, M, L, 1:25
3, 6, L, L, 1:25
3, 7, L, M, 1:25
4, 0, H, L, 1:27
4, 1, H, L, 1:27
4, 2, H, L, 1:27
4, 3, H, H, 1:27
4, 4, H, H, 1:27
4, 5, H, H, 1:27
4, 6, L, H, 1:27
4, 7, M, L, 1:27
4, 8, L, L, 1:27
4, 9, L, L, 1:27
4, 10, H, H, 1:27
4, 11, H, H, 1:27
4, 12, H, H, 1:27
4, 13, L, H, 1:27
4, 14, M, M, 1:27
4, 15, M, L, 1:27
4, 16, M, H, 1:27
4, 17, M, H, 1:27
4, 18, L, H, 1:27
5, 0, M, M, 1:25
5, 1, M, M, 1:25
5, 2, M, M, 1:25
5, 3, L, L, 1:25
5, 4, L, L, 1:25
5, 5, L, L, 1:25
5, 6, M, L, 1:25
5, 7, M, L, 1:25
5, 8, M, M, 1:25
5, 9, H, M, 1:25
5, 10, H, H, 1:25
5, 11, L, H, 1:25
5, 12, L, H, 1:25
5, 13, M, M, 1:25
5, 14, L, L, 1:25
6, 0, L, L, 1:25
6, 1, L, L, 1:25
6, 2, L, L, 1:25
6, 3, L, L, 1:25
6, 4, L, L, 1:25
6, 5, M, M, 1:25
6, 6, L, L, 1:25
7, 0, L, L, 1:26
7, 1, M, M, 1:26
7, 2, M, L, 1:26
7, 3, L, L, 1:26
7, 4, L, M, 1:26
7, 5, M, M, 1:26
7, 6, M, M, 1:26
7, 7, L, L, 1:26
7, 8, L, M, 1:26
7, 9, L, M, 1:26
7, 10, L, L, 1:26
7, 11, M, L, 1:26
8, 0, L, H, 1:25
8, 1, L, L, 1:25
8, 2, L, L, 1:25
8, 3, L, L, 1:25
8, 4, L, L, 1:25
8, 5, L, L, 1:25
8, 6, L, L, 1:25
