#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 11:09
0, 1, L, L, 11:09
0, 2, M, M, 11:09
0, 3, L, L, 11:09
0, 4, L, L, 11:09
0, 5, L, L, 11:09
0, 6, L, L, 11:09
0, 7, H, L, 11:09
0, 8, H, L, 11:09
0, 9, H, M, 11:09
0, 10, H, H, 11:09
0, 11, H, H, 11:09
0, 12, H, H, 11:09
0, 13, H, H, 11:09
0, 14, H, H, 11:09
0, 15, H, H, 11:09
0, 16, H, H, 11:09
0, 17, M, H, 11:09
0, 18, L, L, 11:09
0, 19, L, H, 11:09
0, 20, L, H, 11:09
0, 21, M, H, 11:09
0, 22, M, L, 11:09
0, 23, M, H, 11:09
0, 24, L, H, 11:09
0, 25, M, H, 11:09
0, 26, M, H, 11:09
0, 27, H, H, 11:09
0, 28, H, M, 11:09
0, 29, H, L, 11:09
0, 30, H, L, 11:09
0, 31, L, L, 11:09
0, 32, L, H, 11:09
0, 33, L, H, 11:09
0, 34, L, L, 11:09
0, 35, L, L, 11:09
0, 36, L, L, 11:09
1, 0, L, L, 11:10
1, 1, L, L, 11:10
1, 2, L, L, 11:10
1, 3, L, L, 11:10
1, 4, L, L, 11:10
1, 5, M, L, 11:10
1, 6, M, M, 11:10
1, 7, M, M, 11:10
1, 8, L, L, 11:10
1, 9, L, L, 11:10
1, 10, L, L, 11:10
1, 11, M, M, 11:10
2, 0, M, M, 11:10
2, 1, M, M, 11:10
2, 2, L, L, 11:10
2, 3, L, L, 11:10
2, 4, M, M, 11:10
2, 5, M, M, 11:10
2, 6, M, M, 11:10
2, 7, L, L, 11:10
2, 8, L, L, 11:10
2, 9, L, L, 11:10
2, 10, L, L, 11:10
2, 11, L, L, 11:10
2, 12, L, L, 11:10
2, 13, L, L, 11:10
2, 14, M, L, 11:10
2, 15, M, M, 11:10
2, 16, L, M, 11:10
2, 17, M, L, 11:10
2, 18, L, L, 11:10
2, 19, L, L, 11:10
2, 20, L, L, 11:10
2, 21, L, L, 11:10
2, 22, M, L, 11:10
2, 23, M, L, 11:10
2, 24, M, L, 11:10
3, 0, M, M, 11:10
3, 1, M, M, 11:10
3, 2, L, M, 11:10
3, 3, L, L, 11:10
3, 4, M, L, 11:10
3, 5, M, L, 11:10
3, 6, L, L, 11:10
3, 7, L, M, 11:10
4, 0, L, L, 11:13
4, 1, H, L, 11:13
4, 2, H, L, 11:13
4, 3, H, H, 11:13
4, 4, H, H, 11:13
4, 5, H, H, 11:13
4, 6, L, H, 11:13
4, 7, M, L, 11:13
4, 8, L, L, 11:13
4, 9, L, L, 11:13
4, 10, M, M, 11:13
4, 11, M, M, 11:13
4, 12, L, M, 11:13
4, 13, L, L, 11:13
4, 14, H, L, 11:13
4, 15, H, L, 11:13
4, 16, H, M, 11:13
4, 17, H, M, 11:13
4, 18, L, M, 11:13
5, 0, M, M, 11:13
5, 1, M, M, 11:13
5, 2, M, M, 11:13
5, 3, L, M, 11:13
5, 4, L, L, 11:13
5, 5, L, L, 11:13
5, 6, M, L, 11:13
5, 7, M, L, 11:13
5, 8, M, M, 11:13
5, 9, H, M, 11:13
5, 10, H, H, 11:13
5, 11, L, H, 11:13
5, 12, L, H, 11:13
5, 13, M, M, 11:13
5, 14, L, L, 11:13
6, 0, L, L, 11:10
6, 1, L, L, 11:10
6, 2, L, L, 11:10
6, 3, L, L, 11:10
6, 4, L, L, 11:10
6, 5, M, M, 11:10
6, 6, L, L, 11:10
7, 0, L, L, 11:14
7, 1, M, M, 11:14
7, 2, M, L, 11:14
7, 3, L, L, 11:14
7, 4, L, M, 11:14
7, 5, M, M, 11:14
7, 6, M, M, 11:14
7, 7, L, L, 11:14
7, 8, L, M, 11:14
7, 9, M, H, 11:14
7, 10, M, H, 11:14
7, 11, L, H, 11:14
8, 0, L, H, 11:04
8, 1, L, L, 11:04
8, 2, L, H, 11:04
8, 3, L, L, 11:04
8, 4, L, L, 11:04
8, 5, L, L, 11:04
8, 6, L, L, 11:04
