#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 5:32
0, 1, L, L, 5:32
0, 2, M, M, 5:32
0, 3, L, L, 5:32
0, 4, M, M, 5:32
0, 5, M, M, 5:32
0, 6, L, L, 5:32
0, 7, L, L, 5:32
0, 8, H, L, 5:32
0, 9, H, L, 5:32
0, 10, H, H, 5:32
0, 11, H, H, 5:32
0, 12, H, H, 5:32
0, 13, H, M, 5:32
0, 14, H, L, 5:32
0, 15, H, H, 5:32
0, 16, H, H, 5:32
0, 17, H, H, 5:32
0, 18, L, H, 5:32
0, 19, L, H, 5:32
0, 20, L, H, 5:32
0, 21, L, H, 5:32
0, 22, M, H, 5:32
0, 23, L, H, 5:32
0, 24, L, H, 5:32
0, 25, M, H, 5:32
0, 26, M, H, 5:32
0, 27, L, H, 5:32
0, 28, L, M, 5:32
0, 29, L, L, 5:32
0, 30, M, L, 5:32
0, 31, M, L, 5:32
0, 32, L, H, 5:32
0, 33, L, H, 5:32
0, 34, L, L, 5:32
0, 35, L, L, 5:32
0, 36, L, L, 5:32
1, 0, L, M, 5:25
1, 1, L, L, 5:25
1, 2, L, L, 5:25
1, 3, L, L, 5:25
1, 4, L, L, 5:25
1, 5, L, L, 5:25
1, 6, M, M, 5:25
1, 7, M, M, 5:25
1, 8, L, L, 5:25
1, 9, L, L, 5:25
1, 10, L, L, 5:25
1, 11, M, M, 5:25
2, 0, M, M, 5:25
2, 1, M, M, 5:25
2, 2, L, L, 5:25
2, 3, M, M, 5:25
2, 4, M, M, 5:25
2, 5, M, M, 5:25
2, 6, L, M, 5:25
2, 7, M, L, 5:25
2, 8, M, M, 5:25
2, 9, L, M, 5:25
2, 10, L, M, 5:25
2, 11, M, M, 5:25
2, 12, M, M, 5:25
2, 13, L, L, 5:25
2, 14, M, L, 5:25
2, 15, M, M, 5:25
2, 16, M, M, 5:25
2, 17, M, L, 5:25
2, 18, M, L, 5:25
2, 19, L, L, 5:25
2, 20, L, L, 5:25
2, 21, L, L, 5:25
2, 22, L, L, 5:25
2, 23, L, L, 5:25
2, 24, M, M, 5:25
3, 0, M, H, 5:32
3, 1, H, H, 5:32
3, 2, H, H, 5:32
3, 3, H, H, 5:32
3, 4, H, H, 5:32
3, 5, H, H, 5:32
3, 6, M, H, 5:32
3, 7, M, H, 5:32
4, 0, L, L, 5:30
4, 1, L, L, 5:30
4, 2, H, L, 5:30
4, 3, H, H, 5:30
4, 4, H, H, 5:30
4, 5, H, H, 5:30
4, 6, L, H, 5:30
4, 7, L, H, 5:30
4, 8, L, L, 5:30
4, 9, L, L, 5:30
4, 10, M, M, 5:30
4, 11, M, M, 5:30
4, 12, M, M, 5:30
4, 13, L, L, 5:30
4, 14, H, L, 5:30
4, 15, H, M, 5:30
4, 16, H, H, 5:30
4, 17, L, H, 5:30
4, 18, L, H, 5:30
5, 0, M, M, 5:25
5, 1, M, M, 5:25
5, 2, L, L, 5:25
5, 3, L, L, 5:25
5, 4, L, L, 5:25
5, 5, L, M, 5:25
5, 6, H, H, 5:25
5, 7, H, H, 5:25
5, 8, H, H, 5:25
5, 9, H, H, 5:25
5, 10, H, H, 5:25
5, 11, H, H, 5:25
5, 12, L, L, 5:25
5, 13, L, L, 5:25
5, 14, L, L, 5:25
6, 0, L, M, 5:32
6, 1, M, L, 5:32
6, 2, M, L, 5:32
6, 3, L, L, 5:32
6, 4, L, L, 5:32
6, 5, M, M, 5:32
6, 6, M, M, 5:32
7, 0, M, L, 5:32
7, 1, M, M, 5:32
7, 2, M, M, 5:32
7, 3, M, M, 5:32
7, 4, L, L, 5:32
7, 5, L, L, 5:32
7, 6, M, M, 5:32
7, 7, M, M, 5:32
7, 8, L, L, 5:32
7, 9, M, M, 5:32
7, 10, M, M, 5:32
7, 11, L, L, 5:32
8, 0, L, L, 5:33
8, 1, L, L, 5:33
8, 2, L, L, 5:33
8, 3, L, L, 5:33
8, 4, L, L, 5:33
8, 5, L, L, 5:33
8, 6, L, L, 5:33
