#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 6:56
0, 1, L, L, 6:56
0, 2, M, H, 6:56
0, 3, L, H, 6:56
0, 4, H, H, 6:56
0, 5, H, H, 6:56
0, 6, L, L, 6:56
0, 7, L, L, 6:56
0, 8, L, L, 6:56
0, 9, L, L, 6:56
0, 10, M, H, 6:56
0, 11, M, H, 6:56
0, 12, L, H, 6:56
0, 13, L, H, 6:56
0, 14, L, H, 6:56
0, 15, L, H, 6:56
0, 16, H, H, 6:56
0, 17, H, H, 6:56
0, 18, L, H, 6:56
0, 19, L, H, 6:56
0, 20, L, H, 6:56
0, 21, L, H, 6:56
0, 22, L, H, 6:56
0, 23, L, H, 6:56
0, 24, L, H, 6:56
0, 25, L, H, 6:56
0, 26, H, H, 6:56
0, 27, H, H, 6:56
0, 28, H, H, 6:56
0, 29, H, H, 6:56
0, 30, H, H, 6:56
0, 31, H, L, 6:56
0, 32, M, H, 6:56
0, 33, L, H, 6:56
0, 34, L, L, 6:56
0, 35, L, L, 6:56
0, 36, L, L, 6:56
1, 0, L, M, 6:52
1, 1, L, L, 6:52
1, 2, L, M, 6:52
1, 3, L, M, 6:52
1, 4, L, L, 6:52
1, 5, L, L, 6:52
1, 6, M, M, 6:52
1, 7, M, M, 6:52
1, 8, L, L, 6:52
1, 9, L, L, 6:52
1, 10, L, L, 6:52
1, 11, M, M, 6:52
2, 0, H, H, 6:52
2, 1, M, H, 6:52
2, 2, L, H, 6:52
2, 3, L, H, 6:52
2, 4, M, H, 6:52
2, 5, M, H, 6:52
2, 6, M, H, 6:52
2, 7, L, H, 6:52
2, 8, M, H, 6:52
2, 9, L, H, 6:52
2, 10, L, H, 6:52
2, 11, M, H, 6:52
2, 12, M, L, 6:52
2, 13, L, L, 6:52
2, 14, M, L, 6:52
2, 15, H, H, 6:52
2, 16, M, H, 6:52
2, 17, M, M, 6:52
2, 18, M, M, 6:52
2, 19, L, L, 6:52
2, 20, M, L, 6:52
2, 21, M, L, 6:52
2, 22, L, M, 6:52
2, 23, L, M, 6:52
2, 24, L, M, 6:52
3, 0, M, M, 6:52
3, 1, M, L, 6:52
3, 2, M, L, 6:52
3, 3, L, L, 6:52
3, 4, L, L, 6:52
3, 5, M, M, 6:52
3, 6, M, M, 6:52
3, 7, M, M, 6:52
4, 0, L, L, 6:52
4, 1, L, L, 6:52
4, 2, H, L, 6:52
4, 3, H, L, 6:52
4, 4, H, M, 6:52
4, 5, H, H, 6:52
4, 6, L, H, 6:52
4, 7, L, H, 6:52
4, 8, L, L, 6:52
4, 9, L, L, 6:52
4, 10, M, M, 6:52
4, 11, M, M, 6:52
4, 12, M, M, 6:52
4, 13, L, L, 6:52
4, 14, M, M, 6:52
4, 15, M, M, 6:52
4, 16, M, H, 6:52
4, 17, M, H, 6:52
4, 18, L, H, 6:52
5, 0, M, M, 7:02
5, 1, M, M, 7:02
5, 2, L, L, 7:02
5, 3, L, L, 7:02
5, 4, L, L, 7:02
5, 5, L, H, 7:02
5, 6, H, H, 7:02
5, 7, H, H, 7:02
5, 8, H, H, 7:02
5, 9, M, H, 7:02
5, 10, M, H, 7:02
5, 11, M, H, 7:02
5, 12, L, M, 7:02
5, 13, L, M, 7:02
5, 14, M, M, 7:02
6, 0, M, L, 7:02
6, 1, M, L, 7:02
6, 2, L, L, 7:02
6, 3, L, L, 7:02
6, 4, L, L, 7:02
6, 5, M, M, 7:02
6, 6, M, M, 7:02
7, 0, M, M, 7:02
7, 1, M, H, 7:02
7, 2, M, H, 7:02
7, 3, M, H, 7:02
7, 4, H, H, 7:02
7, 5, H, H, 7:02
7, 6, H, H, 7:02
7, 7, L, H, 7:02
7, 8, H, H, 7:02
7, 9, H, H, 7:02
7, 10, L, H, 7:02
7, 11, M, L, 7:02
8, 0, L, H, 7:02
8, 1, L, L, 7:02
8, 2, H, L, 7:02
8, 3, H, L, 7:02
8, 4, H, L, 7:02
8, 5, L, H, 7:02
8, 6, M, M, 7:02
