#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 4:18
0, 1, L, L, 4:18
0, 2, M, M, 4:18
0, 3, L, L, 4:18
0, 4, M, L, 4:18
0, 5, M, L, 4:18
0, 6, L, L, 4:18
0, 7, M, L, 4:18
0, 8, M, L, 4:18
0, 9, M, L, 4:18
0, 10, L, M, 4:18
0, 11, L, M, 4:18
0, 12, L, M, 4:18
0, 13, M, M, 4:18
0, 14, L, M, 4:18
0, 15, M, M, 4:18
0, 16, M, H, 4:18
0, 17, L, M, 4:18
0, 18, L, L, 4:18
0, 19, L, M, 4:18
0, 20, M, M, 4:18
0, 21, M, L, 4:18
0, 22, M, M, 4:18
0, 23, M, H, 4:18
0, 24, M, H, 4:18
0, 25, M, H, 4:18
0, 26, M, H, 4:18
0, 27, M, H, 4:18
0, 28, H, M, 4:18
0, 29, H, M, 4:18
0, 30, H, L, 4:18
0, 31, M, L, 4:18
0, 32, L, H, 4:18
0, 33, M, H, 4:18
0, 34, L, H, 4:18
0, 35, L, L, 4:18
0, 36, L, L, 4:18
1, 0, L, L, 4:18
1, 1, L, L, 4:18
1, 2, L, L, 4:18
1, 3, L, L, 4:18
1, 4, L, L, 4:18
1, 5, L, L, 4:18
1, 6, M, M, 4:18
1, 7, M, M, 4:18
1, 8, L, L, 4:18
1, 9, L, L, 4:18
1, 10, L, L, 4:18
1, 11, M, M, 4:18
2, 0, M, L, 4:18
2, 1, M, L, 4:18
2, 2, L, M, 4:18
2, 3, L, L, 4:18
2, 4, L, M, 4:18
2, 5, L, L, 4:18
2, 6, L, L, 4:18
2, 7, M, M, 4:18
2, 8, M, M, 4:18
2, 9, L, L, 4:18
2, 10, L, L, 4:18
2, 11, M, M, 4:18
2, 12, M, M, 4:18
2, 13, L, L, 4:18
2, 14, M, L, 4:18
2, 15, M, M, 4:18
2, 16, L, M, 4:18
2, 17, L, L, 4:18
2, 18, M, M, 4:18
2, 19, L, L, 4:18
2, 20, M, M, 4:18
2, 21, L, L, 4:18
2, 22, L, L, 4:18
2, 23, M, M, 4:18
2, 24, M, M, 4:18
3, 0, M, M, 4:18
3, 1, M, M, 4:18
3, 2, M, L, 4:18
3, 3, M, M, 4:18
3, 4, M, L, 4:18
3, 5, M, M, 4:18
3, 6, L, M, 4:18
3, 7, L, M, 4:18
4, 0, L, L, 4:18
4, 1, L, L, 4:18
4, 2, M, L, 4:18
4, 3, M, L, 4:18
4, 4, M, H, 4:18
4, 5, H, H, 4:18
4, 6, M, H, 4:18
4, 7, M, H, 4:18
4, 8, L, L, 4:18
4, 9, L, L, 4:18
4, 10, H, H, 4:18
4, 11, H, H, 4:18
4, 12, L, L, 4:18
4, 13, H, L, 4:18
4, 14, H, L, 4:18
4, 15, H, M, 4:18
4, 16, H, H, 4:18
4, 17, L, H, 4:18
4, 18, L, H, 4:18
5, 0, M, M, 4:18
5, 1, M, M, 4:18
5, 2, M, M, 4:18
5, 3, L, L, 4:18
5, 4, L, L, 4:18
5, 5, L, L, 4:18
5, 6, H, L, 4:18
5, 7, H, L, 4:18
5, 8, H, L, 4:18
5, 9, H, H, 4:18
5, 10, H, H, 4:18
5, 11, H, H, 4:18
5, 12, L, L, 4:18
5, 13, L, L, 4:18
5, 14, M, L, 4:18
6, 0, L, L, 4:14
6, 1, L, M, 4:14
6, 2, L, L, 4:14
6, 3, L, L, 4:14
6, 4, L, M, 4:14
6, 5, M, M, 4:14
6, 6, M, M, 4:14
7, 0, M, M, 4:14
7, 1, M, M, 4:14
7, 2, L, M, 4:14
7, 3, L, L, 4:14
7, 4, L, L, 4:14
7, 5, M, L, 4:14
7, 6, M, M, 4:14
7, 7, L, L, 4:14
7, 8, L, L, 4:14
7, 9, M, H, 4:14
7, 10, M, H, 4:14
7, 11, L, H, 4:14
8, 0, L, H, 1:59
8, 1, L, L, 1:59
8, 2, L, L, 1:59
8, 3, L, L, 1:59
8, 4, L, H, 1:59
8, 5, L, L, 1:59
8, 6, L, L, 1:59
