#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 2:11
0, 1, L, L, 2:11
0, 2, L, L, 2:11
0, 3, L, L, 2:11
0, 4, L, L, 2:11
0, 5, L, L, 2:11
0, 6, L, L, 2:11
0, 7, L, L, 2:11
0, 8, L, L, 2:11
0, 9, L, L, 2:11
0, 10, L, L, 2:11
0, 11, L, L, 2:11
0, 12, L, L, 2:11
0, 13, L, L, 2:11
0, 14, L, L, 2:11
0, 15, L, L, 2:11
0, 16, L, L, 2:11
0, 17, L, L, 2:11
0, 18, L, L, 2:11
0, 19, L, L, 2:11
0, 20, L, L, 2:11
0, 21, H, M, 2:11
0, 22, H, L, 2:11
0, 23, L, L, 2:11
0, 24, L, L, 2:11
0, 25, L, L, 2:11
0, 26, L, L, 2:11
0, 27, L, L, 2:11
0, 28, L, L, 2:11
0, 29, L, M, 2:11
0, 30, L, L, 2:11
0, 31, L, L, 2:11
0, 32, L, M, 2:11
0, 33, L, M, 2:11
0, 34, L, L, 2:11
0, 35, L, L, 2:11
0, 36, L, L, 2:11
1, 0, L, M, 2:15
1, 1, L, M, 2:15
1, 2, L, M, 2:15
1, 3, L, L, 2:15
1, 4, L, L, 2:15
1, 5, L, L, 2:15
1, 6, M, M, 2:15
1, 7, M, M, 2:15
1, 8, M, L, 2:15
1, 9, L, L, 2:15
1, 10, L, L, 2:15
1, 11, M, M, 2:15
2, 0, M, M, 2:12
2, 1, L, L, 2:12
2, 2, L, L, 2:12
2, 3, L, L, 2:12
2, 4, L, L, 2:12
2, 5, L, L, 2:12
2, 6, L, M, 2:12
2, 7, L, L, 2:12
2, 8, M, M, 2:12
2, 9, L, L, 2:12
2, 10, L, L, 2:12
2, 11, M, M, 2:12
2, 12, M, M, 2:12
2, 13, L, L, 2:12
2, 14, L, L, 2:12
2, 15, M, M, 2:12
2, 16, M, M, 2:12
2, 17, L, L, 2:12
2, 18, L, L, 2:12
2, 19, L, L, 2:12
2, 20, L, L, 2:12
2, 21, L, L, 2:12
2, 22, L, L, 2:12
2, 23, L, L, 2:12
2, 24, L, L, 2:12
3, 0, L, L, 2:14
3, 1, M, L, 2:14
3, 2, M, L, 2:14
3, 3, L, L, 2:14
3, 4, M, L, 2:14
3, 5, M, M, 2:14
3, 6, M, M, 2:14
3, 7, L, M, 2:14
4, 0, L, L, 2:14
4, 1, L, L, 2:14
4, 2, L, L, 2:14
4, 3, L, L, 2:14
4, 4, L, L, 2:14
4, 5, L, L, 2:14
4, 6, L, L, 2:14
4, 7, L, L, 2:14
4, 8, M, L, 2:14
4, 9, L, L, 2:14
4, 10, L, L, 2:14
4, 11, L, M, 2:14
4, 12, L, L, 2:14
4, 13, L, L, 2:14
4, 14, L, L, 2:14
4, 15, L, L, 2:14
4, 16, M, M, 2:14
4, 17, L, M, 2:14
4, 18, L, M, 2:14
5, 0, L, L, 2:08
5, 1, L, L, 2:08
5, 2, L, L, 2:08
5, 3, L, L, 2:08
5, 4, L, L, 2:08
5, 5, L, L, 2:08
5, 6, L, L, 2:08
5, 7, L, L, 2:08
5, 8, L, L, 2:08
5, 9, L, L, 2:08
5, 10, L, L, 2:08
5, 11, L, L, 2:08
5, 12, L, L, 2:08
5, 13, L, L, 2:08
5, 14, L, L, 2:08
6, 0, L, L, 2:08
6, 1, L, L, 2:08
6, 2, L, L, 2:08
6, 3, L, L, 2:08
6, 4, L, L, 2:08
6, 5, L, L, 2:08
6, 6, L, L, 2:08
7, 0, L, M, 2:08
7, 1, L, L, 2:08
7, 2, L, L, 2:08
7, 3, L, L, 2:08
7, 4, L, L, 2:08
7, 5, L, L, 2:08
7, 6, L, L, 2:08
7, 7, L, M, 2:08
7, 8, L, M, 2:08
7, 9, H, H, 2:08
7, 10, H, H, 2:08
7, 11, L, L, 2:08
8, 0, L, L, 2:09
8, 1, L, L, 2:09
8, 2, L, L, 2:09
8, 3, L, L, 2:09
8, 4, L, L, 2:09
8, 5, L, L, 2:09
8, 6, L, L, 2:09
