#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 10:26
0, 1, L, M, 10:26
0, 2, M, M, 10:26
0, 3, L, L, 10:26
0, 4, M, M, 10:26
0, 5, M, M, 10:26
0, 6, L, L, 10:26
0, 7, L, L, 10:26
0, 8, L, L, 10:26
0, 9, M, L, 10:26
0, 10, L, L, 10:26
0, 11, L, M, 10:26
0, 12, M, M, 10:26
0, 13, M, M, 10:26
0, 14, L, M, 10:26
0, 15, L, M, 10:26
0, 16, L, H, 10:26
0, 17, L, M, 10:26
0, 18, L, L, 10:26
0, 19, L, H, 10:26
0, 20, L, M, 10:26
0, 21, L, M, 10:26
0, 22, M, L, 10:26
0, 23, M, L, 10:26
0, 24, L, M, 10:26
0, 25, L, M, 10:26
0, 26, L, L, 10:26
0, 27, L, L, 10:26
0, 28, M, M, 10:26
0, 29, M, L, 10:26
0, 30, L, L, 10:26
0, 31, L, L, 10:26
0, 32, M, H, 10:26
0, 33, M, H, 10:26
0, 34, L, L, 10:26
0, 35, L, L, 10:26
0, 36, L, L, 10:26
1, 0, M, L, 10:26
1, 1, M, L, 10:26
1, 2, L, L, 10:26
1, 3, L, L, 10:26
1, 4, L, M, 10:26
1, 5, L, L, 10:26
1, 6, M, M, 10:26
1, 7, M, M, 10:26
1, 8, L, L, 10:26
1, 9, L, L, 10:26
1, 10, L, L, 10:26
1, 11, M, M, 10:26
2, 0, M, M, 10:27
2, 1, M, M, 10:27
2, 2, L, L, 10:27
2, 3, L, L, 10:27
2, 4, M, L, 10:27
2, 5, L, L, 10:27
2, 6, L, L, 10:27
2, 7, L, L, 10:27
2, 8, M, M, 10:27
2, 9, L, L, 10:27
2, 10, L, L, 10:27
2, 11, M, M, 10:27
2, 12, M, M, 10:27
2, 13, L, L, 10:27
2, 14, L, L, 10:27
2, 15, M, L, 10:27
2, 16, L, L, 10:27
2, 17, L, M, 10:27
2, 18, L, L, 10:27
2, 19, L, L, 10:27
2, 20, M, L, 10:27
2, 21, L, L, 10:27
2, 22, L, L, 10:27
2, 23, L, L, 10:27
2, 24, L, M, 10:27
3, 0, L, M, 10:27
3, 1, L, M, 10:27
3, 2, L, L, 10:27
3, 3, L, M, 10:27
3, 4, M, M, 10:27
3, 5, M, L, 10:27
3, 6, L, M, 10:27
3, 7, L, M, 10:27
4, 0, L, L, 10:28
4, 1, L, L, 10:28
4, 2, M, M, 10:28
4, 3, M, L, 10:28
4, 4, M, M, 10:28
4, 5, M, H, 10:28
4, 6, M, M, 10:28
4, 7, L, L, 10:28
4, 8, L, L, 10:28
4, 9, L, L, 10:28
4, 10, M, M, 10:28
4, 11, L, M, 10:28
4, 12, M, M, 10:28
4, 13, L, L, 10:28
4, 14, L, L, 10:28
4, 15, M, M, 10:28
4, 16, M, M, 10:28
4, 17, L, M, 10:28
4, 18, M, M, 10:28
5, 0, M, M, 10:28
5, 1, M, M, 10:28
5, 2, L, M, 10:28
5, 3, L, L, 10:28
5, 4, L, L, 10:28
5, 5, L, L, 10:28
5, 6, M, L, 10:28
5, 7, M, L, 10:28
5, 8, M, M, 10:28
5, 9, M, M, 10:28
5, 10, L, M, 10:28
5, 11, L, L, 10:28
5, 12, L, M, 10:28
5, 13, M, M, 10:28
5, 14, M, L, 10:28
6, 0, M, L, 10:28
6, 1, M, M, 10:28
6, 2, M, L, 10:28
6, 3, L, L, 10:28
6, 4, L, L, 10:28
6, 5, M, M, 10:28
6, 6, M, M, 10:28
7, 0, M, M, 10:28
7, 1, M, M, 10:28
7, 2, L, L, 10:28
7, 3, L, L, 10:28
7, 4, L, L, 10:28
7, 5, L, L, 10:28
7, 6, M, M, 10:28
7, 7, L, L, 10:28
7, 8, L, L, 10:28
7, 9, M, L, 10:28
7, 10, M, L, 10:28
7, 11, M, M, 10:28
8, 0, L, L, 10:11
8, 1, L, L, 10:11
8, 2, L, L, 10:11
8, 3, L, L, 10:11
8, 4, L, L, 10:11
8, 5, L, L, 10:11
8, 6, L, L, 10:11
