#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 8:41
0, 1, L, M, 8:41
0, 2, M, H, 8:41
0, 3, L, H, 8:41
0, 4, M, L, 8:41
0, 5, M, M, 8:41
0, 6, L, L, 8:41
0, 7, L, L, 8:41
0, 8, L, L, 8:41
0, 9, M, L, 8:41
0, 10, L, M, 8:41
0, 11, M, M, 8:41
0, 12, M, H, 8:41
0, 13, M, H, 8:41
0, 14, L, H, 8:41
0, 15, M, H, 8:41
0, 16, M, H, 8:41
0, 17, M, M, 8:41
0, 18, L, L, 8:41
0, 19, H, H, 8:41
0, 20, H, H, 8:41
0, 21, M, H, 8:41
0, 22, M, H, 8:41
0, 23, H, H, 8:41
0, 24, H, H, 8:41
0, 25, H, H, 8:41
0, 26, H, H, 8:41
0, 27, H, M, 8:41
0, 28, H, M, 8:41
0, 29, H, L, 8:41
0, 30, L, L, 8:41
0, 31, L, L, 8:41
0, 32, M, M, 8:41
0, 33, M, M, 8:41
0, 34, L, L, 8:41
0, 35, L, L, 8:41
0, 36, L, L, 8:41
1, 0, M, M, 8:41
1, 1, M, M, 8:41
1, 2, L, M, 8:41
1, 3, L, M, 8:41
1, 4, L, H, 8:41
1, 5, L, H, 8:41
1, 6, H, H, 8:41
1, 7, H, H, 8:41
1, 8, L, L, 8:41
1, 9, L, L, 8:41
1, 10, L, L, 8:41
1, 11, H, H, 8:41
2, 0, H, H, 8:41
2, 1, H, H, 8:41
2, 2, L, L, 8:41
2, 3, L, L, 8:41
2, 4, M, M, 8:41
2, 5, M, M, 8:41
2, 6, M, M, 8:41
2, 7, M, M, 8:41
2, 8, M, M, 8:41
2, 9, L, L, 8:41
2, 10, L, L, 8:41
2, 11, M, M, 8:41
2, 12, M, M, 8:41
2, 13, L, L, 8:41
2, 14, M, L, 8:41
2, 15, M, M, 8:41
2, 16, L, L, 8:41
2, 17, M, M, 8:41
2, 18, M, M, 8:41
2, 19, L, L, 8:41
2, 20, M, M, 8:41
2, 21, L, L, 8:41
2, 22, M, L, 8:41
2, 23, M, L, 8:41
2, 24, M, M, 8:41
3, 0, M, M, 8:41
3, 1, M, M, 8:41
3, 2, M, M, 8:41
3, 3, M, M, 8:41
3, 4, M, M, 8:41
3, 5, M, M, 8:41
3, 6, L, M, 8:41
3, 7, L, M, 8:41
4, 0, L, L, 8:41
4, 1, L, L, 8:41
4, 2, M, M, 8:41
4, 3, M, M, 8:41
4, 4, M, H, 8:41
4, 5, H, H, 8:41
4, 6, M, H, 8:41
4, 7, L, H, 8:41
4, 8, L, L, 8:41
4, 9, L, L, 8:41
4, 10, M, M, 8:41
4, 11, M, M, 8:41
4, 12, M, M, 8:41
4, 13, L, L, 8:41
4, 14, L, L, 8:41
4, 15, H, H, 8:41
4, 16, H, H, 8:41
4, 17, H, H, 8:41
4, 18, H, H, 8:41
5, 0, M, M, 8:41
5, 1, M, M, 8:41
5, 2, L, M, 8:41
5, 3, L, L, 8:41
5, 4, L, L, 8:41
5, 5, L, L, 8:41
5, 6, H, H, 8:41
5, 7, H, H, 8:41
5, 8, H, H, 8:41
5, 9, H, H, 8:41
5, 10, H, H, 8:41
5, 11, M, L, 8:41
5, 12, L, M, 8:41
5, 13, M, M, 8:41
5, 14, M, L, 8:41
6, 0, H, L, 8:41
6, 1, H, M, 8:41
6, 2, M, L, 8:41
6, 3, L, L, 8:41
6, 4, L, L, 8:41
6, 5, M, M, 8:41
6, 6, M, M, 8:41
7, 0, M, M, 8:41
7, 1, M, M, 8:41
7, 2, L, L, 8:41
7, 3, L, L, 8:41
7, 4, L, L, 8:41
7, 5, L, L, 8:41
7, 6, M, M, 8:41
7, 7, L, L, 8:41
7, 8, L, L, 8:41
7, 9, H, H, 8:41
7, 10, H, H, 8:41
7, 11, M, M, 8:41
8, 0, L, L, 8:41
8, 1, L, L, 8:41
8, 2, L, L, 8:41
8, 3, L, L, 8:41
8, 4, L, L, 8:41
8, 5, L, L, 8:41
8, 6, L, L, 8:41
