#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 11:17
0, 1, L, L, 11:17
0, 2, M, M, 11:17
0, 3, L, M, 11:17
0, 4, M, L, 11:17
0, 5, M, M, 11:17
0, 6, L, L, 11:17
0, 7, L, L, 11:17
0, 8, L, L, 11:17
0, 9, L, L, 11:17
0, 10, L, L, 11:17
0, 11, M, M, 11:17
0, 12, M, M, 11:17
0, 13, L, L, 11:17
0, 14, L, L, 11:17
0, 15, M, L, 11:17
0, 16, M, L, 11:17
0, 17, L, L, 11:17
0, 18, L, L, 11:17
0, 19, L, M, 11:17
0, 20, L, L, 11:17
0, 21, H, L, 11:17
0, 22, H, L, 11:17
0, 23, H, H, 11:17
0, 24, H, H, 11:17
0, 25, H, H, 11:17
0, 26, L, H, 11:17
0, 27, L, H, 11:17
0, 28, L, M, 11:17
0, 29, H, M, 11:17
0, 30, L, L, 11:17
0, 31, L, L, 11:17
0, 32, M, H, 11:17
0, 33, M, H, 11:17
0, 34, L, L, 11:17
0, 35, L, L, 11:17
0, 36, L, L, 11:17
1, 0, L, L, 11:09
1, 1, L, M, 11:09
1, 2, L, L, 11:09
1, 3, L, L, 11:09
1, 4, L, L, 11:09
1, 5, L, L, 11:09
1, 6, M, M, 11:09
1, 7, M, M, 11:09
1, 8, L, L, 11:09
1, 9, L, L, 11:09
1, 10, M, L, 11:09
1, 11, M, M, 11:09
2, 0, M, M, 11:09
2, 1, L, L, 11:09
2, 2, L, L, 11:09
2, 3, L, L, 11:09
2, 4, M, M, 11:09
2, 5, M, M, 11:09
2, 6, M, M, 11:09
2, 7, M, M, 11:09
2, 8, M, M, 11:09
2, 9, L, L, 11:09
2, 10, L, L, 11:09
2, 11, M, M, 11:09
2, 12, M, M, 11:09
2, 13, L, L, 11:09
2, 14, M, L, 11:09
2, 15, M, M, 11:09
2, 16, L, L, 11:09
2, 17, M, M, 11:09
2, 18, M, M, 11:09
2, 19, L, L, 11:09
2, 20, M, M, 11:09
2, 21, L, L, 11:09
2, 22, M, L, 11:09
2, 23, M, L, 11:09
2, 24, M, M, 11:09
3, 0, M, M, 11:09
3, 1, H, M, 11:09
3, 2, H, L, 11:09
3, 3, H, M, 11:09
3, 4, H, M, 11:09
3, 5, H, M, 11:09
3, 6, L, L, 11:09
3, 7, L, M, 11:09
4, 0, L, L, 11:14
4, 1, L, L, 11:14
4, 2, M, M, 11:14
4, 3, L, L, 11:14
4, 4, L, H, 11:14
4, 5, M, H, 11:14
4, 6, M, H, 11:14
4, 7, L, H, 11:14
4, 8, L, L, 11:14
4, 9, L, L, 11:14
4, 10, H, M, 11:14
4, 11, M, M, 11:14
4, 12, M, L, 11:14
4, 13, H, L, 11:14
4, 14, H, L, 11:14
4, 15, H, M, 11:14
4, 16, H, H, 11:14
4, 17, M, H, 11:14
4, 18, M, H, 11:14
5, 0, M, M, 11:09
5, 1, M, M, 11:09
5, 2, L, M, 11:09
5, 3, L, L, 11:09
5, 4, L, L, 11:09
5, 5, L, L, 11:09
5, 6, H, L, 11:09
5, 7, H, L, 11:09
5, 8, H, H, 11:09
5, 9, H, H, 11:09
5, 10, H, H, 11:09
5, 11, H, L, 11:09
5, 12, L, L, 11:09
5, 13, L, L, 11:09
5, 14, M, L, 11:09
6, 0, L, L, 11:16
6, 1, M, M, 11:16
6, 2, L, L, 11:16
6, 3, L, L, 11:16
6, 4, L, L, 11:16
6, 5, M, M, 11:16
6, 6, M, M, 11:16
7, 0, L, H, 11:16
7, 1, M, H, 11:16
7, 2, L, H, 11:16
7, 3, L, H, 11:16
7, 4, L, H, 11:16
7, 5, L, H, 11:16
7, 6, M, H, 11:16
7, 7, L, L, 11:16
7, 8, L, L, 11:16
7, 9, M, M, 11:16
7, 10, M, M, 11:16
7, 11, L, M, 11:16
8, 0, L, M, 11:17
8, 1, L, L, 11:17
8, 2, L, L, 11:17
8, 3, L, L, 11:17
8, 4, L, L, 11:17
8, 5, L, L, 11:17
8, 6, L, L, 11:17
