#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 7:47
0, 1, L, M, 7:47
0, 2, M, M, 7:47
0, 3, L, M, 7:47
0, 4, M, L, 7:47
0, 5, M, M, 7:47
0, 6, L, L, 7:47
0, 7, L, L, 7:47
0, 8, L, L, 7:47
0, 9, M, L, 7:47
0, 10, M, M, 7:47
0, 11, M, M, 7:47
0, 12, H, H, 7:47
0, 13, H, H, 7:47
0, 14, H, H, 7:47
0, 15, H, H, 7:47
0, 16, H, H, 7:47
0, 17, H, M, 7:47
0, 18, L, L, 7:47
0, 19, H, H, 7:47
0, 20, H, H, 7:47
0, 21, H, H, 7:47
0, 22, H, H, 7:47
0, 23, H, H, 7:47
0, 24, H, H, 7:47
0, 25, H, H, 7:47
0, 26, H, H, 7:47
0, 27, H, M, 7:47
0, 28, H, M, 7:47
0, 29, H, L, 7:47
0, 30, L, L, 7:47
0, 31, L, L, 7:47
0, 32, M, M, 7:47
0, 33, M, M, 7:47
0, 34, L, L, 7:47
0, 35, L, L, 7:47
0, 36, L, L, 7:47
1, 0, M, M, 7:47
1, 1, M, M, 7:47
1, 2, L, M, 7:47
1, 3, L, M, 7:47
1, 4, L, M, 7:47
1, 5, L, M, 7:47
1, 6, H, H, 7:47
1, 7, H, H, 7:47
1, 8, L, L, 7:47
1, 9, L, L, 7:47
1, 10, L, L, 7:47
1, 11, H, H, 7:47
2, 0, H, H, 7:47
2, 1, H, H, 7:47
2, 2, L, L, 7:47
2, 3, L, L, 7:47
2, 4, M, M, 7:47
2, 5, M, M, 7:47
2, 6, M, M, 7:47
2, 7, M, M, 7:47
2, 8, M, M, 7:47
2, 9, L, L, 7:47
2, 10, L, L, 7:47
2, 11, M, M, 7:47
2, 12, M, M, 7:47
2, 13, L, L, 7:47
2, 14, M, L, 7:47
2, 15, M, M, 7:47
2, 16, L, L, 7:47
2, 17, M, M, 7:47
2, 18, M, M, 7:47
2, 19, L, L, 7:47
2, 20, M, M, 7:47
2, 21, L, L, 7:47
2, 22, M, L, 7:47
2, 23, M, L, 7:47
2, 24, M, M, 7:47
3, 0, M, M, 7:47
3, 1, M, M, 7:47
3, 2, M, M, 7:47
3, 3, M, M, 7:47
3, 4, M, M, 7:47
3, 5, M, M, 7:47
3, 6, L, M, 7:47
3, 7, L, M, 7:47
4, 0, M, L, 7:47
4, 1, H, L, 7:47
4, 2, H, M, 7:47
4, 3, H, M, 7:47
4, 4, H, H, 7:47
4, 5, H, H, 7:47
4, 6, M, H, 7:47
4, 7, L, H, 7:47
4, 8, L, L, 7:47
4, 9, L, L, 7:47
4, 10, M, M, 7:47
4, 11, M, M, 7:47
4, 12, M, M, 7:47
4, 13, L, L, 7:47
4, 14, L, L, 7:47
4, 15, H, M, 7:47
4, 16, H, H, 7:47
4, 17, H, H, 7:47
4, 18, H, H, 7:47
5, 0, M, M, 7:47
5, 1, M, M, 7:47
5, 2, L, M, 7:47
5, 3, L, L, 7:47
5, 4, L, L, 7:47
5, 5, L, L, 7:47
5, 6, H, H, 7:47
5, 7, H, H, 7:47
5, 8, H, H, 7:47
5, 9, H, H, 7:47
5, 10, H, H, 7:47
5, 11, M, L, 7:47
5, 12, L, M, 7:47
5, 13, M, M, 7:47
5, 14, M, L, 7:47
6, 0, H, L, 7:47
6, 1, H, M, 7:47
6, 2, M, L, 7:47
6, 3, L, L, 7:47
6, 4, L, L, 7:47
6, 5, M, M, 7:47
6, 6, M, M, 7:47
7, 0, M, M, 7:47
7, 1, M, M, 7:47
7, 2, L, L, 7:47
7, 3, L, L, 7:47
7, 4, L, L, 7:47
7, 5, L, L, 7:47
7, 6, M, M, 7:47
7, 7, L, L, 7:47
7, 8, L, L, 7:47
7, 9, H, H, 7:47
7, 10, H, H, 7:47
7, 11, M, M, 7:47
8, 0, L, L, 7:47
8, 1, L, L, 7:47
8, 2, L, L, 7:47
8, 3, L, L, 7:47
8, 4, L, L, 7:47
8, 5, L, H, 7:47
8, 6, L, L, 7:47
