#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 5:30
0, 1, L, L, 5:30
0, 2, M, L, 5:30
0, 3, L, L, 5:30
0, 4, L, L, 5:30
0, 5, L, L, 5:30
0, 6, L, L, 5:30
0, 7, L, L, 5:30
0, 8, H, L, 5:30
0, 9, H, L, 5:30
0, 10, H, L, 5:30
0, 11, H, M, 5:30
0, 12, H, M, 5:30
0, 13, L, L, 5:30
0, 14, L, L, 5:30
0, 15, L, L, 5:30
0, 16, M, L, 5:30
0, 17, L, L, 5:30
0, 18, L, L, 5:30
0, 19, L, L, 5:30
0, 20, L, L, 5:30
0, 21, L, L, 5:30
0, 22, L, L, 5:30
0, 23, M, L, 5:30
0, 24, L, L, 5:30
0, 25, L, L, 5:30
0, 26, L, L, 5:30
0, 27, L, L, 5:30
0, 28, L, L, 5:30
0, 29, M, L, 5:30
0, 30, L, L, 5:30
0, 31, L, L, 5:30
0, 32, L, L, 5:30
0, 33, L, L, 5:30
0, 34, L, L, 5:30
0, 35, L, L, 5:30
0, 36, L, L, 5:30
1, 0, L, L, 5:27
1, 1, L, M, 5:27
1, 2, L, L, 5:27
1, 3, L, L, 5:27
1, 4, L, L, 5:27
1, 5, L, L, 5:27
1, 6, L, L, 5:27
1, 7, L, L, 5:27
1, 8, L, L, 5:27
1, 9, L, L, 5:27
1, 10, L, L, 5:27
1, 11, M, M, 5:27
2, 0, M, M, 5:31
2, 1, L, L, 5:31
2, 2, L, L, 5:31
2, 3, L, L, 5:31
2, 4, M, M, 5:31
2, 5, L, M, 5:31
2, 6, L, L, 5:31
2, 7, L, L, 5:31
2, 8, L, L, 5:31
2, 9, L, L, 5:31
2, 10, L, L, 5:31
2, 11, L, L, 5:31
2, 12, L, L, 5:31
2, 13, L, L, 5:31
2, 14, L, L, 5:31
2, 15, M, L, 5:31
2, 16, L, L, 5:31
2, 17, L, L, 5:31
2, 18, L, L, 5:31
2, 19, L, L, 5:31
2, 20, L, L, 5:31
2, 21, L, L, 5:31
2, 22, L, L, 5:31
2, 23, L, L, 5:31
2, 24, M, L, 5:31
3, 0, L, L, 5:31
3, 1, M, L, 5:31
3, 2, L, L, 5:31
3, 3, L, L, 5:31
3, 4, L, L, 5:31
3, 5, M, M, 5:31
3, 6, L, L, 5:31
3, 7, L, M, 5:31
4, 0, M, L, 5:32
4, 1, L, L, 5:32
4, 2, L, L, 5:32
4, 3, L, L, 5:32
4, 4, L, L, 5:32
4, 5, L, M, 5:32
4, 6, L, M, 5:32
4, 7, L, L, 5:32
4, 8, L, L, 5:32
4, 9, L, L, 5:32
4, 10, M, M, 5:32
4, 11, M, L, 5:32
4, 12, L, L, 5:32
4, 13, L, L, 5:32
4, 14, L, L, 5:32
4, 15, L, L, 5:32
4, 16, M, M, 5:32
4, 17, L, L, 5:32
4, 18, L, L, 5:32
5, 0, M, M, 5:33
5, 1, L, L, 5:33
5, 2, L, L, 5:33
5, 3, L, L, 5:33
5, 4, L, L, 5:33
5, 5, L, L, 5:33
5, 6, L, L, 5:33
5, 7, L, L, 5:33
5, 8, L, L, 5:33
5, 9, L, L, 5:33
5, 10, M, M, 5:33
5, 11, L, L, 5:33
5, 12, L, L, 5:33
5, 13, L, L, 5:33
5, 14, M, L, 5:33
6, 0, L, L, 5:27
6, 1, L, L, 5:27
6, 2, L, L, 5:27
6, 3, L, L, 5:27
6, 4, L, L, 5:27
6, 5, L, L, 5:27
6, 6, L, L, 5:27
7, 0, L, L, 5:27
7, 1, M, M, 5:27
7, 2, L, L, 5:27
7, 3, L, L, 5:27
7, 4, L, L, 5:27
7, 5, L, L, 5:27
7, 6, L, M, 5:27
7, 7, L, L, 5:27
7, 8, L, L, 5:27
7, 9, L, M, 5:27
7, 10, L, L, 5:27
7, 11, L, L, 5:27
8, 0, L, L, 5:27
8, 1, L, L, 5:27
8, 2, L, L, 5:27
8, 3, L, L, 5:27
8, 4, L, L, 5:27
8, 5, L, L, 5:27
8, 6, L, L, 5:27
