#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 5:19
0, 1, L, M, 5:19
0, 2, M, M, 5:19
0, 3, L, L, 5:19
0, 4, M, L, 5:19
0, 5, M, M, 5:19
0, 6, L, L, 5:19
0, 7, L, L, 5:19
0, 8, L, L, 5:19
0, 9, L, L, 5:19
0, 10, L, M, 5:19
0, 11, M, M, 5:19
0, 12, L, H, 5:19
0, 13, L, H, 5:19
0, 14, L, L, 5:19
0, 15, H, H, 5:19
0, 16, H, M, 5:19
0, 17, H, H, 5:19
0, 18, L, H, 5:19
0, 19, L, H, 5:19
0, 20, M, H, 5:19
0, 21, M, H, 5:19
0, 22, L, H, 5:19
0, 23, M, H, 5:19
0, 24, L, H, 5:19
0, 25, L, M, 5:19
0, 26, L, M, 5:19
0, 27, L, L, 5:19
0, 28, M, M, 5:19
0, 29, M, L, 5:19
0, 30, L, L, 5:19
0, 31, L, L, 5:19
0, 32, M, H, 5:19
0, 33, M, H, 5:19
0, 34, L, L, 5:19
0, 35, L, L, 5:19
0, 36, L, L, 5:19
1, 0, L, L, 5:19
1, 1, L, M, 5:19
1, 2, L, L, 5:19
1, 3, L, L, 5:19
1, 4, L, L, 5:19
1, 5, L, L, 5:19
1, 6, M, M, 5:19
1, 7, M, M, 5:19
1, 8, L, L, 5:19
1, 9, L, L, 5:19
1, 10, L, L, 5:19
1, 11, M, M, 5:19
2, 0, M, M, 5:20
2, 1, L, L, 5:20
2, 2, L, L, 5:20
2, 3, L, L, 5:20
2, 4, M, M, 5:20
2, 5, M, M, 5:20
2, 6, M, M, 5:20
2, 7, M, M, 5:20
2, 8, M, M, 5:20
2, 9, L, L, 5:20
2, 10, L, L, 5:20
2, 11, M, M, 5:20
2, 12, M, M, 5:20
2, 13, L, L, 5:20
2, 14, M, L, 5:20
2, 15, M, M, 5:20
2, 16, L, L, 5:20
2, 17, M, M, 5:20
2, 18, M, M, 5:20
2, 19, L, L, 5:20
2, 20, M, M, 5:20
2, 21, L, L, 5:20
2, 22, M, L, 5:20
2, 23, M, L, 5:20
2, 24, M, M, 5:20
3, 0, M, M, 5:20
3, 1, M, M, 5:20
3, 2, L, L, 5:20
3, 3, M, M, 5:20
3, 4, M, M, 5:20
3, 5, M, M, 5:20
3, 6, L, M, 5:20
3, 7, L, M, 5:20
4, 0, L, L, 5:20
4, 1, M, L, 5:20
4, 2, H, M, 5:20
4, 3, H, M, 5:20
4, 4, H, H, 5:20
4, 5, H, H, 5:20
4, 6, M, H, 5:20
4, 7, L, M, 5:20
4, 8, L, L, 5:20
4, 9, L, L, 5:20
4, 10, M, M, 5:20
4, 11, M, M, 5:20
4, 12, M, L, 5:20
4, 13, L, L, 5:20
4, 14, L, L, 5:20
4, 15, M, M, 5:20
4, 16, M, M, 5:20
4, 17, M, M, 5:20
4, 18, M, M, 5:20
5, 0, M, M, 5:20
5, 1, M, M, 5:20
5, 2, L, M, 5:20
5, 3, L, L, 5:20
5, 4, L, L, 5:20
5, 5, L, L, 5:20
5, 6, H, H, 5:20
5, 7, H, H, 5:20
5, 8, H, H, 5:20
5, 9, H, H, 5:20
5, 10, H, H, 5:20
5, 11, M, L, 5:20
5, 12, L, M, 5:20
5, 13, M, M, 5:20
5, 14, M, L, 5:20
6, 0, L, L, 5:20
6, 1, M, M, 5:20
6, 2, L, L, 5:20
6, 3, L, L, 5:20
6, 4, L, L, 5:20
6, 5, M, M, 5:20
6, 6, M, M, 5:20
7, 0, M, M, 5:20
7, 1, M, M, 5:20
7, 2, L, L, 5:20
7, 3, L, L, 5:20
7, 4, L, L, 5:20
7, 5, L, L, 5:20
7, 6, M, M, 5:20
7, 7, L, L, 5:20
7, 8, L, L, 5:20
7, 9, M, M, 5:20
7, 10, M, M, 5:20
7, 11, L, M, 5:20
8, 0, L, L, 5:20
8, 1, L, L, 5:20
8, 2, L, L, 5:20
8, 3, L, L, 5:20
8, 4, L, L, 5:20
8, 5, L, L, 5:20
8, 6, L, L, 5:20
