#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 8:29
0, 1, L, L, 8:29
0, 2, L, M, 8:29
0, 3, L, M, 8:29
0, 4, L, L, 8:29
0, 5, L, L, 8:29
0, 6, L, L, 8:29
0, 7, L, L, 8:29
0, 8, L, L, 8:29
0, 9, L, L, 8:29
0, 10, M, L, 8:29
0, 11, M, L, 8:29
0, 12, L, L, 8:29
0, 13, L, L, 8:29
0, 14, L, L, 8:29
0, 15, M, L, 8:29
0, 16, L, L, 8:29
0, 17, L, L, 8:29
0, 18, L, L, 8:29
0, 19, L, H, 8:29
0, 20, L, H, 8:29
0, 21, L, H, 8:29
0, 22, M, L, 8:29
0, 23, L, L, 8:29
0, 24, L, H, 8:29
0, 25, L, H, 8:29
0, 26, M, H, 8:29
0, 27, H, L, 8:29
0, 28, H, L, 8:29
0, 29, H, H, 8:29
0, 30, L, L, 8:29
0, 31, L, L, 8:29
0, 32, L, L, 8:29
0, 33, L, L, 8:29
0, 34, L, L, 8:29
0, 35, L, L, 8:29
0, 36, L, L, 8:29
1, 0, L, L, 8:26
1, 1, L, L, 8:26
1, 2, L, M, 8:26
1, 3, L, L, 8:26
1, 4, L, L, 8:26
1, 5, L, L, 8:26
1, 6, M, M, 8:26
1, 7, M, M, 8:26
1, 8, L, L, 8:26
1, 9, L, L, 8:26
1, 10, L, L, 8:26
1, 11, L, L, 8:26
2, 0, L, L, 8:27
2, 1, L, L, 8:27
2, 2, L, L, 8:27
2, 3, L, L, 8:27
2, 4, L, L, 8:27
2, 5, L, L, 8:27
2, 6, L, L, 8:27
2, 7, L, L, 8:27
2, 8, M, M, 8:27
2, 9, L, L, 8:27
2, 10, L, L, 8:27
2, 11, M, M, 8:27
2, 12, M, M, 8:27
2, 13, L, L, 8:27
2, 14, L, L, 8:27
2, 15, M, H, 8:27
2, 16, M, H, 8:27
2, 17, M, H, 8:27
2, 18, M, H, 8:27
2, 19, M, H, 8:27
2, 20, L, H, 8:27
2, 21, L, H, 8:27
2, 22, L, H, 8:27
2, 23, L, H, 8:27
2, 24, L, H, 8:27
3, 0, H, M, 8:32
3, 1, H, H, 8:32
3, 2, H, L, 8:32
3, 3, H, L, 8:32
3, 4, H, L, 8:32
3, 5, H, M, 8:32
3, 6, L, M, 8:32
3, 7, L, M, 8:32
4, 0, L, L, 8:22
4, 1, L, L, 8:22
4, 2, L, L, 8:22
4, 3, L, L, 8:22
4, 4, M, L, 8:22
4, 5, M, M, 8:22
4, 6, M, M, 8:22
4, 7, M, M, 8:22
4, 8, L, L, 8:22
4, 9, L, L, 8:22
4, 10, M, M, 8:22
4, 11, M, L, 8:22
4, 12, L, L, 8:22
4, 13, L, L, 8:22
4, 14, L, L, 8:22
4, 15, M, L, 8:22
4, 16, M, M, 8:22
4, 17, L, M, 8:22
4, 18, L, M, 8:22
5, 0, L, L, 8:22
5, 1, L, L, 8:22
5, 2, L, L, 8:22
5, 3, L, L, 8:22
5, 4, L, L, 8:22
5, 5, L, L, 8:22
5, 6, L, L, 8:22
5, 7, L, L, 8:22
5, 8, M, M, 8:22
5, 9, L, L, 8:22
5, 10, M, L, 8:22
5, 11, L, L, 8:22
5, 12, L, L, 8:22
5, 13, L, L, 8:22
5, 14, L, L, 8:22
6, 0, L, L, 8:22
6, 1, L, L, 8:22
6, 2, L, L, 8:22
6, 3, L, L, 8:22
6, 4, L, M, 8:22
6, 5, M, M, 8:22
6, 6, L, L, 8:22
7, 0, M, M, 8:22
7, 1, L, L, 8:22
7, 2, M, M, 8:22
7, 3, M, M, 8:22
7, 4, L, L, 8:22
7, 5, M, L, 8:22
7, 6, L, L, 8:22
7, 7, L, M, 8:22
7, 8, L, M, 8:22
7, 9, M, M, 8:22
7, 10, M, L, 8:22
7, 11, M, H, 8:22
8, 0, L, L, 8:22
8, 1, L, L, 8:22
8, 2, L, L, 8:22
8, 3, L, L, 8:22
8, 4, L, L, 8:22
8, 5, L, L, 8:22
8, 6, L, L, 8:22
