#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 7:44
0, 1, L, L, 7:44
0, 2, L, M, 7:44
0, 3, L, M, 7:44
0, 4, L, L, 7:44
0, 5, L, L, 7:44
0, 6, L, L, 7:44
0, 7, L, L, 7:44
0, 8, L, L, 7:44
0, 9, L, L, 7:44
0, 10, M, L, 7:44
0, 11, M, L, 7:44
0, 12, L, L, 7:44
0, 13, L, L, 7:44
0, 14, L, L, 7:44
0, 15, M, L, 7:44
0, 16, L, L, 7:44
0, 17, L, L, 7:44
0, 18, L, L, 7:44
0, 19, L, H, 7:44
0, 20, L, H, 7:44
0, 21, L, H, 7:44
0, 22, M, L, 7:44
0, 23, L, L, 7:44
0, 24, L, H, 7:44
0, 25, L, H, 7:44
0, 26, M, H, 7:44
0, 27, L, L, 7:44
0, 28, H, L, 7:44
0, 29, H, H, 7:44
0, 30, L, H, 7:44
0, 31, L, H, 7:44
0, 32, L, H, 7:44
0, 33, L, H, 7:44
0, 34, L, L, 7:44
0, 35, L, L, 7:44
0, 36, L, L, 7:44
1, 0, L, L, 7:42
1, 1, L, L, 7:42
1, 2, L, M, 7:42
1, 3, L, L, 7:42
1, 4, L, L, 7:42
1, 5, L, L, 7:42
1, 6, M, M, 7:42
1, 7, M, M, 7:42
1, 8, L, L, 7:42
1, 9, L, L, 7:42
1, 10, L, L, 7:42
1, 11, L, L, 7:42
2, 0, L, L, 7:42
2, 1, L, L, 7:42
2, 2, L, L, 7:42
2, 3, L, L, 7:42
2, 4, L, L, 7:42
2, 5, L, L, 7:42
2, 6, L, L, 7:42
2, 7, L, L, 7:42
2, 8, M, M, 7:42
2, 9, L, L, 7:42
2, 10, L, L, 7:42
2, 11, M, M, 7:42
2, 12, M, M, 7:42
2, 13, L, L, 7:42
2, 14, L, L, 7:42
2, 15, M, M, 7:42
2, 16, M, L, 7:42
2, 17, L, L, 7:42
2, 18, M, M, 7:42
2, 19, M, M, 7:42
2, 20, L, L, 7:42
2, 21, L, L, 7:42
2, 22, L, L, 7:42
2, 23, L, L, 7:42
2, 24, L, M, 7:42
3, 0, M, M, 7:40
3, 1, M, M, 7:40
3, 2, L, L, 7:40
3, 3, L, L, 7:40
3, 4, L, L, 7:40
3, 5, M, M, 7:40
3, 6, L, M, 7:40
3, 7, L, M, 7:40
4, 0, L, L, 7:40
4, 1, L, L, 7:40
4, 2, L, L, 7:40
4, 3, L, L, 7:40
4, 4, M, L, 7:40
4, 5, M, M, 7:40
4, 6, M, M, 7:40
4, 7, M, M, 7:40
4, 8, L, L, 7:40
4, 9, L, L, 7:40
4, 10, M, M, 7:40
4, 11, M, L, 7:40
4, 12, L, L, 7:40
4, 13, L, L, 7:40
4, 14, L, L, 7:40
4, 15, M, L, 7:40
4, 16, M, M, 7:40
4, 17, L, M, 7:40
4, 18, L, M, 7:40
5, 0, L, L, 7:41
5, 1, L, L, 7:41
5, 2, L, L, 7:41
5, 3, L, L, 7:41
5, 4, L, L, 7:41
5, 5, L, L, 7:41
5, 6, L, L, 7:41
5, 7, L, L, 7:41
5, 8, M, M, 7:41
5, 9, L, L, 7:41
5, 10, M, L, 7:41
5, 11, L, L, 7:41
5, 12, L, L, 7:41
5, 13, L, L, 7:41
5, 14, L, L, 7:41
6, 0, L, L, 7:41
6, 1, L, L, 7:41
6, 2, L, L, 7:41
6, 3, L, L, 7:41
6, 4, L, M, 7:41
6, 5, M, M, 7:41
6, 6, L, L, 7:41
7, 0, M, M, 7:41
7, 1, L, L, 7:41
7, 2, M, M, 7:41
7, 3, M, M, 7:41
7, 4, L, L, 7:41
7, 5, M, L, 7:41
7, 6, L, L, 7:41
7, 7, L, M, 7:41
7, 8, L, M, 7:41
7, 9, M, M, 7:41
7, 10, M, L, 7:41
7, 11, M, H, 7:41
8, 0, L, L, 7:42
8, 1, L, L, 7:42
8, 2, L, L, 7:42
8, 3, L, L, 7:42
8, 4, L, L, 7:42
8, 5, L, L, 7:42
8, 6, L, L, 7:42
