#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 7:31
0, 1, L, L, 7:31
0, 2, L, M, 7:31
0, 3, L, M, 7:31
0, 4, L, L, 7:31
0, 5, L, L, 7:31
0, 6, L, L, 7:31
0, 7, L, L, 7:31
0, 8, L, L, 7:31
0, 9, L, L, 7:31
0, 10, M, L, 7:31
0, 11, M, L, 7:31
0, 12, L, L, 7:31
0, 13, L, L, 7:31
0, 14, L, L, 7:31
0, 15, M, L, 7:31
0, 16, L, L, 7:31
0, 17, L, L, 7:31
0, 18, L, L, 7:31
0, 19, L, H, 7:31
0, 20, L, H, 7:31
0, 21, L, H, 7:31
0, 22, M, L, 7:31
0, 23, L, L, 7:31
0, 24, L, H, 7:31
0, 25, L, H, 7:31
0, 26, M, H, 7:31
0, 27, L, L, 7:31
0, 28, L, L, 7:31
0, 29, H, M, 7:31
0, 30, M, L, 7:31
0, 31, M, L, 7:31
0, 32, L, M, 7:31
0, 33, L, M, 7:31
0, 34, L, L, 7:31
0, 35, L, L, 7:31
0, 36, L, L, 7:31
1, 0, L, L, 7:31
1, 1, L, L, 7:31
1, 2, L, M, 7:31
1, 3, L, L, 7:31
1, 4, L, L, 7:31
1, 5, L, L, 7:31
1, 6, M, M, 7:31
1, 7, M, M, 7:31
1, 8, L, L, 7:31
1, 9, L, L, 7:31
1, 10, L, L, 7:31
1, 11, L, L, 7:31
2, 0, L, L, 7:31
2, 1, L, L, 7:31
2, 2, L, L, 7:31
2, 3, L, L, 7:31
2, 4, L, L, 7:31
2, 5, L, L, 7:31
2, 6, L, L, 7:31
2, 7, L, L, 7:31
2, 8, M, M, 7:31
2, 9, L, L, 7:31
2, 10, L, L, 7:31
2, 11, M, M, 7:31
2, 12, M, M, 7:31
2, 13, L, L, 7:31
2, 14, L, L, 7:31
2, 15, M, M, 7:31
2, 16, M, L, 7:31
2, 17, L, L, 7:31
2, 18, M, M, 7:31
2, 19, M, M, 7:31
2, 20, L, L, 7:31
2, 21, L, L, 7:31
2, 22, L, L, 7:31
2, 23, L, L, 7:31
2, 24, L, M, 7:31
3, 0, M, M, 7:29
3, 1, M, M, 7:29
3, 2, L, L, 7:29
3, 3, L, L, 7:29
3, 4, L, L, 7:29
3, 5, M, M, 7:29
3, 6, L, M, 7:29
3, 7, L, M, 7:29
4, 0, L, L, 7:29
4, 1, L, L, 7:29
4, 2, L, L, 7:29
4, 3, L, L, 7:29
4, 4, M, L, 7:29
4, 5, M, M, 7:29
4, 6, M, M, 7:29
4, 7, M, M, 7:29
4, 8, L, L, 7:29
4, 9, L, L, 7:29
4, 10, M, M, 7:29
4, 11, M, L, 7:29
4, 12, L, L, 7:29
4, 13, L, L, 7:29
4, 14, L, L, 7:29
4, 15, M, L, 7:29
4, 16, M, M, 7:29
4, 17, L, M, 7:29
4, 18, L, M, 7:29
5, 0, L, L, 7:29
5, 1, L, L, 7:29
5, 2, L, L, 7:29
5, 3, L, L, 7:29
5, 4, L, L, 7:29
5, 5, L, L, 7:29
5, 6, L, L, 7:29
5, 7, L, L, 7:29
5, 8, M, M, 7:29
5, 9, L, L, 7:29
5, 10, M, L, 7:29
5, 11, L, L, 7:29
5, 12, L, L, 7:29
5, 13, L, L, 7:29
5, 14, L, L, 7:29
6, 0, L, L, 7:27
6, 1, L, L, 7:27
6, 2, L, L, 7:27
6, 3, L, L, 7:27
6, 4, L, M, 7:27
6, 5, M, M, 7:27
6, 6, L, L, 7:27
7, 0, M, M, 7:27
7, 1, L, L, 7:27
7, 2, M, M, 7:27
7, 3, M, M, 7:27
7, 4, L, L, 7:27
7, 5, M, L, 7:27
7, 6, L, L, 7:27
7, 7, L, M, 7:27
7, 8, L, M, 7:27
7, 9, M, M, 7:27
7, 10, M, L, 7:27
7, 11, M, L, 7:27
8, 0, L, L, 7:27
8, 1, L, L, 7:27
8, 2, L, L, 7:27
8, 3, L, L, 7:27
8, 4, L, L, 7:27
8, 5, L, L, 7:27
8, 6, L, L, 7:27
