#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:00
0, 1, L, L, 12:00
0, 2, M, M, 12:00
0, 3, L, L, 12:00
0, 4, L, L, 12:00
0, 5, L, L, 12:00
0, 6, L, L, 12:00
0, 7, L, H, 12:00
0, 8, H, L, 12:00
0, 9, H, L, 12:00
0, 10, H, M, 12:00
0, 11, H, M, 12:00
0, 12, H, M, 12:00
0, 13, H, L, 12:00
0, 14, H, L, 12:00
0, 15, H, H, 12:00
0, 16, H, H, 12:00
0, 17, H, L, 12:00
0, 18, H, L, 12:00
0, 19, L, L, 12:00
0, 20, H, L, 12:00
0, 21, H, H, 12:00
0, 22, H, H, 12:00
0, 23, H, H, 12:00
0, 24, L, H, 12:00
0, 25, L, L, 12:00
0, 26, L, L, 12:00
0, 27, L, L, 12:00
0, 28, H, L, 12:00
0, 29, H, L, 12:00
0, 30, H, H, 12:00
0, 31, L, H, 12:00
0, 32, L, H, 12:00
0, 33, L, H, 12:00
0, 34, L, L, 12:00
0, 35, L, L, 12:00
0, 36, L, L, 12:00
1, 0, L, L, 12:00
1, 1, L, L, 12:00
1, 2, L, L, 12:00
1, 3, L, L, 12:00
1, 4, L, L, 12:00
1, 5, L, L, 12:00
1, 6, M, M, 12:00
1, 7, M, M, 12:00
1, 8, L, L, 12:00
1, 9, L, L, 12:00
1, 10, L, L, 12:00
1, 11, L, L, 12:00
2, 0, M, M, 12:00
2, 1, M, M, 12:00
2, 2, L, L, 12:00
2, 3, L, L, 12:00
2, 4, L, L, 12:00
2, 5, L, L, 12:00
2, 6, L, L, 12:00
2, 7, L, L, 12:00
2, 8, L, L, 12:00
2, 9, L, L, 12:00
2, 10, L, L, 12:00
2, 11, L, L, 12:00
2, 12, L, L, 12:00
2, 13, L, L, 12:00
2, 14, L, L, 12:00
2, 15, M, L, 12:00
2, 16, L, L, 12:00
2, 17, L, L, 12:00
2, 18, L, L, 12:00
2, 19, L, L, 12:00
2, 20, L, L, 12:00
2, 21, L, L, 12:00
2, 22, L, L, 12:00
2, 23, L, L, 12:00
2, 24, L, L, 12:00
3, 0, L, L, 12:00
3, 1, M, L, 12:00
3, 2, M, M, 12:00
3, 3, L, L, 12:00
3, 4, L, L, 12:00
3, 5, M, M, 12:00
3, 6, L, L, 12:00
3, 7, L, L, 12:00
4, 0, M, L, 12:01
4, 1, L, L, 12:01
4, 2, L, L, 12:01
4, 3, L, L, 12:01
4, 4, M, L, 12:01
4, 5, M, H, 12:01
4, 6, L, H, 12:01
4, 7, L, H, 12:01
4, 8, L, L, 12:01
4, 9, M, L, 12:01
4, 10, M, M, 12:01
4, 11, M, M, 12:01
4, 12, L, M, 12:01
4, 13, L, L, 12:01
4, 14, L, L, 12:01
4, 15, L, L, 12:01
4, 16, M, L, 12:01
4, 17, L, L, 12:01
4, 18, L, L, 12:01
5, 0, M, M, 12:01
5, 1, M, M, 12:01
5, 2, L, L, 12:01
5, 3, L, L, 12:01
5, 4, L, L, 12:01
5, 5, L, L, 12:01
5, 6, L, L, 12:01
5, 7, L, L, 12:01
5, 8, M, L, 12:01
5, 9, L, L, 12:01
5, 10, L, L, 12:01
5, 11, L, L, 12:01
5, 12, L, L, 12:01
5, 13, L, L, 12:01
5, 14, M, L, 12:01
6, 0, L, L, 12:00
6, 1, L, L, 12:00
6, 2, L, L, 12:00
6, 3, L, L, 12:00
6, 4, L, L, 12:00
6, 5, L, L, 12:00
6, 6, L, L, 12:00
7, 0, M, M, 12:00
7, 1, M, M, 12:00
7, 2, L, L, 12:00
7, 3, L, L, 12:00
7, 4, L, L, 12:00
7, 5, L, L, 12:00
7, 6, L, L, 12:00
7, 7, L, L, 12:00
7, 8, L, L, 12:00
7, 9, M, M, 12:00
7, 10, M, M, 12:00
7, 11, L, M, 12:00
8, 0, L, H, 11:47
8, 1, L, L, 11:47
8, 2, L, L, 11:47
8, 3, L, L, 11:47
8, 4, L, L, 11:47
8, 5, L, L, 11:47
8, 6, L, L, 11:47
