#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 8:15
0, 1, M, M, 8:15
0, 2, M, M, 8:15
0, 3, L, M, 8:15
0, 4, M, L, 8:15
0, 5, M, L, 8:15
0, 6, L, L, 8:15
0, 7, L, L, 8:15
0, 8, L, L, 8:15
0, 9, L, L, 8:15
0, 10, M, M, 8:15
0, 11, M, M, 8:15
0, 12, L, M, 8:15
0, 13, L, M, 8:15
0, 14, L, M, 8:15
0, 15, M, H, 8:15
0, 16, M, H, 8:15
0, 17, M, H, 8:15
0, 18, L, L, 8:15
0, 19, M, H, 8:15
0, 20, M, H, 8:15
0, 21, M, H, 8:15
0, 22, M, H, 8:15
0, 23, M, M, 8:15
0, 24, H, M, 8:15
0, 25, H, M, 8:15
0, 26, H, M, 8:15
0, 27, H, M, 8:15
0, 28, H, M, 8:15
0, 29, H, M, 8:15
0, 30, M, L, 8:15
0, 31, M, L, 8:15
0, 32, M, M, 8:15
0, 33, M, M, 8:15
0, 34, L, L, 8:15
0, 35, L, L, 8:15
0, 36, L, L, 8:15
1, 0, H, M, 8:14
1, 1, H, M, 8:14
1, 2, H, H, 8:14
1, 3, H, H, 8:14
1, 4, H, H, 8:14
1, 5, H, M, 8:14
1, 6, H, M, 8:14
1, 7, H, M, 8:14
1, 8, L, L, 8:14
1, 9, L, L, 8:14
1, 10, L, L, 8:14
1, 11, M, M, 8:14
2, 0, M, M, 8:14
2, 1, M, L, 8:14
2, 2, M, L, 8:14
2, 3, L, L, 8:14
2, 4, L, L, 8:14
2, 5, L, L, 8:14
2, 6, L, M, 8:14
2, 7, L, M, 8:14
2, 8, L, L, 8:14
2, 9, L, L, 8:14
2, 10, L, L, 8:14
2, 11, L, M, 8:14
2, 12, L, L, 8:14
2, 13, L, L, 8:14
2, 14, M, L, 8:14
2, 15, M, M, 8:14
2, 16, L, M, 8:14
2, 17, L, L, 8:14
2, 18, L, L, 8:14
2, 19, L, L, 8:14
2, 20, L, L, 8:14
2, 21, L, L, 8:14
2, 22, M, L, 8:14
2, 23, M, L, 8:14
2, 24, M, L, 8:14
3, 0, M, M, 8:14
3, 1, M, L, 8:14
3, 2, M, L, 8:14
3, 3, M, L, 8:14
3, 4, L, L, 8:14
3, 5, M, M, 8:14
3, 6, M, M, 8:14
3, 7, M, M, 8:14
4, 0, M, M, 8:15
4, 1, L, L, 8:15
4, 2, L, L, 8:15
4, 3, M, L, 8:15
4, 4, M, M, 8:15
4, 5, M, M, 8:15
4, 6, M, M, 8:15
4, 7, L, M, 8:15
4, 8, L, L, 8:15
4, 9, L, L, 8:15
4, 10, M, M, 8:15
4, 11, M, M, 8:15
4, 12, M, M, 8:15
4, 13, L, L, 8:15
4, 14, L, L, 8:15
4, 15, L, L, 8:15
4, 16, M, M, 8:15
4, 17, M, M, 8:15
4, 18, M, M, 8:15
5, 0, L, M, 8:11
5, 1, L, M, 8:11
5, 2, L, L, 8:11
5, 3, L, L, 8:11
5, 4, L, L, 8:11
5, 5, L, L, 8:11
5, 6, M, L, 8:11
5, 7, M, M, 8:11
5, 8, M, M, 8:11
5, 9, M, M, 8:11
5, 10, H, H, 8:11
5, 11, M, M, 8:11
5, 12, L, L, 8:11
5, 13, L, L, 8:11
5, 14, L, L, 8:11
6, 0, H, M, 8:11
6, 1, H, M, 8:11
6, 2, L, L, 8:11
6, 3, L, L, 8:11
6, 4, L, L, 8:11
6, 5, L, L, 8:11
6, 6, L, L, 8:11
7, 0, L, M, 8:11
7, 1, L, M, 8:11
7, 2, M, L, 8:11
7, 3, L, L, 8:11
7, 4, L, L, 8:11
7, 5, M, L, 8:11
7, 6, L, M, 8:11
7, 7, L, M, 8:11
7, 8, L, M, 8:11
7, 9, L, M, 8:11
7, 10, L, M, 8:11
7, 11, M, M, 8:11
8, 0, L, L, 8:11
8, 1, L, L, 8:11
8, 2, L, L, 8:11
8, 3, L, L, 8:11
8, 4, L, L, 8:11
8, 5, L, L, 8:11
8, 6, L, L, 8:11
