#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 2:29
0, 1, L, L, 2:29
0, 2, M, M, 2:29
0, 3, L, L, 2:29
0, 4, L, L, 2:29
0, 5, L, L, 2:29
0, 6, L, L, 2:29
0, 7, H, L, 2:29
0, 8, H, L, 2:29
0, 9, H, L, 2:29
0, 10, H, M, 2:29
0, 11, H, M, 2:29
0, 12, H, M, 2:29
0, 13, H, M, 2:29
0, 14, H, L, 2:29
0, 15, H, H, 2:29
0, 16, H, H, 2:29
0, 17, M, L, 2:29
0, 18, L, H, 2:29
0, 19, L, H, 2:29
0, 20, L, H, 2:29
0, 21, M, H, 2:29
0, 22, M, H, 2:29
0, 23, L, H, 2:29
0, 24, L, H, 2:29
0, 25, L, H, 2:29
0, 26, M, H, 2:29
0, 27, L, H, 2:29
0, 28, L, H, 2:29
0, 29, H, H, 2:29
0, 30, H, L, 2:29
0, 31, H, L, 2:29
0, 32, L, M, 2:29
0, 33, L, M, 2:29
0, 34, L, L, 2:29
0, 35, L, L, 2:29
0, 36, L, L, 2:29
1, 0, L, L, 2:26
1, 1, L, L, 2:26
1, 2, L, L, 2:26
1, 3, L, L, 2:26
1, 4, L, L, 2:26
1, 5, L, L, 2:26
1, 6, M, M, 2:26
1, 7, M, M, 2:26
1, 8, L, L, 2:26
1, 9, L, L, 2:26
1, 10, L, L, 2:26
1, 11, L, L, 2:26
2, 0, M, M, 2:28
2, 1, M, M, 2:28
2, 2, L, L, 2:28
2, 3, L, L, 2:28
2, 4, M, M, 2:28
2, 5, M, M, 2:28
2, 6, L, M, 2:28
2, 7, M, L, 2:28
2, 8, L, L, 2:28
2, 9, L, L, 2:28
2, 10, L, L, 2:28
2, 11, L, L, 2:28
2, 12, L, L, 2:28
2, 13, L, L, 2:28
2, 14, M, L, 2:28
2, 15, M, M, 2:28
2, 16, L, M, 2:28
2, 17, L, L, 2:28
2, 18, L, L, 2:28
2, 19, L, L, 2:28
2, 20, L, L, 2:28
2, 21, L, L, 2:28
2, 22, L, L, 2:28
2, 23, L, L, 2:28
2, 24, L, L, 2:28
3, 0, L, L, 2:28
3, 1, H, M, 2:28
3, 2, H, M, 2:28
3, 3, H, L, 2:28
3, 4, H, L, 2:28
3, 5, H, M, 2:28
3, 6, L, L, 2:28
3, 7, L, M, 2:28
4, 0, H, L, 2:19
4, 1, H, L, 2:19
4, 2, H, L, 2:19
4, 3, H, L, 2:19
4, 4, H, H, 2:19
4, 5, H, H, 2:19
4, 6, H, H, 2:19
4, 7, H, H, 2:19
4, 8, H, H, 2:19
4, 9, L, L, 2:19
4, 10, M, H, 2:19
4, 11, M, H, 2:19
4, 12, L, H, 2:19
4, 13, L, L, 2:19
4, 14, H, H, 2:19
4, 15, H, H, 2:19
4, 16, H, H, 2:19
4, 17, L, M, 2:19
4, 18, L, L, 2:19
5, 0, M, M, 2:15
5, 1, M, M, 2:15
5, 2, L, L, 2:15
5, 3, L, L, 2:15
5, 4, L, L, 2:15
5, 5, H, L, 2:15
5, 6, H, H, 2:15
5, 7, H, H, 2:15
5, 8, H, H, 2:15
5, 9, H, H, 2:15
5, 10, H, H, 2:15
5, 11, H, H, 2:15
5, 12, L, H, 2:15
5, 13, L, M, 2:15
5, 14, L, M, 2:15
6, 0, L, L, 2:21
6, 1, L, L, 2:21
6, 2, L, L, 2:21
6, 3, L, L, 2:21
6, 4, L, L, 2:21
6, 5, L, L, 2:21
6, 6, L, L, 2:21
7, 0, M, M, 2:22
7, 1, M, M, 2:22
7, 2, L, L, 2:22
7, 3, L, M, 2:22
7, 4, L, M, 2:22
7, 5, M, M, 2:22
7, 6, M, M, 2:22
7, 7, L, L, 2:22
7, 8, L, L, 2:22
7, 9, M, M, 2:22
7, 10, M, M, 2:22
7, 11, M, M, 2:22
8, 0, L, H, 2:15
8, 1, L, L, 2:15
8, 2, L, L, 2:15
8, 3, L, L, 2:15
8, 4, L, L, 2:15
8, 5, H, L, 2:15
8, 6, H, L, 2:15
