#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 6:40
0, 1, M, L, 6:40
0, 2, M, M, 6:40
0, 3, L, L, 6:40
0, 4, M, M, 6:40
0, 5, M, M, 6:40
0, 6, L, L, 6:40
0, 7, L, L, 6:40
0, 8, L, L, 6:40
0, 9, L, L, 6:40
0, 10, L, H, 6:40
0, 11, M, H, 6:40
0, 12, L, H, 6:40
0, 13, M, H, 6:40
0, 14, H, H, 6:40
0, 15, H, H, 6:40
0, 16, H, H, 6:40
0, 17, H, H, 6:40
0, 18, H, L, 6:40
0, 19, H, H, 6:40
0, 20, H, H, 6:40
0, 21, H, H, 6:40
0, 22, H, H, 6:40
0, 23, H, H, 6:40
0, 24, H, H, 6:40
0, 25, H, H, 6:40
0, 26, H, H, 6:40
0, 27, H, H, 6:40
0, 28, H, H, 6:40
0, 29, H, H, 6:40
0, 30, H, L, 6:40
0, 31, H, L, 6:40
0, 32, L, H, 6:40
0, 33, L, H, 6:40
0, 34, L, L, 6:40
0, 35, L, L, 6:40
0, 36, L, L, 6:40
1, 0, L, L, 6:45
1, 1, L, L, 6:45
1, 2, L, M, 6:45
1, 3, L, M, 6:45
1, 4, L, L, 6:45
1, 5, L, L, 6:45
1, 6, H, M, 6:45
1, 7, H, M, 6:45
1, 8, H, L, 6:45
1, 9, H, L, 6:45
1, 10, H, L, 6:45
1, 11, H, H, 6:45
2, 0, H, H, 6:41
2, 1, H, H, 6:41
2, 2, H, H, 6:41
2, 3, H, M, 6:41
2, 4, H, M, 6:41
2, 5, L, M, 6:41
2, 6, L, M, 6:41
2, 7, M, M, 6:41
2, 8, M, M, 6:41
2, 9, L, L, 6:41
2, 10, L, L, 6:41
2, 11, L, L, 6:41
2, 12, L, L, 6:41
2, 13, L, L, 6:41
2, 14, M, M, 6:41
2, 15, M, M, 6:41
2, 16, L, M, 6:41
2, 17, M, M, 6:41
2, 18, M, M, 6:41
2, 19, L, L, 6:41
2, 20, L, L, 6:41
2, 21, L, L, 6:41
2, 22, M, L, 6:41
2, 23, M, L, 6:41
2, 24, M, M, 6:41
3, 0, L, M, 6:40
3, 1, M, M, 6:40
3, 2, M, M, 6:40
3, 3, M, L, 6:40
3, 4, M, L, 6:40
3, 5, M, M, 6:40
3, 6, L, M, 6:40
3, 7, L, M, 6:40
4, 0, L, L, 6:41
4, 1, H, L, 6:41
4, 2, H, L, 6:41
4, 3, H, M, 6:41
4, 4, H, M, 6:41
4, 5, H, H, 6:41
4, 6, L, H, 6:41
4, 7, L, H, 6:41
4, 8, L, L, 6:41
4, 9, L, L, 6:41
4, 10, M, H, 6:41
4, 11, M, H, 6:41
4, 12, L, H, 6:41
4, 13, L, H, 6:41
4, 14, L, L, 6:41
4, 15, M, M, 6:41
4, 16, M, H, 6:41
4, 17, L, H, 6:41
4, 18, L, H, 6:41
5, 0, L, M, 6:41
5, 1, M, M, 6:41
5, 2, M, M, 6:41
5, 3, L, L, 6:41
5, 4, L, L, 6:41
5, 5, H, L, 6:41
5, 6, H, L, 6:41
5, 7, H, L, 6:41
5, 8, H, M, 6:41
5, 9, H, M, 6:41
5, 10, H, M, 6:41
5, 11, H, L, 6:41
5, 12, H, L, 6:41
5, 13, H, L, 6:41
5, 14, M, L, 6:41
6, 0, H, L, 6:41
6, 1, H, L, 6:41
6, 2, H, L, 6:41
6, 3, L, L, 6:41
6, 4, L, L, 6:41
6, 5, M, M, 6:41
6, 6, L, L, 6:41
7, 0, M, M, 6:41
7, 1, M, M, 6:41
7, 2, M, M, 6:41
7, 3, M, L, 6:41
7, 4, M, L, 6:41
7, 5, L, M, 6:41
7, 6, L, M, 6:41
7, 7, L, M, 6:41
7, 8, L, L, 6:41
7, 9, M, M, 6:41
7, 10, M, M, 6:41
7, 11, L, M, 6:41
8, 0, L, H, 6:41
8, 1, L, L, 6:41
8, 2, L, L, 6:41
8, 3, L, L, 6:41
8, 4, L, L, 6:41
8, 5, H, H, 6:41
8, 6, L, H, 6:41
