#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 2:27
0, 1, L, L, 2:27
0, 2, M, M, 2:27
0, 3, L, L, 2:27
0, 4, L, L, 2:27
0, 5, L, L, 2:27
0, 6, L, L, 2:27
0, 7, L, L, 2:27
0, 8, H, L, 2:27
0, 9, H, L, 2:27
0, 10, H, H, 2:27
0, 11, H, H, 2:27
0, 12, H, H, 2:27
0, 13, H, H, 2:27
0, 14, H, H, 2:27
0, 15, H, H, 2:27
0, 16, H, H, 2:27
0, 17, H, H, 2:27
0, 18, L, L, 2:27
0, 19, L, H, 2:27
0, 20, L, H, 2:27
0, 21, H, H, 2:27
0, 22, H, H, 2:27
0, 23, L, H, 2:27
0, 24, M, H, 2:27
0, 25, H, H, 2:27
0, 26, H, H, 2:27
0, 27, L, H, 2:27
0, 28, M, H, 2:27
0, 29, L, L, 2:27
0, 30, L, L, 2:27
0, 31, M, L, 2:27
0, 32, L, H, 2:27
0, 33, L, H, 2:27
0, 34, L, L, 2:27
0, 35, L, L, 2:27
0, 36, L, L, 2:27
1, 0, M, M, 2:29
1, 1, L, L, 2:29
1, 2, L, L, 2:29
1, 3, L, L, 2:29
1, 4, L, L, 2:29
1, 5, L, L, 2:29
1, 6, M, M, 2:29
1, 7, M, M, 2:29
1, 8, L, L, 2:29
1, 9, L, L, 2:29
1, 10, L, L, 2:29
1, 11, M, M, 2:29
2, 0, M, M, 2:29
2, 1, M, M, 2:29
2, 2, L, L, 2:29
2, 3, L, L, 2:29
2, 4, M, M, 2:29
2, 5, M, M, 2:29
2, 6, M, M, 2:29
2, 7, L, L, 2:29
2, 8, M, M, 2:29
2, 9, M, M, 2:29
2, 10, L, M, 2:29
2, 11, L, L, 2:29
2, 12, L, L, 2:29
2, 13, L, L, 2:29
2, 14, M, M, 2:29
2, 15, M, M, 2:29
2, 16, L, M, 2:29
2, 17, L, L, 2:29
2, 18, L, L, 2:29
2, 19, L, L, 2:29
2, 20, L, L, 2:29
2, 21, L, L, 2:29
2, 22, L, L, 2:29
2, 23, M, M, 2:29
2, 24, M, M, 2:29
3, 0, M, M, 2:30
3, 1, M, M, 2:30
3, 2, M, M, 2:30
3, 3, M, L, 2:30
3, 4, M, M, 2:30
3, 5, M, M, 2:30
3, 6, M, M, 2:30
3, 7, L, M, 2:30
4, 0, M, L, 2:28
4, 1, H, L, 2:28
4, 2, H, L, 2:28
4, 3, H, L, 2:28
4, 4, H, H, 2:28
4, 5, H, H, 2:28
4, 6, H, H, 2:28
4, 7, L, H, 2:28
4, 8, L, L, 2:28
4, 9, L, L, 2:28
4, 10, M, H, 2:28
4, 11, M, H, 2:28
4, 12, L, H, 2:28
4, 13, M, M, 2:28
4, 14, H, H, 2:28
4, 15, H, H, 2:28
4, 16, H, H, 2:28
4, 17, M, H, 2:28
4, 18, M, H, 2:28
5, 0, M, H, 2:28
5, 1, M, H, 2:28
5, 2, L, H, 2:28
5, 3, L, L, 2:28
5, 4, L, L, 2:28
5, 5, L, L, 2:28
5, 6, H, H, 2:28
5, 7, H, H, 2:28
5, 8, H, H, 2:28
5, 9, H, H, 2:28
5, 10, H, H, 2:28
5, 11, M, H, 2:28
5, 12, L, L, 2:28
5, 13, L, L, 2:28
5, 14, L, L, 2:28
6, 0, M, M, 2:28
6, 1, M, M, 2:28
6, 2, L, L, 2:28
6, 3, L, L, 2:28
6, 4, L, L, 2:28
6, 5, M, M, 2:28
6, 6, M, M, 2:28
7, 0, M, H, 2:32
7, 1, M, H, 2:32
7, 2, M, H, 2:32
7, 3, L, H, 2:32
7, 4, M, H, 2:32
7, 5, M, H, 2:32
7, 6, M, H, 2:32
7, 7, L, H, 2:32
7, 8, M, H, 2:32
7, 9, M, H, 2:32
7, 10, M, H, 2:32
7, 11, M, L, 2:32
8, 0, L, H, 2:28
8, 1, L, L, 2:28
8, 2, L, H, 2:28
8, 3, L, L, 2:28
8, 4, L, L, 2:28
8, 5, L, L, 2:28
8, 6, L, L, 2:28
