#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 8:28
0, 1, L, L, 8:28
0, 2, M, M, 8:28
0, 3, L, L, 8:28
0, 4, M, M, 8:28
0, 5, M, M, 8:28
0, 6, L, L, 8:28
0, 7, L, L, 8:28
0, 8, L, L, 8:28
0, 9, L, L, 8:28
0, 10, L, H, 8:28
0, 11, M, H, 8:28
0, 12, L, H, 8:28
0, 13, L, H, 8:28
0, 14, H, H, 8:28
0, 15, H, H, 8:28
0, 16, H, H, 8:28
0, 17, H, H, 8:28
0, 18, H, H, 8:28
0, 19, H, H, 8:28
0, 20, H, H, 8:28
0, 21, H, H, 8:28
0, 22, H, H, 8:28
0, 23, H, H, 8:28
0, 24, H, H, 8:28
0, 25, H, H, 8:28
0, 26, H, H, 8:28
0, 27, L, H, 8:28
0, 28, M, H, 8:28
0, 29, L, L, 8:28
0, 30, L, L, 8:28
0, 31, M, L, 8:28
0, 32, L, H, 8:28
0, 33, L, H, 8:28
0, 34, L, L, 8:28
0, 35, L, L, 8:28
0, 36, L, L, 8:28
1, 0, M, M, 8:28
1, 1, L, L, 8:28
1, 2, L, M, 8:28
1, 3, L, M, 8:28
1, 4, L, L, 8:28
1, 5, L, L, 8:28
1, 6, M, M, 8:28
1, 7, M, M, 8:28
1, 8, L, L, 8:28
1, 9, L, L, 8:28
1, 10, L, L, 8:28
1, 11, M, M, 8:28
2, 0, M, M, 8:28
2, 1, M, M, 8:28
2, 2, L, L, 8:28
2, 3, L, L, 8:28
2, 4, M, M, 8:28
2, 5, M, M, 8:28
2, 6, L, M, 8:28
2, 7, L, M, 8:28
2, 8, L, L, 8:28
2, 9, L, L, 8:28
2, 10, L, L, 8:28
2, 11, L, L, 8:28
2, 12, L, L, 8:28
2, 13, L, L, 8:28
2, 14, M, M, 8:28
2, 15, M, M, 8:28
2, 16, L, L, 8:28
2, 17, L, L, 8:28
2, 18, L, L, 8:28
2, 19, L, L, 8:28
2, 20, L, L, 8:28
2, 21, L, L, 8:28
2, 22, L, L, 8:28
2, 23, M, M, 8:28
2, 24, M, M, 8:28
3, 0, M, M, 8:28
3, 1, M, M, 8:28
3, 2, M, M, 8:28
3, 3, M, M, 8:28
3, 4, M, M, 8:28
3, 5, M, M, 8:28
3, 6, M, M, 8:28
3, 7, L, M, 8:28
4, 0, L, L, 8:31
4, 1, L, L, 8:31
4, 2, L, L, 8:31
4, 3, L, L, 8:31
4, 4, M, H, 8:31
4, 5, M, H, 8:31
4, 6, M, H, 8:31
4, 7, L, H, 8:31
4, 8, M, L, 8:31
4, 9, L, L, 8:31
4, 10, M, M, 8:31
4, 11, L, L, 8:31
4, 12, L, L, 8:31
4, 13, L, L, 8:31
4, 14, L, H, 8:31
4, 15, L, H, 8:31
4, 16, M, H, 8:31
4, 17, L, H, 8:31
4, 18, L, H, 8:31
5, 0, M, H, 8:32
5, 1, M, H, 8:32
5, 2, L, H, 8:32
5, 3, L, L, 8:32
5, 4, L, L, 8:32
5, 5, L, L, 8:32
5, 6, H, L, 8:32
5, 7, H, L, 8:32
5, 8, H, M, 8:32
5, 9, H, M, 8:32
5, 10, H, L, 8:32
5, 11, M, L, 8:32
5, 12, L, L, 8:32
5, 13, L, L, 8:32
5, 14, L, L, 8:32
6, 0, H, M, 8:32
6, 1, M, M, 8:32
6, 2, M, L, 8:32
6, 3, L, L, 8:32
6, 4, L, L, 8:32
6, 5, M, M, 8:32
6, 6, M, M, 8:32
7, 0, M, H, 8:31
7, 1, M, M, 8:31
7, 2, M, M, 8:31
7, 3, L, M, 8:31
7, 4, M, M, 8:31
7, 5, M, M, 8:31
7, 6, M, M, 8:31
7, 7, L, M, 8:31
7, 8, M, M, 8:31
7, 9, M, H, 8:31
7, 10, M, H, 8:31
7, 11, M, L, 8:31
8, 0, L, L, 8:31
8, 1, L, L, 8:31
8, 2, L, L, 8:31
8, 3, L, L, 8:31
8, 4, L, L, 8:31
8, 5, L, L, 8:31
8, 6, L, L, 8:31
