#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 2:22
0, 1, L, L, 2:22
0, 2, M, M, 2:22
0, 3, L, L, 2:22
0, 4, M, L, 2:22
0, 5, L, L, 2:22
0, 6, M, L, 2:22
0, 7, L, L, 2:22
0, 8, H, L, 2:22
0, 9, H, L, 2:22
0, 10, H, M, 2:22
0, 11, H, H, 2:22
0, 12, H, H, 2:22
0, 13, H, H, 2:22
0, 14, H, H, 2:22
0, 15, H, H, 2:22
0, 16, H, H, 2:22
0, 17, M, H, 2:22
0, 18, L, L, 2:22
0, 19, H, H, 2:22
0, 20, H, H, 2:22
0, 21, H, H, 2:22
0, 22, H, H, 2:22
0, 23, L, H, 2:22
0, 24, L, H, 2:22
0, 25, L, H, 2:22
0, 26, H, H, 2:22
0, 27, H, H, 2:22
0, 28, H, H, 2:22
0, 29, H, H, 2:22
0, 30, H, L, 2:22
0, 31, H, L, 2:22
0, 32, L, M, 2:22
0, 33, L, M, 2:22
0, 34, L, L, 2:22
0, 35, L, L, 2:22
0, 36, L, L, 2:22
1, 0, L, L, 2:15
1, 1, L, L, 2:15
1, 2, L, L, 2:15
1, 3, L, L, 2:15
1, 4, L, L, 2:15
1, 5, M, L, 2:15
1, 6, M, M, 2:15
1, 7, M, M, 2:15
1, 8, L, L, 2:15
1, 9, L, L, 2:15
1, 10, L, L, 2:15
1, 11, M, M, 2:15
2, 0, M, M, 2:15
2, 1, M, L, 2:15
2, 2, L, L, 2:15
2, 3, L, L, 2:15
2, 4, L, M, 2:15
2, 5, L, L, 2:15
2, 6, M, M, 2:15
2, 7, L, M, 2:15
2, 8, L, L, 2:15
2, 9, M, M, 2:15
2, 10, L, L, 2:15
2, 11, L, L, 2:15
2, 12, L, L, 2:15
2, 13, L, L, 2:15
2, 14, M, M, 2:15
2, 15, M, M, 2:15
2, 16, L, L, 2:15
2, 17, L, L, 2:15
2, 18, M, M, 2:15
2, 19, L, L, 2:15
2, 20, L, L, 2:15
2, 21, M, M, 2:15
2, 22, M, L, 2:15
2, 23, M, L, 2:15
2, 24, M, M, 2:15
3, 0, M, M, 2:16
3, 1, M, M, 2:16
3, 2, M, M, 2:16
3, 3, M, M, 2:16
3, 4, M, L, 2:16
3, 5, M, M, 2:16
3, 6, L, L, 2:16
3, 7, L, M, 2:16
4, 0, H, L, 2:16
4, 1, H, L, 2:16
4, 2, H, L, 2:16
4, 3, H, L, 2:16
4, 4, H, L, 2:16
4, 5, H, H, 2:16
4, 6, L, H, 2:16
4, 7, M, H, 2:16
4, 8, L, L, 2:16
4, 9, L, L, 2:16
4, 10, H, M, 2:16
4, 11, H, M, 2:16
4, 12, H, L, 2:16
4, 13, H, L, 2:16
4, 14, H, L, 2:16
4, 15, H, M, 2:16
4, 16, H, H, 2:16
4, 17, L, H, 2:16
4, 18, M, M, 2:16
5, 0, M, M, 2:12
5, 1, M, M, 2:12
5, 2, M, M, 2:12
5, 3, L, L, 2:12
5, 4, L, L, 2:12
5, 5, L, L, 2:12
5, 6, M, L, 2:12
5, 7, M, L, 2:12
5, 8, M, M, 2:12
5, 9, M, M, 2:12
5, 10, M, M, 2:12
5, 11, L, M, 2:12
5, 12, L, M, 2:12
5, 13, L, L, 2:12
5, 14, L, L, 2:12
6, 0, L, L, 2:12
6, 1, L, L, 2:12
6, 2, L, L, 2:12
6, 3, L, L, 2:12
6, 4, L, L, 2:12
6, 5, M, L, 2:12
6, 6, L, M, 2:12
7, 0, M, M, 2:16
7, 1, M, M, 2:16
7, 2, M, L, 2:16
7, 3, L, L, 2:16
7, 4, M, L, 2:16
7, 5, M, M, 2:16
7, 6, M, M, 2:16
7, 7, L, L, 2:16
7, 8, L, L, 2:16
7, 9, L, M, 2:16
7, 10, L, M, 2:16
7, 11, L, M, 2:16
8, 0, L, H, 2:27
8, 1, L, L, 2:27
8, 2, L, L, 2:27
8, 3, L, L, 2:27
8, 4, L, L, 2:27
8, 5, L, L, 2:27
8, 6, L, L, 2:27
