#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 8:46
0, 1, L, L, 8:46
0, 2, L, L, 8:46
0, 3, L, L, 8:46
0, 4, L, L, 8:46
0, 5, L, L, 8:46
0, 6, L, L, 8:46
0, 7, L, L, 8:46
0, 8, L, L, 8:46
0, 9, L, L, 8:46
0, 10, L, M, 8:46
0, 11, L, M, 8:46
0, 12, H, L, 8:46
0, 13, H, L, 8:46
0, 14, H, L, 8:46
0, 15, H, L, 8:46
0, 16, H, L, 8:46
0, 17, H, L, 8:46
0, 18, L, L, 8:46
0, 19, H, L, 8:46
0, 20, H, H, 8:46
0, 21, H, H, 8:46
0, 22, H, H, 8:46
0, 23, H, H, 8:46
0, 24, H, H, 8:46
0, 25, H, H, 8:46
0, 26, H, H, 8:46
0, 27, L, H, 8:46
0, 28, M, H, 8:46
0, 29, L, L, 8:46
0, 30, L, L, 8:46
0, 31, L, L, 8:46
0, 32, L, H, 8:46
0, 33, L, H, 8:46
0, 34, L, L, 8:46
0, 35, L, L, 8:46
0, 36, L, L, 8:46
1, 0, L, L, 8:46
1, 1, L, L, 8:46
1, 2, L, L, 8:46
1, 3, L, L, 8:46
1, 4, H, L, 8:46
1, 5, H, L, 8:46
1, 6, H, M, 8:46
1, 7, H, M, 8:46
1, 8, L, L, 8:46
1, 9, L, L, 8:46
1, 10, L, L, 8:46
1, 11, M, M, 8:46
2, 0, M, M, 8:46
2, 1, M, L, 8:46
2, 2, L, L, 8:46
2, 3, L, L, 8:46
2, 4, L, L, 8:46
2, 5, L, L, 8:46
2, 6, M, M, 8:46
2, 7, L, L, 8:46
2, 8, L, L, 8:46
2, 9, M, M, 8:46
2, 10, L, L, 8:46
2, 11, L, L, 8:46
2, 12, L, L, 8:46
2, 13, L, L, 8:46
2, 14, M, M, 8:46
2, 15, M, M, 8:46
2, 16, L, L, 8:46
2, 17, L, L, 8:46
2, 18, M, M, 8:46
2, 19, L, L, 8:46
2, 20, L, L, 8:46
2, 21, M, M, 8:46
2, 22, L, L, 8:46
2, 23, M, L, 8:46
2, 24, M, M, 8:46
3, 0, M, M, 8:46
3, 1, M, M, 8:46
3, 2, M, L, 8:46
3, 3, M, M, 8:46
3, 4, M, L, 8:46
3, 5, M, M, 8:46
3, 6, L, L, 8:46
3, 7, L, M, 8:46
4, 0, M, L, 8:47
4, 1, M, L, 8:47
4, 2, L, L, 8:47
4, 3, L, L, 8:47
4, 4, M, L, 8:47
4, 5, M, M, 8:47
4, 6, L, M, 8:47
4, 7, M, L, 8:47
4, 8, L, L, 8:47
4, 9, L, L, 8:47
4, 10, H, M, 8:47
4, 11, H, M, 8:47
4, 12, H, L, 8:47
4, 13, H, L, 8:47
4, 14, H, L, 8:47
4, 15, H, M, 8:47
4, 16, H, H, 8:47
4, 17, M, M, 8:47
4, 18, M, L, 8:47
5, 0, M, M, 8:47
5, 1, M, M, 8:47
5, 2, M, M, 8:47
5, 3, L, L, 8:47
5, 4, L, L, 8:47
5, 5, L, L, 8:47
5, 6, M, M, 8:47
5, 7, L, M, 8:47
5, 8, M, M, 8:47
5, 9, H, M, 8:47
5, 10, H, H, 8:47
5, 11, L, H, 8:47
5, 12, L, H, 8:47
5, 13, L, H, 8:47
5, 14, L, H, 8:47
6, 0, L, H, 8:47
6, 1, L, H, 8:47
6, 2, L, M, 8:47
6, 3, L, L, 8:47
6, 4, L, L, 8:47
6, 5, M, L, 8:47
6, 6, L, M, 8:47
7, 0, M, M, 8:47
7, 1, M, M, 8:47
7, 2, M, L, 8:47
7, 3, L, L, 8:47
7, 4, L, L, 8:47
7, 5, L, H, 8:47
7, 6, L, H, 8:47
7, 7, L, L, 8:47
7, 8, L, L, 8:47
7, 9, L, M, 8:47
7, 10, L, M, 8:47
7, 11, L, M, 8:47
8, 0, L, H, 8:47
8, 1, L, L, 8:47
8, 2, L, L, 8:47
8, 3, L, L, 8:47
8, 4, L, L, 8:47
8, 5, L, L, 8:47
8, 6, L, L, 8:47
