#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 2:29
0, 1, L, L, 2:29
0, 2, M, M, 2:29
0, 3, L, L, 2:29
0, 4, L, L, 2:29
0, 5, L, L, 2:29
0, 6, L, L, 2:29
0, 7, H, L, 2:29
0, 8, H, L, 2:29
0, 9, H, L, 2:29
0, 10, H, M, 2:29
0, 11, H, M, 2:29
0, 12, L, L, 2:29
0, 13, L, L, 2:29
0, 14, L, L, 2:29
0, 15, H, L, 2:29
0, 16, H, L, 2:29
0, 17, H, L, 2:29
0, 18, L, L, 2:29
0, 19, L, H, 2:29
0, 20, H, H, 2:29
0, 21, H, H, 2:29
0, 22, M, H, 2:29
0, 23, M, H, 2:29
0, 24, H, M, 2:29
0, 25, H, L, 2:29
0, 26, H, M, 2:29
0, 27, H, L, 2:29
0, 28, H, M, 2:29
0, 29, H, L, 2:29
0, 30, H, L, 2:29
0, 31, H, M, 2:29
0, 32, H, H, 2:29
0, 33, L, H, 2:29
0, 34, L, H, 2:29
0, 35, L, L, 2:29
0, 36, L, L, 2:29
1, 0, L, L, 2:24
1, 1, L, L, 2:24
1, 2, L, L, 2:24
1, 3, L, L, 2:24
1, 4, L, L, 2:24
1, 5, L, L, 2:24
1, 6, M, M, 2:24
1, 7, M, M, 2:24
1, 8, L, L, 2:24
1, 9, L, L, 2:24
1, 10, L, L, 2:24
1, 11, M, M, 2:24
2, 0, M, M, 2:24
2, 1, M, M, 2:24
2, 2, L, L, 2:24
2, 3, L, L, 2:24
2, 4, M, M, 2:24
2, 5, M, M, 2:24
2, 6, M, M, 2:24
2, 7, M, M, 2:24
2, 8, M, M, 2:24
2, 9, L, L, 2:24
2, 10, L, L, 2:24
2, 11, M, M, 2:24
2, 12, L, M, 2:24
2, 13, L, L, 2:24
2, 14, M, L, 2:24
2, 15, M, M, 2:24
2, 16, M, M, 2:24
2, 17, L, L, 2:24
2, 18, M, M, 2:24
2, 19, L, L, 2:24
2, 20, M, M, 2:24
2, 21, L, L, 2:24
2, 22, L, L, 2:24
2, 23, M, L, 2:24
2, 24, M, M, 2:24
3, 0, L, M, 2:25
3, 1, M, M, 2:25
3, 2, M, M, 2:25
3, 3, M, L, 2:25
3, 4, M, L, 2:25
3, 5, M, M, 2:25
3, 6, L, M, 2:25
3, 7, L, M, 2:25
4, 0, L, L, 2:25
4, 1, L, L, 2:25
4, 2, M, L, 2:25
4, 3, L, L, 2:25
4, 4, M, L, 2:25
4, 5, M, M, 2:25
4, 6, L, M, 2:25
4, 7, L, L, 2:25
4, 8, L, L, 2:25
4, 9, L, L, 2:25
4, 10, H, M, 2:25
4, 11, H, M, 2:25
4, 12, H, L, 2:25
4, 13, L, L, 2:25
4, 14, M, L, 2:25
4, 15, M, M, 2:25
4, 16, M, M, 2:25
4, 17, L, L, 2:25
4, 18, L, L, 2:25
5, 0, M, M, 2:25
5, 1, M, M, 2:25
5, 2, L, M, 2:25
5, 3, L, L, 2:25
5, 4, M, M, 2:25
5, 5, L, L, 2:25
5, 6, H, L, 2:25
5, 7, H, L, 2:25
5, 8, H, L, 2:25
5, 9, H, H, 2:25
5, 10, M, H, 2:25
5, 11, L, H, 2:25
5, 12, L, L, 2:25
5, 13, L, L, 2:25
5, 14, M, L, 2:25
6, 0, L, L, 2:25
6, 1, M, L, 2:25
6, 2, L, L, 2:25
6, 3, L, L, 2:25
6, 4, L, L, 2:25
6, 5, M, M, 2:25
6, 6, M, M, 2:25
7, 0, M, M, 2:25
7, 1, M, M, 2:25
7, 2, L, L, 2:25
7, 3, L, L, 2:25
7, 4, L, L, 2:25
7, 5, L, L, 2:25
7, 6, M, M, 2:25
7, 7, L, M, 2:25
7, 8, L, L, 2:25
7, 9, M, M, 2:25
7, 10, M, M, 2:25
7, 11, L, L, 2:25
8, 0, L, H, 2:25
8, 1, L, L, 2:25
8, 2, L, L, 2:25
8, 3, L, L, 2:25
8, 4, L, M, 2:25
8, 5, L, H, 2:25
8, 6, L, M, 2:25
