#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 11:16
0, 1, L, L, 11:16
0, 2, L, L, 11:16
0, 3, L, L, 11:16
0, 4, M, L, 11:16
0, 5, L, L, 11:16
0, 6, L, L, 11:16
0, 7, L, L, 11:16
0, 8, H, L, 11:16
0, 9, H, L, 11:16
0, 10, H, L, 11:16
0, 11, H, M, 11:16
0, 12, H, H, 11:16
0, 13, H, H, 11:16
0, 14, H, H, 11:16
0, 15, H, H, 11:16
0, 16, H, H, 11:16
0, 17, L, M, 11:16
0, 18, L, L, 11:16
0, 19, H, M, 11:16
0, 20, H, L, 11:16
0, 21, H, L, 11:16
0, 22, H, L, 11:16
0, 23, H, H, 11:16
0, 24, H, H, 11:16
0, 25, H, H, 11:16
0, 26, H, H, 11:16
0, 27, H, L, 11:16
0, 28, H, M, 11:16
0, 29, H, L, 11:16
0, 30, H, L, 11:16
0, 31, H, L, 11:16
0, 32, M, H, 11:16
0, 33, M, H, 11:16
0, 34, L, L, 11:16
0, 35, L, L, 11:16
0, 36, L, L, 11:16
1, 0, L, L, 11:17
1, 1, L, L, 11:17
1, 2, L, L, 11:17
1, 3, L, L, 11:17
1, 4, L, L, 11:17
1, 5, L, L, 11:17
1, 6, M, M, 11:17
1, 7, M, M, 11:17
1, 8, L, L, 11:17
1, 9, L, L, 11:17
1, 10, L, L, 11:17
1, 11, M, L, 11:17
2, 0, M, M, 11:15
2, 1, L, L, 11:15
2, 2, L, L, 11:15
2, 3, L, L, 11:15
2, 4, M, M, 11:15
2, 5, M, M, 11:15
2, 6, M, M, 11:15
2, 7, L, L, 11:15
2, 8, L, L, 11:15
2, 9, L, L, 11:15
2, 10, L, L, 11:15
2, 11, L, L, 11:15
2, 12, L, L, 11:15
2, 13, L, L, 11:15
2, 14, M, L, 11:15
2, 15, M, M, 11:15
2, 16, L, M, 11:15
2, 17, L, L, 11:15
2, 18, L, L, 11:15
2, 19, L, L, 11:15
2, 20, L, L, 11:15
2, 21, L, L, 11:15
2, 22, M, L, 11:15
2, 23, M, L, 11:15
2, 24, M, L, 11:15
3, 0, L, L, 11:11
3, 1, M, M, 11:11
3, 2, M, M, 11:11
3, 3, M, L, 11:11
3, 4, M, L, 11:11
3, 5, M, M, 11:11
3, 6, L, L, 11:11
3, 7, L, M, 11:11
4, 0, L, L, 11:15
4, 1, L, L, 11:15
4, 2, M, L, 11:15
4, 3, L, L, 11:15
4, 4, M, H, 11:15
4, 5, M, H, 11:15
4, 6, L, H, 11:15
4, 7, L, H, 11:15
4, 8, L, L, 11:15
4, 9, L, L, 11:15
4, 10, M, M, 11:15
4, 11, M, M, 11:15
4, 12, L, L, 11:15
4, 13, L, L, 11:15
4, 14, H, L, 11:15
4, 15, H, L, 11:15
4, 16, H, H, 11:15
4, 17, M, H, 11:15
4, 18, L, H, 11:15
5, 0, M, M, 11:15
5, 1, M, M, 11:15
5, 2, L, M, 11:15
5, 3, L, L, 11:15
5, 4, L, L, 11:15
5, 5, L, L, 11:15
5, 6, L, L, 11:15
5, 7, L, L, 11:15
5, 8, H, H, 11:15
5, 9, H, H, 11:15
5, 10, H, H, 11:15
5, 11, M, H, 11:15
5, 12, L, L, 11:15
5, 13, L, L, 11:15
5, 14, L, L, 11:15
6, 0, L, L, 11:14
6, 1, M, L, 11:14
6, 2, L, L, 11:14
6, 3, L, L, 11:14
6, 4, L, L, 11:14
6, 5, L, L, 11:14
6, 6, L, L, 11:14
7, 0, L, L, 11:13
7, 1, M, M, 11:13
7, 2, L, L, 11:13
7, 3, L, L, 11:13
7, 4, L, L, 11:13
7, 5, L, L, 11:13
7, 6, M, M, 11:13
7, 7, L, L, 11:13
7, 8, L, L, 11:13
7, 9, L, M, 11:13
7, 10, L, M, 11:13
7, 11, L, M, 11:13
8, 0, L, H, 11:06
8, 1, L, L, 11:06
8, 2, L, H, 11:06
8, 3, L, L, 11:06
8, 4, H, M, 11:06
8, 5, L, H, 11:06
8, 6, L, L, 11:06
