#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 4:45
0, 1, L, L, 4:45
0, 2, L, L, 4:45
0, 3, L, L, 4:45
0, 4, M, M, 4:45
0, 5, M, M, 4:45
0, 6, L, L, 4:45
0, 7, L, L, 4:45
0, 8, L, L, 4:45
0, 9, L, L, 4:45
0, 10, M, M, 4:45
0, 11, M, H, 4:45
0, 12, M, H, 4:45
0, 13, L, H, 4:45
0, 14, L, H, 4:45
0, 15, M, H, 4:45
0, 16, L, H, 4:45
0, 17, L, H, 4:45
0, 18, L, H, 4:45
0, 19, H, H, 4:45
0, 20, L, H, 4:45
0, 21, L, H, 4:45
0, 22, M, H, 4:45
0, 23, H, H, 4:45
0, 24, H, H, 4:45
0, 25, H, H, 4:45
0, 26, H, H, 4:45
0, 27, L, H, 4:45
0, 28, L, L, 4:45
0, 29, M, L, 4:45
0, 30, L, L, 4:45
0, 31, L, L, 4:45
0, 32, L, H, 4:45
0, 33, L, H, 4:45
0, 34, L, L, 4:45
0, 35, L, L, 4:45
0, 36, L, L, 4:45
1, 0, L, M, 4:45
1, 1, L, L, 4:45
1, 2, L, L, 4:45
1, 3, L, L, 4:45
1, 4, L, L, 4:45
1, 5, L, L, 4:45
1, 6, M, M, 4:45
1, 7, M, M, 4:45
1, 8, L, L, 4:45
1, 9, L, L, 4:45
1, 10, L, L, 4:45
1, 11, L, L, 4:45
2, 0, M, M, 4:45
2, 1, L, L, 4:45
2, 2, L, L, 4:45
2, 3, L, L, 4:45
2, 4, M, M, 4:45
2, 5, M, M, 4:45
2, 6, M, M, 4:45
2, 7, L, L, 4:45
2, 8, M, M, 4:45
2, 9, L, L, 4:45
2, 10, L, L, 4:45
2, 11, M, M, 4:45
2, 12, M, M, 4:45
2, 13, L, L, 4:45
2, 14, L, L, 4:45
2, 15, M, M, 4:45
2, 16, L, L, 4:45
2, 17, L, L, 4:45
2, 18, M, M, 4:45
2, 19, L, L, 4:45
2, 20, L, L, 4:45
2, 21, L, M, 4:45
2, 22, M, L, 4:45
2, 23, M, L, 4:45
2, 24, M, L, 4:45
3, 0, L, M, 4:45
3, 1, M, M, 4:45
3, 2, M, M, 4:45
3, 3, L, M, 4:45
3, 4, L, L, 4:45
3, 5, M, M, 4:45
3, 6, L, L, 4:45
3, 7, L, M, 4:45
4, 0, L, L, 4:45
4, 1, L, L, 4:45
4, 2, M, L, 4:45
4, 3, M, M, 4:45
4, 4, L, M, 4:45
4, 5, M, H, 4:45
4, 6, L, H, 4:45
4, 7, L, H, 4:45
4, 8, L, L, 4:45
4, 9, M, L, 4:45
4, 10, M, M, 4:45
4, 11, M, M, 4:45
4, 12, M, M, 4:45
4, 13, L, L, 4:45
4, 14, H, L, 4:45
4, 15, H, M, 4:45
4, 16, H, H, 4:45
4, 17, M, H, 4:45
4, 18, M, H, 4:45
5, 0, L, L, 4:45
5, 1, L, L, 4:45
5, 2, L, L, 4:45
5, 3, L, L, 4:45
5, 4, L, L, 4:45
5, 5, L, L, 4:45
5, 6, L, L, 4:45
5, 7, L, L, 4:45
5, 8, M, M, 4:45
5, 9, M, M, 4:45
5, 10, M, L, 4:45
5, 11, M, M, 4:45
5, 12, L, L, 4:45
5, 13, L, L, 4:45
5, 14, L, L, 4:45
6, 0, M, L, 4:45
6, 1, M, M, 4:45
6, 2, M, L, 4:45
6, 3, L, L, 4:45
6, 4, L, L, 4:45
6, 5, M, M, 4:45
6, 6, L, L, 4:45
7, 0, M, M, 4:45
7, 1, M, L, 4:45
7, 2, L, L, 4:45
7, 3, M, M, 4:45
7, 4, L, L, 4:45
7, 5, L, L, 4:45
7, 6, M, M, 4:45
7, 7, L, L, 4:45
7, 8, L, L, 4:45
7, 9, L, H, 4:45
7, 10, M, H, 4:45
7, 11, L, H, 4:45
8, 0, L, H, 4:45
8, 1, L, L, 4:45
8, 2, H, L, 4:45
8, 3, H, L, 4:45
8, 4, L, L, 4:45
8, 5, H, L, 4:45
8, 6, L, L, 4:45
