#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 11:19
0, 1, L, L, 11:19
0, 2, L, L, 11:19
0, 3, L, L, 11:19
0, 4, L, L, 11:19
0, 5, L, L, 11:19
0, 6, L, L, 11:19
0, 7, L, L, 11:19
0, 8, L, L, 11:19
0, 9, L, L, 11:19
0, 10, L, M, 11:19
0, 11, M, H, 11:19
0, 12, L, H, 11:19
0, 13, H, H, 11:19
0, 14, H, H, 11:19
0, 15, H, H, 11:19
0, 16, H, H, 11:19
0, 17, L, L, 11:19
0, 18, L, L, 11:19
0, 19, L, L, 11:19
0, 20, L, L, 11:19
0, 21, L, L, 11:19
0, 22, M, L, 11:19
0, 23, L, M, 11:19
0, 24, L, M, 11:19
0, 25, L, L, 11:19
0, 26, L, L, 11:19
0, 27, H, L, 11:19
0, 28, H, L, 11:19
0, 29, H, L, 11:19
0, 30, L, L, 11:19
0, 31, L, L, 11:19
0, 32, L, M, 11:19
0, 33, L, M, 11:19
0, 34, L, L, 11:19
0, 35, L, L, 11:19
0, 36, L, L, 11:19
1, 0, L, L, 11:19
1, 1, L, L, 11:19
1, 2, L, L, 11:19
1, 3, L, L, 11:19
1, 4, L, L, 11:19
1, 5, L, L, 11:19
1, 6, M, M, 11:19
1, 7, M, M, 11:19
1, 8, L, L, 11:19
1, 9, L, L, 11:19
1, 10, L, L, 11:19
1, 11, L, L, 11:19
2, 0, M, M, 11:19
2, 1, L, L, 11:19
2, 2, L, L, 11:19
2, 3, L, L, 11:19
2, 4, M, M, 11:19
2, 5, M, M, 11:19
2, 6, M, M, 11:19
2, 7, L, L, 11:19
2, 8, L, L, 11:19
2, 9, L, L, 11:19
2, 10, L, L, 11:19
2, 11, M, L, 11:19
2, 12, M, L, 11:19
2, 13, L, L, 11:19
2, 14, L, L, 11:19
2, 15, M, M, 11:19
2, 16, L, L, 11:19
2, 17, L, L, 11:19
2, 18, L, L, 11:19
2, 19, L, L, 11:19
2, 20, L, L, 11:19
2, 21, L, L, 11:19
2, 22, M, L, 11:19
2, 23, M, L, 11:19
2, 24, M, L, 11:19
3, 0, L, L, 11:19
3, 1, M, L, 11:19
3, 2, M, L, 11:19
3, 3, L, L, 11:19
3, 4, L, L, 11:19
3, 5, M, L, 11:19
3, 6, L, L, 11:19
3, 7, L, L, 11:19
4, 0, L, L, 11:19
4, 1, L, L, 11:19
4, 2, M, L, 11:19
4, 3, M, M, 11:19
4, 4, L, M, 11:19
4, 5, M, H, 11:19
4, 6, L, H, 11:19
4, 7, L, H, 11:19
4, 8, H, L, 11:19
4, 9, H, L, 11:19
4, 10, H, M, 11:19
4, 11, L, L, 11:19
4, 12, L, L, 11:19
4, 13, L, L, 11:19
4, 14, H, L, 11:19
4, 15, H, H, 11:19
4, 16, H, H, 11:19
4, 17, L, H, 11:19
4, 18, M, L, 11:19
5, 0, L, L, 11:19
5, 1, L, L, 11:19
5, 2, L, L, 11:19
5, 3, L, L, 11:19
5, 4, L, L, 11:19
5, 5, L, L, 11:19
5, 6, L, L, 11:19
5, 7, L, L, 11:19
5, 8, M, M, 11:19
5, 9, M, M, 11:19
5, 10, L, L, 11:19
5, 11, L, L, 11:19
5, 12, L, L, 11:19
5, 13, L, L, 11:19
5, 14, L, L, 11:19
6, 0, L, H, 11:19
6, 1, L, H, 11:19
6, 2, L, H, 11:19
6, 3, L, L, 11:19
6, 4, L, L, 11:19
6, 5, L, L, 11:19
6, 6, L, L, 11:19
7, 0, M, M, 11:19
7, 1, M, L, 11:19
7, 2, L, L, 11:19
7, 3, L, L, 11:19
7, 4, L, L, 11:19
7, 5, L, L, 11:19
7, 6, L, L, 11:19
7, 7, L, L, 11:19
7, 8, H, L, 11:19
7, 9, H, M, 11:19
7, 10, M, M, 11:19
7, 11, L, L, 11:19
8, 0, L, H, 11:19
8, 1, L, L, 11:19
8, 2, L, L, 11:19
8, 3, L, L, 11:19
8, 4, L, L, 11:19
8, 5, M, M, 11:19
8, 6, L, L, 11:19
