#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 2:00
0, 1, L, L, 2:00
0, 2, L, L, 2:00
0, 3, L, L, 2:00
0, 4, L, L, 2:00
0, 5, L, L, 2:00
0, 6, L, L, 2:00
0, 7, L, L, 2:00
0, 8, H, L, 2:00
0, 9, H, L, 2:00
0, 10, H, M, 2:00
0, 11, H, H, 2:00
0, 12, H, H, 2:00
0, 13, H, H, 2:00
0, 14, H, H, 2:00
0, 15, H, H, 2:00
0, 16, H, M, 2:00
0, 17, M, L, 2:00
0, 18, L, L, 2:00
0, 19, H, L, 2:00
0, 20, L, L, 2:00
0, 21, H, L, 2:00
0, 22, H, L, 2:00
0, 23, L, H, 2:00
0, 24, L, H, 2:00
0, 25, L, H, 2:00
0, 26, H, H, 2:00
0, 27, H, H, 2:00
0, 28, H, H, 2:00
0, 29, H, L, 2:00
0, 30, L, L, 2:00
0, 31, L, L, 2:00
0, 32, L, H, 2:00
0, 33, L, H, 2:00
0, 34, L, L, 2:00
0, 35, L, L, 2:00
0, 36, L, L, 2:00
1, 0, L, L, 1:51
1, 1, L, L, 1:51
1, 2, L, L, 1:51
1, 3, L, L, 1:51
1, 4, L, L, 1:51
1, 5, L, L, 1:51
1, 6, M, M, 1:51
1, 7, M, M, 1:51
1, 8, L, L, 1:51
1, 9, L, L, 1:51
1, 10, L, L, 1:51
1, 11, L, L, 1:51
2, 0, M, M, 1:51
2, 1, L, L, 1:51
2, 2, L, L, 1:51
2, 3, L, L, 1:51
2, 4, M, M, 1:51
2, 5, M, M, 1:51
2, 6, M, M, 1:51
2, 7, L, L, 1:51
2, 8, L, L, 1:51
2, 9, L, L, 1:51
2, 10, L, L, 1:51
2, 11, M, L, 1:51
2, 12, M, L, 1:51
2, 13, L, L, 1:51
2, 14, L, L, 1:51
2, 15, M, M, 1:51
2, 16, L, L, 1:51
2, 17, L, L, 1:51
2, 18, L, L, 1:51
2, 19, L, L, 1:51
2, 20, L, L, 1:51
2, 21, L, L, 1:51
2, 22, M, L, 1:51
2, 23, M, L, 1:51
2, 24, M, L, 1:51
3, 0, L, L, 1:51
3, 1, M, L, 1:51
3, 2, M, L, 1:51
3, 3, L, L, 1:51
3, 4, L, L, 1:51
3, 5, M, L, 1:51
3, 6, L, L, 1:51
3, 7, L, L, 1:51
4, 0, L, L, 1:51
4, 1, L, L, 1:51
4, 2, M, L, 1:51
4, 3, M, M, 1:51
4, 4, L, H, 1:51
4, 5, M, H, 1:51
4, 6, L, H, 1:51
4, 7, L, H, 1:51
4, 8, H, H, 1:51
4, 9, H, L, 1:51
4, 10, H, M, 1:51
4, 11, L, L, 1:51
4, 12, L, L, 1:51
4, 13, L, L, 1:51
4, 14, H, L, 1:51
4, 15, H, H, 1:51
4, 16, H, H, 1:51
4, 17, H, L, 1:51
4, 18, M, L, 1:51
5, 0, L, L, 1:51
5, 1, L, L, 1:51
5, 2, L, L, 1:51
5, 3, L, L, 1:51
5, 4, L, L, 1:51
5, 5, L, L, 1:51
5, 6, L, L, 1:51
5, 7, L, L, 1:51
5, 8, M, M, 1:51
5, 9, M, M, 1:51
5, 10, L, L, 1:51
5, 11, L, L, 1:51
5, 12, L, L, 1:51
5, 13, L, L, 1:51
5, 14, L, L, 1:51
6, 0, L, H, 1:51
6, 1, L, H, 1:51
6, 2, L, H, 1:51
6, 3, L, L, 1:51
6, 4, L, L, 1:51
6, 5, L, L, 1:51
6, 6, L, L, 1:51
7, 0, M, M, 1:51
7, 1, M, L, 1:51
7, 2, L, L, 1:51
7, 3, L, L, 1:51
7, 4, L, L, 1:51
7, 5, L, L, 1:51
7, 6, L, L, 1:51
7, 7, L, L, 1:51
7, 8, H, L, 1:51
7, 9, H, H, 1:51
7, 10, H, H, 1:51
7, 11, L, H, 1:51
8, 0, L, H, 1:32
8, 1, L, L, 1:32
8, 2, L, L, 1:32
8, 3, L, L, 1:32
8, 4, L, L, 1:32
8, 5, H, L, 1:32
8, 6, L, L, 1:32
