#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 9:15
0, 1, L, L, 9:15
0, 2, M, M, 9:15
0, 3, L, L, 9:15
0, 4, L, M, 9:15
0, 5, L, L, 9:15
0, 6, L, L, 9:15
0, 7, L, L, 9:15
0, 8, L, L, 9:15
0, 9, L, L, 9:15
0, 10, L, L, 9:15
0, 11, M, M, 9:15
0, 12, L, M, 9:15
0, 13, L, M, 9:15
0, 14, L, M, 9:15
0, 15, L, L, 9:15
0, 16, L, M, 9:15
0, 17, L, M, 9:15
0, 18, L, L, 9:15
0, 19, L, H, 9:15
0, 20, L, H, 9:15
0, 21, L, H, 9:15
0, 22, L, M, 9:15
0, 23, L, M, 9:15
0, 24, L, L, 9:15
0, 25, L, L, 9:15
0, 26, M, M, 9:15
0, 27, L, L, 9:15
0, 28, L, L, 9:15
0, 29, M, L, 9:15
0, 30, L, L, 9:15
0, 31, L, L, 9:15
0, 32, L, L, 9:15
0, 33, L, L, 9:15
0, 34, L, L, 9:15
0, 35, L, L, 9:15
0, 36, L, L, 9:15
1, 0, L, L, 9:16
1, 1, L, L, 9:16
1, 2, L, L, 9:16
1, 3, L, L, 9:16
1, 4, L, L, 9:16
1, 5, L, L, 9:16
1, 6, M, M, 9:16
1, 7, M, M, 9:16
1, 8, L, L, 9:16
1, 9, L, L, 9:16
1, 10, L, L, 9:16
1, 11, M, M, 9:16
2, 0, M, M, 9:16
2, 1, M, M, 9:16
2, 2, L, L, 9:16
2, 3, L, L, 9:16
2, 4, L, L, 9:16
2, 5, L, L, 9:16
2, 6, M, M, 9:16
2, 7, L, L, 9:16
2, 8, M, M, 9:16
2, 9, L, L, 9:16
2, 10, L, L, 9:16
2, 11, M, M, 9:16
2, 12, M, M, 9:16
2, 13, L, L, 9:16
2, 14, L, L, 9:16
2, 15, M, M, 9:16
2, 16, L, L, 9:16
2, 17, L, L, 9:16
2, 18, M, M, 9:16
2, 19, L, L, 9:16
2, 20, L, L, 9:16
2, 21, L, L, 9:16
2, 22, L, L, 9:16
2, 23, L, L, 9:16
2, 24, M, M, 9:16
3, 0, M, M, 9:16
3, 1, M, M, 9:16
3, 2, L, L, 9:16
3, 3, L, L, 9:16
3, 4, L, L, 9:16
3, 5, M, M, 9:16
3, 6, L, L, 9:16
3, 7, L, L, 9:16
4, 0, M, L, 9:14
4, 1, L, L, 9:14
4, 2, L, L, 9:14
4, 3, L, L, 9:14
4, 4, L, L, 9:14
4, 5, M, M, 9:14
4, 6, L, M, 9:14
4, 7, L, M, 9:14
4, 8, L, L, 9:14
4, 9, L, L, 9:14
4, 10, M, M, 9:14
4, 11, M, M, 9:14
4, 12, L, L, 9:14
4, 13, L, L, 9:14
4, 14, L, L, 9:14
4, 15, M, M, 9:14
4, 16, M, M, 9:14
4, 17, L, M, 9:14
4, 18, L, H, 9:14
5, 0, L, M, 9:14
5, 1, L, M, 9:14
5, 2, L, L, 9:14
5, 3, L, L, 9:14
5, 4, L, L, 9:14
5, 5, L, L, 9:14
5, 6, L, L, 9:14
5, 7, L, L, 9:14
5, 8, M, M, 9:14
5, 9, M, M, 9:14
5, 10, M, M, 9:14
5, 11, L, L, 9:14
5, 12, L, L, 9:14
5, 13, L, L, 9:14
5, 14, L, L, 9:14
6, 0, M, L, 9:14
6, 1, M, L, 9:14
6, 2, L, L, 9:14
6, 3, L, L, 9:14
6, 4, L, L, 9:14
6, 5, L, M, 9:14
6, 6, L, L, 9:14
7, 0, M, M, 9:14
7, 1, L, M, 9:14
7, 2, L, L, 9:14
7, 3, L, L, 9:14
7, 4, L, L, 9:14
7, 5, M, L, 9:14
7, 6, M, M, 9:14
7, 7, L, L, 9:14
7, 8, L, L, 9:14
7, 9, M, M, 9:14
7, 10, M, M, 9:14
7, 11, L, L, 9:14
8, 0, L, L, 9:07
8, 1, L, L, 9:07
8, 2, L, L, 9:07
8, 3, L, L, 9:07
8, 4, H, L, 9:07
8, 5, L, L, 9:07
8, 6, L, L, 9:07
