#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:44
0, 1, L, L, 12:44
0, 2, M, M, 12:44
0, 3, L, L, 12:44
0, 4, L, M, 12:44
0, 5, L, L, 12:44
0, 6, L, L, 12:44
0, 7, L, L, 12:44
0, 8, H, L, 12:44
0, 9, H, L, 12:44
0, 10, H, M, 12:44
0, 11, H, M, 12:44
0, 12, H, L, 12:44
0, 13, H, L, 12:44
0, 14, H, L, 12:44
0, 15, H, L, 12:44
0, 16, H, L, 12:44
0, 17, H, L, 12:44
0, 18, L, L, 12:44
0, 19, L, H, 12:44
0, 20, L, H, 12:44
0, 21, L, H, 12:44
0, 22, M, L, 12:44
0, 23, L, H, 12:44
0, 24, L, H, 12:44
0, 25, L, H, 12:44
0, 26, L, H, 12:44
0, 27, L, L, 12:44
0, 28, L, L, 12:44
0, 29, M, L, 12:44
0, 30, M, L, 12:44
0, 31, M, L, 12:44
0, 32, L, H, 12:44
0, 33, L, H, 12:44
0, 34, L, L, 12:44
0, 35, L, L, 12:44
0, 36, L, L, 12:44
1, 0, L, L, 12:16
1, 1, L, L, 12:16
1, 2, L, L, 12:16
1, 3, L, L, 12:16
1, 4, L, L, 12:16
1, 5, L, L, 12:16
1, 6, M, M, 12:16
1, 7, M, M, 12:16
1, 8, L, L, 12:16
1, 9, L, L, 12:16
1, 10, L, L, 12:16
1, 11, M, L, 12:16
2, 0, H, H, 12:17
2, 1, M, M, 12:17
2, 2, L, L, 12:17
2, 3, L, L, 12:17
2, 4, M, M, 12:17
2, 5, M, M, 12:17
2, 6, M, M, 12:17
2, 7, L, L, 12:17
2, 8, L, L, 12:17
2, 9, L, L, 12:17
2, 10, L, L, 12:17
2, 11, L, L, 12:17
2, 12, L, L, 12:17
2, 13, L, L, 12:17
2, 14, M, L, 12:17
2, 15, M, M, 12:17
2, 16, L, M, 12:17
2, 17, L, L, 12:17
2, 18, L, L, 12:17
2, 19, L, L, 12:17
2, 20, L, L, 12:17
2, 21, L, L, 12:17
2, 22, M, L, 12:17
2, 23, M, L, 12:17
2, 24, M, M, 12:17
3, 0, L, L, 12:16
3, 1, M, M, 12:16
3, 2, M, M, 12:16
3, 3, L, L, 12:16
3, 4, M, L, 12:16
3, 5, M, M, 12:16
3, 6, L, M, 12:16
3, 7, L, M, 12:16
4, 0, M, L, 12:17
4, 1, M, L, 12:17
4, 2, L, L, 12:17
4, 3, L, L, 12:17
4, 4, M, L, 12:17
4, 5, M, M, 12:17
4, 6, L, M, 12:17
4, 7, L, L, 12:17
4, 8, L, L, 12:17
4, 9, L, L, 12:17
4, 10, M, M, 12:17
4, 11, M, M, 12:17
4, 12, M, L, 12:17
4, 13, L, L, 12:17
4, 14, L, L, 12:17
4, 15, M, L, 12:17
4, 16, M, M, 12:17
4, 17, L, M, 12:17
4, 18, L, L, 12:17
5, 0, L, M, 12:34
5, 1, M, M, 12:34
5, 2, M, L, 12:34
5, 3, L, L, 12:34
5, 4, L, L, 12:34
5, 5, L, L, 12:34
5, 6, H, L, 12:34
5, 7, H, L, 12:34
5, 8, H, L, 12:34
5, 9, H, M, 12:34
5, 10, H, M, 12:34
5, 11, L, M, 12:34
5, 12, L, M, 12:34
5, 13, L, M, 12:34
5, 14, L, L, 12:34
6, 0, L, L, 12:17
6, 1, L, L, 12:17
6, 2, L, L, 12:17
6, 3, L, L, 12:17
6, 4, L, L, 12:17
6, 5, L, L, 12:17
6, 6, L, L, 12:17
7, 0, M, M, 12:17
7, 1, L, M, 12:17
7, 2, L, L, 12:17
7, 3, L, L, 12:17
7, 4, L, L, 12:17
7, 5, M, M, 12:17
7, 6, L, M, 12:17
7, 7, L, M, 12:17
7, 8, L, L, 12:17
7, 9, M, M, 12:17
7, 10, M, M, 12:17
7, 11, L, L, 12:17
8, 0, L, L, 11:42
8, 1, L, L, 11:42
8, 2, L, L, 11:42
8, 3, L, L, 11:42
8, 4, L, L, 11:42
8, 5, L, L, 11:42
8, 6, L, L, 11:42
