#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 7:44
0, 1, L, L, 7:44
0, 2, M, M, 7:44
0, 3, L, L, 7:44
0, 4, M, M, 7:44
0, 5, M, M, 7:44
0, 6, L, M, 7:44
0, 7, L, L, 7:44
0, 8, L, L, 7:44
0, 9, L, L, 7:44
0, 10, L, H, 7:44
0, 11, M, H, 7:44
0, 12, L, H, 7:44
0, 13, L, H, 7:44
0, 14, L, H, 7:44
0, 15, L, H, 7:44
0, 16, L, H, 7:44
0, 17, M, H, 7:44
0, 18, L, M, 7:44
0, 19, H, H, 7:44
0, 20, H, H, 7:44
0, 21, H, H, 7:44
0, 22, H, H, 7:44
0, 23, H, H, 7:44
0, 24, H, H, 7:44
0, 25, H, H, 7:44
0, 26, H, H, 7:44
0, 27, H, H, 7:44
0, 28, H, H, 7:44
0, 29, H, L, 7:44
0, 30, H, L, 7:44
0, 31, H, L, 7:44
0, 32, H, H, 7:44
0, 33, L, H, 7:44
0, 34, L, L, 7:44
0, 35, L, L, 7:44
0, 36, L, L, 7:44
1, 0, L, L, 7:44
1, 1, L, L, 7:44
1, 2, L, L, 7:44
1, 3, L, L, 7:44
1, 4, L, L, 7:44
1, 5, L, L, 7:44
1, 6, M, M, 7:44
1, 7, M, M, 7:44
1, 8, L, L, 7:44
1, 9, L, L, 7:44
1, 10, L, L, 7:44
1, 11, M, M, 7:44
2, 0, M, M, 7:44
2, 1, M, M, 7:44
2, 2, L, L, 7:44
2, 3, L, L, 7:44
2, 4, M, M, 7:44
2, 5, M, M, 7:44
2, 6, M, M, 7:44
2, 7, L, M, 7:44
2, 8, M, M, 7:44
2, 9, L, L, 7:44
2, 10, L, L, 7:44
2, 11, M, M, 7:44
2, 12, M, M, 7:44
2, 13, L, M, 7:44
2, 14, M, L, 7:44
2, 15, M, M, 7:44
2, 16, L, L, 7:44
2, 17, M, M, 7:44
2, 18, M, M, 7:44
2, 19, L, L, 7:44
2, 20, L, L, 7:44
2, 21, L, L, 7:44
2, 22, M, L, 7:44
2, 23, M, L, 7:44
2, 24, M, M, 7:44
3, 0, M, M, 7:44
3, 1, M, M, 7:44
3, 2, M, M, 7:44
3, 3, M, L, 7:44
3, 4, M, L, 7:44
3, 5, M, M, 7:44
3, 6, L, M, 7:44
3, 7, M, M, 7:44
4, 0, L, L, 7:44
4, 1, L, L, 7:44
4, 2, L, L, 7:44
4, 3, H, L, 7:44
4, 4, H, H, 7:44
4, 5, H, H, 7:44
4, 6, M, H, 7:44
4, 7, L, H, 7:44
4, 8, L, L, 7:44
4, 9, L, L, 7:44
4, 10, M, M, 7:44
4, 11, M, H, 7:44
4, 12, L, H, 7:44
4, 13, L, H, 7:44
4, 14, L, L, 7:44
4, 15, M, M, 7:44
4, 16, H, H, 7:44
4, 17, H, H, 7:44
4, 18, H, H, 7:44
5, 0, M, M, 7:48
5, 1, M, M, 7:48
5, 2, L, L, 7:48
5, 3, M, M, 7:48
5, 4, M, M, 7:48
5, 5, L, L, 7:48
5, 6, L, L, 7:48
5, 7, H, M, 7:48
5, 8, H, M, 7:48
5, 9, H, M, 7:48
5, 10, H, L, 7:48
5, 11, M, L, 7:48
5, 12, L, L, 7:48
5, 13, L, L, 7:48
5, 14, M, L, 7:48
6, 0, M, L, 7:48
6, 1, M, M, 7:48
6, 2, L, L, 7:48
6, 3, L, L, 7:48
6, 4, L, L, 7:48
6, 5, M, M, 7:48
6, 6, L, L, 7:48
7, 0, H, H, 7:48
7, 1, M, H, 7:48
7, 2, M, H, 7:48
7, 3, M, H, 7:48
7, 4, L, H, 7:48
7, 5, L, H, 7:48
7, 6, M, M, 7:48
7, 7, L, L, 7:48
7, 8, L, L, 7:48
7, 9, H, H, 7:48
7, 10, H, H, 7:48
7, 11, L, H, 7:48
8, 0, L, H, 7:48
8, 1, L, L, 7:48
8, 2, L, L, 7:48
8, 3, L, L, 7:48
8, 4, L, L, 7:48
8, 5, L, L, 7:48
8, 6, L, L, 7:48
