#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 2:40
0, 1, L, L, 2:40
0, 2, M, M, 2:40
0, 3, L, L, 2:40
0, 4, M, M, 2:40
0, 5, M, M, 2:40
0, 6, L, L, 2:40
0, 7, L, L, 2:40
0, 8, H, L, 2:40
0, 9, H, L, 2:40
0, 10, H, M, 2:40
0, 11, H, H, 2:40
0, 12, H, H, 2:40
0, 13, H, H, 2:40
0, 14, H, M, 2:40
0, 15, H, L, 2:40
0, 16, H, H, 2:40
0, 17, M, H, 2:40
0, 18, L, L, 2:40
0, 19, L, H, 2:40
0, 20, L, H, 2:40
0, 21, L, H, 2:40
0, 22, L, H, 2:40
0, 23, L, H, 2:40
0, 24, L, H, 2:40
0, 25, L, H, 2:40
0, 26, H, H, 2:40
0, 27, H, H, 2:40
0, 28, H, L, 2:40
0, 29, H, L, 2:40
0, 30, H, L, 2:40
0, 31, H, L, 2:40
0, 32, H, M, 2:40
0, 33, L, L, 2:40
0, 34, L, L, 2:40
0, 35, L, L, 2:40
0, 36, L, L, 2:40
1, 0, L, L, 2:40
1, 1, L, L, 2:40
1, 2, L, L, 2:40
1, 3, L, L, 2:40
1, 4, L, L, 2:40
1, 5, L, L, 2:40
1, 6, M, M, 2:40
1, 7, M, M, 2:40
1, 8, L, L, 2:40
1, 9, L, L, 2:40
1, 10, L, L, 2:40
1, 11, M, M, 2:40
2, 0, M, M, 2:40
2, 1, M, M, 2:40
2, 2, L, L, 2:40
2, 3, L, L, 2:40
2, 4, M, M, 2:40
2, 5, M, M, 2:40
2, 6, M, M, 2:40
2, 7, L, M, 2:40
2, 8, M, M, 2:40
2, 9, L, L, 2:40
2, 10, L, L, 2:40
2, 11, M, M, 2:40
2, 12, M, M, 2:40
2, 13, L, M, 2:40
2, 14, L, L, 2:40
2, 15, M, M, 2:40
2, 16, M, L, 2:40
2, 17, M, L, 2:40
2, 18, M, M, 2:40
2, 19, L, L, 2:40
2, 20, L, L, 2:40
2, 21, L, L, 2:40
2, 22, M, L, 2:40
2, 23, M, L, 2:40
2, 24, M, M, 2:40
3, 0, L, M, 2:40
3, 1, M, M, 2:40
3, 2, M, M, 2:40
3, 3, M, L, 2:40
3, 4, M, L, 2:40
3, 5, M, M, 2:40
3, 6, L, M, 2:40
3, 7, M, M, 2:40
4, 0, L, L, 2:40
4, 1, L, L, 2:40
4, 2, L, L, 2:40
4, 3, L, L, 2:40
4, 4, M, L, 2:40
4, 5, M, M, 2:40
4, 6, L, M, 2:40
4, 7, M, L, 2:40
4, 8, L, L, 2:40
4, 9, L, L, 2:40
4, 10, M, M, 2:40
4, 11, M, H, 2:40
4, 12, L, H, 2:40
4, 13, L, H, 2:40
4, 14, L, L, 2:40
4, 15, M, M, 2:40
4, 16, M, H, 2:40
4, 17, L, H, 2:40
4, 18, L, H, 2:40
5, 0, M, M, 2:40
5, 1, L, L, 2:40
5, 2, L, L, 2:40
5, 3, M, M, 2:40
5, 4, M, M, 2:40
5, 5, L, L, 2:40
5, 6, L, L, 2:40
5, 7, M, M, 2:40
5, 8, M, M, 2:40
5, 9, L, L, 2:40
5, 10, M, L, 2:40
5, 11, M, M, 2:40
5, 12, L, L, 2:40
5, 13, L, M, 2:40
5, 14, L, L, 2:40
6, 0, L, L, 2:40
6, 1, M, M, 2:40
6, 2, L, L, 2:40
6, 3, L, L, 2:40
6, 4, L, L, 2:40
6, 5, M, M, 2:40
6, 6, L, L, 2:40
7, 0, M, H, 2:40
7, 1, M, H, 2:40
7, 2, M, H, 2:40
7, 3, M, H, 2:40
7, 4, L, H, 2:40
7, 5, L, H, 2:40
7, 6, M, H, 2:40
7, 7, L, H, 2:40
7, 8, L, L, 2:40
7, 9, H, H, 2:40
7, 10, H, H, 2:40
7, 11, L, H, 2:40
8, 0, L, H, 2:40
8, 1, H, L, 2:40
8, 2, H, L, 2:40
8, 3, H, L, 2:40
8, 4, H, L, 2:40
8, 5, L, L, 2:40
8, 6, L, L, 2:40
