#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 1:26
0, 1, L, L, 1:26
0, 2, M, M, 1:26
0, 3, L, L, 1:26
0, 4, L, L, 1:26
0, 5, L, L, 1:26
0, 6, L, L, 1:26
0, 7, H, L, 1:26
0, 8, H, L, 1:26
0, 9, H, L, 1:26
0, 10, H, L, 1:26
0, 11, H, L, 1:26
0, 12, H, H, 1:26
0, 13, L, H, 1:26
0, 14, L, H, 1:26
0, 15, H, H, 1:26
0, 16, H, H, 1:26
0, 17, L, H, 1:26
0, 18, L, H, 1:26
0, 19, L, H, 1:26
0, 20, L, H, 1:26
0, 21, L, H, 1:26
0, 22, L, H, 1:26
0, 23, H, H, 1:26
0, 24, H, H, 1:26
0, 25, H, H, 1:26
0, 26, H, H, 1:26
0, 27, H, H, 1:26
0, 28, M, H, 1:26
0, 29, L, H, 1:26
0, 30, L, L, 1:26
0, 31, L, L, 1:26
0, 32, L, H, 1:26
0, 33, L, H, 1:26
0, 34, L, L, 1:26
0, 35, L, L, 1:26
0, 36, L, L, 1:26
1, 0, L, L, 1:26
1, 1, L, L, 1:26
1, 2, L, L, 1:26
1, 3, L, L, 1:26
1, 4, L, L, 1:26
1, 5, L, L, 1:26
1, 6, M, M, 1:26
1, 7, M, M, 1:26
1, 8, L, L, 1:26
1, 9, L, L, 1:26
1, 10, L, L, 1:26
1, 11, M, M, 1:26
2, 0, M, M, 1:27
2, 1, M, M, 1:27
2, 2, L, L, 1:27
2, 3, L, L, 1:27
2, 4, M, M, 1:27
2, 5, M, M, 1:27
2, 6, M, M, 1:27
2, 7, L, L, 1:27
2, 8, M, M, 1:27
2, 9, L, L, 1:27
2, 10, L, L, 1:27
2, 11, M, M, 1:27
2, 12, M, M, 1:27
2, 13, L, L, 1:27
2, 14, L, L, 1:27
2, 15, M, M, 1:27
2, 16, M, L, 1:27
2, 17, L, L, 1:27
2, 18, L, L, 1:27
2, 19, L, L, 1:27
2, 20, L, L, 1:27
2, 21, L, L, 1:27
2, 22, L, L, 1:27
2, 23, M, M, 1:27
2, 24, M, M, 1:27
3, 0, L, L, 1:38
3, 1, M, M, 1:38
3, 2, L, L, 1:38
3, 3, M, L, 1:38
3, 4, L, L, 1:38
3, 5, M, M, 1:38
3, 6, L, L, 1:38
3, 7, L, M, 1:38
4, 0, M, L, 1:38
4, 1, M, L, 1:38
4, 2, H, L, 1:38
4, 3, H, M, 1:38
4, 4, H, L, 1:38
4, 5, H, H, 1:38
4, 6, M, H, 1:38
4, 7, L, H, 1:38
4, 8, L, H, 1:38
4, 9, L, M, 1:38
4, 10, M, H, 1:38
4, 11, M, H, 1:38
4, 12, L, H, 1:38
4, 13, L, M, 1:38
4, 14, L, L, 1:38
4, 15, M, L, 1:38
4, 16, M, H, 1:38
4, 17, L, H, 1:38
4, 18, L, H, 1:38
5, 0, L, M, 1:38
5, 1, M, M, 1:38
5, 2, M, M, 1:38
5, 3, L, L, 1:38
5, 4, L, L, 1:38
5, 5, L, L, 1:38
5, 6, L, L, 1:38
5, 7, M, L, 1:38
5, 8, M, M, 1:38
5, 9, H, M, 1:38
5, 10, H, M, 1:38
5, 11, M, M, 1:38
5, 12, L, M, 1:38
5, 13, L, M, 1:38
5, 14, L, L, 1:38
6, 0, L, L, 1:38
6, 1, M, L, 1:38
6, 2, L, L, 1:38
6, 3, L, L, 1:38
6, 4, L, M, 1:38
6, 5, L, L, 1:38
6, 6, M, M, 1:38
7, 0, M, M, 1:38
7, 1, L, M, 1:38
7, 2, L, L, 1:38
7, 3, L, L, 1:38
7, 4, L, H, 1:38
7, 5, L, H, 1:38
7, 6, M, H, 1:38
7, 7, L, L, 1:38
7, 8, L, L, 1:38
7, 9, L, M, 1:38
7, 10, M, L, 1:38
7, 11, L, L, 1:38
8, 0, L, H, 1:38
8, 1, L, L, 1:38
8, 2, L, L, 1:38
8, 3, L, L, 1:38
8, 4, L, L, 1:38
8, 5, L, L, 1:38
8, 6, L, L, 1:38
