#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 2:58
0, 1, L, L, 2:58
0, 2, M, M, 2:58
0, 3, L, L, 2:58
0, 4, M, M, 2:58
0, 5, M, M, 2:58
0, 6, L, L, 2:58
0, 7, L, L, 2:58
0, 8, H, L, 2:58
0, 9, H, L, 2:58
0, 10, H, H, 2:58
0, 11, H, H, 2:58
0, 12, H, H, 2:58
0, 13, H, H, 2:58
0, 14, H, H, 2:58
0, 15, H, L, 2:58
0, 16, H, H, 2:58
0, 17, H, H, 2:58
0, 18, L, M, 2:58
0, 19, L, H, 2:58
0, 20, L, H, 2:58
0, 21, H, H, 2:58
0, 22, H, H, 2:58
0, 23, H, H, 2:58
0, 24, H, H, 2:58
0, 25, H, H, 2:58
0, 26, H, H, 2:58
0, 27, H, L, 2:58
0, 28, H, L, 2:58
0, 29, H, L, 2:58
0, 30, H, L, 2:58
0, 31, H, L, 2:58
0, 32, L, H, 2:58
0, 33, L, H, 2:58
0, 34, L, L, 2:58
0, 35, L, L, 2:58
0, 36, L, L, 2:58
1, 0, L, L, 2:44
1, 1, L, L, 2:44
1, 2, L, L, 2:44
1, 3, L, L, 2:44
1, 4, L, L, 2:44
1, 5, L, L, 2:44
1, 6, M, M, 2:44
1, 7, M, M, 2:44
1, 8, L, L, 2:44
1, 9, L, L, 2:44
1, 10, L, L, 2:44
1, 11, M, M, 2:44
2, 0, M, M, 2:44
2, 1, M, M, 2:44
2, 2, M, M, 2:44
2, 3, M, M, 2:44
2, 4, M, M, 2:44
2, 5, M, M, 2:44
2, 6, M, M, 2:44
2, 7, M, M, 2:44
2, 8, M, M, 2:44
2, 9, M, M, 2:44
2, 10, M, L, 2:44
2, 11, M, L, 2:44
2, 12, M, L, 2:44
2, 13, M, L, 2:44
2, 14, M, L, 2:44
2, 15, M, M, 2:44
2, 16, M, M, 2:44
2, 17, M, L, 2:44
2, 18, L, L, 2:44
2, 19, L, L, 2:44
2, 20, L, L, 2:44
2, 21, L, L, 2:44
2, 22, M, L, 2:44
2, 23, M, L, 2:44
2, 24, M, M, 2:44
3, 0, M, L, 2:44
3, 1, M, M, 2:44
3, 2, M, M, 2:44
3, 3, L, L, 2:44
3, 4, L, L, 2:44
3, 5, M, M, 2:44
3, 6, L, M, 2:44
3, 7, M, M, 2:44
4, 0, M, M, 2:57
4, 1, M, L, 2:57
4, 2, L, L, 2:57
4, 3, L, L, 2:57
4, 4, H, H, 2:57
4, 5, H, H, 2:57
4, 6, H, H, 2:57
4, 7, L, H, 2:57
4, 8, L, L, 2:57
4, 9, L, L, 2:57
4, 10, M, M, 2:57
4, 11, M, M, 2:57
4, 12, M, M, 2:57
4, 13, H, H, 2:57
4, 14, H, H, 2:57
4, 15, H, H, 2:57
4, 16, H, H, 2:57
4, 17, H, H, 2:57
4, 18, M, M, 2:57
5, 0, M, M, 2:57
5, 1, M, M, 2:57
5, 2, M, M, 2:57
5, 3, L, M, 2:57
5, 4, L, L, 2:57
5, 5, L, L, 2:57
5, 6, M, H, 2:57
5, 7, M, H, 2:57
5, 8, M, M, 2:57
5, 9, H, M, 2:57
5, 10, H, H, 2:57
5, 11, M, H, 2:57
5, 12, L, H, 2:57
5, 13, M, H, 2:57
5, 14, M, H, 2:57
6, 0, M, M, 2:57
6, 1, M, M, 2:57
6, 2, L, L, 2:57
6, 3, L, L, 2:57
6, 4, L, L, 2:57
6, 5, M, M, 2:57
6, 6, L, L, 2:57
7, 0, L, M, 2:57
7, 1, L, L, 2:57
7, 2, M, M, 2:57
7, 3, M, M, 2:57
7, 4, M, M, 2:57
7, 5, M, L, 2:57
7, 6, M, M, 2:57
7, 7, L, M, 2:57
7, 8, L, M, 2:57
7, 9, L, M, 2:57
7, 10, M, M, 2:57
7, 11, M, L, 2:57
8, 0, L, L, 2:57
8, 1, L, L, 2:57
8, 2, L, L, 2:57
8, 3, L, L, 2:57
8, 4, L, L, 2:57
8, 5, L, L, 2:57
8, 6, L, L, 2:57
