#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 3:47
0, 1, L, L, 3:47
0, 2, M, M, 3:47
0, 3, L, L, 3:47
0, 4, L, L, 3:47
0, 5, L, L, 3:47
0, 6, L, L, 3:47
0, 7, L, L, 3:47
0, 8, L, L, 3:47
0, 9, L, L, 3:47
0, 10, M, M, 3:47
0, 11, M, M, 3:47
0, 12, M, M, 3:47
0, 13, L, L, 3:47
0, 14, L, L, 3:47
0, 15, L, L, 3:47
0, 16, M, L, 3:47
0, 17, L, L, 3:47
0, 18, L, L, 3:47
0, 19, L, M, 3:47
0, 20, L, L, 3:47
0, 21, M, M, 3:47
0, 22, L, L, 3:47
0, 23, L, M, 3:47
0, 24, L, L, 3:47
0, 25, M, L, 3:47
0, 26, M, L, 3:47
0, 27, H, L, 3:47
0, 28, H, M, 3:47
0, 29, H, L, 3:47
0, 30, L, L, 3:47
0, 31, M, L, 3:47
0, 32, L, M, 3:47
0, 33, L, M, 3:47
0, 34, L, L, 3:47
0, 35, L, L, 3:47
0, 36, L, L, 3:47
1, 0, L, L, 3:46
1, 1, L, L, 3:46
1, 2, L, L, 3:46
1, 3, L, L, 3:46
1, 4, L, L, 3:46
1, 5, L, L, 3:46
1, 6, M, M, 3:46
1, 7, M, M, 3:46
1, 8, L, L, 3:46
1, 9, L, L, 3:46
1, 10, L, L, 3:46
1, 11, M, M, 3:46
2, 0, M, M, 3:46
2, 1, M, M, 3:46
2, 2, L, L, 3:46
2, 3, L, L, 3:46
2, 4, M, M, 3:46
2, 5, M, M, 3:46
2, 6, L, M, 3:46
2, 7, L, L, 3:46
2, 8, M, M, 3:46
2, 9, L, L, 3:46
2, 10, L, L, 3:46
2, 11, L, L, 3:46
2, 12, L, L, 3:46
2, 13, L, L, 3:46
2, 14, M, L, 3:46
2, 15, M, M, 3:46
2, 16, L, L, 3:46
2, 17, L, L, 3:46
2, 18, M, M, 3:46
2, 19, L, L, 3:46
2, 20, L, L, 3:46
2, 21, L, L, 3:46
2, 22, M, L, 3:46
2, 23, M, L, 3:46
2, 24, M, M, 3:46
3, 0, M, M, 3:45
3, 1, M, L, 3:45
3, 2, L, L, 3:45
3, 3, L, L, 3:45
3, 4, L, L, 3:45
3, 5, M, M, 3:45
3, 6, M, L, 3:45
3, 7, L, L, 3:45
4, 0, M, L, 3:45
4, 1, M, L, 3:45
4, 2, L, L, 3:45
4, 3, M, M, 3:45
4, 4, L, L, 3:45
4, 5, M, M, 3:45
4, 6, L, L, 3:45
4, 7, M, M, 3:45
4, 8, L, L, 3:45
4, 9, L, L, 3:45
4, 10, M, M, 3:45
4, 11, M, M, 3:45
4, 12, L, L, 3:45
4, 13, L, M, 3:45
4, 14, M, L, 3:45
4, 15, M, L, 3:45
4, 16, M, M, 3:45
4, 17, L, M, 3:45
4, 18, M, M, 3:45
5, 0, L, M, 3:45
5, 1, M, M, 3:45
5, 2, M, M, 3:45
5, 3, L, L, 3:45
5, 4, L, L, 3:45
5, 5, L, L, 3:45
5, 6, L, L, 3:45
5, 7, L, L, 3:45
5, 8, L, L, 3:45
5, 9, M, M, 3:45
5, 10, M, M, 3:45
5, 11, L, M, 3:45
5, 12, L, M, 3:45
5, 13, L, L, 3:45
5, 14, L, L, 3:45
6, 0, L, L, 3:45
6, 1, L, L, 3:45
6, 2, L, L, 3:45
6, 3, L, L, 3:45
6, 4, L, L, 3:45
6, 5, M, M, 3:45
6, 6, L, L, 3:45
7, 0, M, M, 3:45
7, 1, M, M, 3:45
7, 2, L, L, 3:45
7, 3, L, L, 3:45
7, 4, L, L, 3:45
7, 5, M, M, 3:45
7, 6, L, L, 3:45
7, 7, L, L, 3:45
7, 8, L, L, 3:45
7, 9, H, M, 3:45
7, 10, H, L, 3:45
7, 11, M, L, 3:45
8, 0, L, L, 3:45
8, 1, L, L, 3:45
8, 2, L, L, 3:45
8, 3, L, L, 3:45
8, 4, L, L, 3:45
8, 5, L, L, 3:45
8, 6, L, L, 3:45
