#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 7:01
0, 1, L, L, 7:01
0, 2, L, L, 7:01
0, 3, L, L, 7:01
0, 4, L, L, 7:01
0, 5, L, L, 7:01
0, 6, L, L, 7:01
0, 7, L, L, 7:01
0, 8, L, L, 7:01
0, 9, L, L, 7:01
0, 10, H, M, 7:01
0, 11, H, M, 7:01
0, 12, H, M, 7:01
0, 13, H, L, 7:01
0, 14, H, L, 7:01
0, 15, H, L, 7:01
0, 16, H, L, 7:01
0, 17, H, L, 7:01
0, 18, H, L, 7:01
0, 19, H, H, 7:01
0, 20, H, H, 7:01
0, 21, H, H, 7:01
0, 22, H, H, 7:01
0, 23, M, L, 7:01
0, 24, L, L, 7:01
0, 25, H, L, 7:01
0, 26, H, L, 7:01
0, 27, L, L, 7:01
0, 28, L, L, 7:01
0, 29, M, H, 7:01
0, 30, L, L, 7:01
0, 31, M, L, 7:01
0, 32, L, M, 7:01
0, 33, L, M, 7:01
0, 34, L, L, 7:01
0, 35, L, L, 7:01
0, 36, L, L, 7:01
1, 0, L, L, 6:59
1, 1, L, L, 6:59
1, 2, L, L, 6:59
1, 3, L, L, 6:59
1, 4, L, L, 6:59
1, 5, L, L, 6:59
1, 6, M, M, 6:59
1, 7, M, M, 6:59
1, 8, L, L, 6:59
1, 9, L, L, 6:59
1, 10, M, L, 6:59
1, 11, M, M, 6:59
2, 0, M, M, 6:59
2, 1, M, M, 6:59
2, 2, L, L, 6:59
2, 3, L, L, 6:59
2, 4, M, L, 6:59
2, 5, L, L, 6:59
2, 6, L, L, 6:59
2, 7, M, M, 6:59
2, 8, M, M, 6:59
2, 9, L, L, 6:59
2, 10, L, L, 6:59
2, 11, M, M, 6:59
2, 12, L, M, 6:59
2, 13, L, L, 6:59
2, 14, M, L, 6:59
2, 15, M, M, 6:59
2, 16, L, L, 6:59
2, 17, L, L, 6:59
2, 18, M, M, 6:59
2, 19, L, L, 6:59
2, 20, M, M, 6:59
2, 21, L, L, 6:59
2, 22, L, L, 6:59
2, 23, L, L, 6:59
2, 24, L, L, 6:59
3, 0, M, M, 6:55
3, 1, M, M, 6:55
3, 2, L, L, 6:55
3, 3, L, L, 6:55
3, 4, M, L, 6:55
3, 5, M, M, 6:55
3, 6, L, L, 6:55
3, 7, L, L, 6:55
4, 0, M, L, 6:59
4, 1, L, L, 6:59
4, 2, H, L, 6:59
4, 3, H, L, 6:59
4, 4, H, L, 6:59
4, 5, H, M, 6:59
4, 6, H, M, 6:59
4, 7, H, L, 6:59
4, 8, L, L, 6:59
4, 9, L, L, 6:59
4, 10, M, M, 6:59
4, 11, M, M, 6:59
4, 12, L, L, 6:59
4, 13, L, L, 6:59
4, 14, H, L, 6:59
4, 15, H, L, 6:59
4, 16, H, M, 6:59
4, 17, H, L, 6:59
4, 18, H, L, 6:59
5, 0, L, L, 6:59
5, 1, L, L, 6:59
5, 2, L, L, 6:59
5, 3, L, L, 6:59
5, 4, L, L, 6:59
5, 5, L, L, 6:59
5, 6, L, L, 6:59
5, 7, M, L, 6:59
5, 8, M, M, 6:59
5, 9, L, L, 6:59
5, 10, L, L, 6:59
5, 11, L, L, 6:59
5, 12, L, L, 6:59
5, 13, L, L, 6:59
5, 14, L, L, 6:59
6, 0, L, L, 6:59
6, 1, M, M, 6:59
6, 2, L, L, 6:59
6, 3, L, L, 6:59
6, 4, L, L, 6:59
6, 5, L, L, 6:59
6, 6, M, M, 6:59
7, 0, M, M, 6:59
7, 1, M, M, 6:59
7, 2, L, L, 6:59
7, 3, L, L, 6:59
7, 4, L, L, 6:59
7, 5, L, L, 6:59
7, 6, M, M, 6:59
7, 7, L, L, 6:59
7, 8, L, L, 6:59
7, 9, L, M, 6:59
7, 10, L, M, 6:59
7, 11, L, H, 6:59
8, 0, L, H, 7:02
8, 1, L, L, 7:02
8, 2, L, L, 7:02
8, 3, L, L, 7:02
8, 4, L, L, 7:02
8, 5, L, L, 7:02
8, 6, L, L, 7:02
