#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 2:32
0, 1, L, L, 2:32
0, 2, M, M, 2:32
0, 3, L, L, 2:32
0, 4, L, L, 2:32
0, 5, L, L, 2:32
0, 6, L, L, 2:32
0, 7, L, L, 2:32
0, 8, H, L, 2:32
0, 9, H, L, 2:32
0, 10, H, M, 2:32
0, 11, H, H, 2:32
0, 12, H, H, 2:32
0, 13, H, H, 2:32
0, 14, H, H, 2:32
0, 15, H, L, 2:32
0, 16, H, H, 2:32
0, 17, M, H, 2:32
0, 18, L, L, 2:32
0, 19, H, H, 2:32
0, 20, H, H, 2:32
0, 21, H, H, 2:32
0, 22, H, H, 2:32
0, 23, M, H, 2:32
0, 24, L, H, 2:32
0, 25, L, H, 2:32
0, 26, M, H, 2:32
0, 27, H, L, 2:32
0, 28, H, L, 2:32
0, 29, H, L, 2:32
0, 30, H, M, 2:32
0, 31, H, H, 2:32
0, 32, M, H, 2:32
0, 33, L, H, 2:32
0, 34, L, L, 2:32
0, 35, L, L, 2:32
0, 36, L, L, 2:32
1, 0, L, L, 2:27
1, 1, L, L, 2:27
1, 2, L, M, 2:27
1, 3, L, L, 2:27
1, 4, L, L, 2:27
1, 5, L, L, 2:27
1, 6, M, M, 2:27
1, 7, M, M, 2:27
1, 8, L, L, 2:27
1, 9, L, L, 2:27
1, 10, L, L, 2:27
1, 11, M, M, 2:27
2, 0, M, M, 2:27
2, 1, M, M, 2:27
2, 2, L, L, 2:27
2, 3, L, L, 2:27
2, 4, M, M, 2:27
2, 5, M, M, 2:27
2, 6, M, M, 2:27
2, 7, M, M, 2:27
2, 8, M, M, 2:27
2, 9, L, L, 2:27
2, 10, L, L, 2:27
2, 11, M, M, 2:27
2, 12, L, M, 2:27
2, 13, L, L, 2:27
2, 14, M, L, 2:27
2, 15, M, M, 2:27
2, 16, L, M, 2:27
2, 17, L, L, 2:27
2, 18, M, M, 2:27
2, 19, L, L, 2:27
2, 20, M, M, 2:27
2, 21, L, L, 2:27
2, 22, L, L, 2:27
2, 23, M, L, 2:27
2, 24, M, L, 2:27
3, 0, L, L, 2:27
3, 1, M, M, 2:27
3, 2, M, M, 2:27
3, 3, M, L, 2:27
3, 4, M, L, 2:27
3, 5, M, M, 2:27
3, 6, M, M, 2:27
3, 7, L, M, 2:27
4, 0, M, L, 2:27
4, 1, L, L, 2:27
4, 2, M, L, 2:27
4, 3, L, L, 2:27
4, 4, H, L, 2:27
4, 5, H, H, 2:27
4, 6, H, H, 2:27
4, 7, L, H, 2:27
4, 8, L, L, 2:27
4, 9, M, L, 2:27
4, 10, M, M, 2:27
4, 11, M, M, 2:27
4, 12, L, L, 2:27
4, 13, L, L, 2:27
4, 14, H, L, 2:27
4, 15, H, L, 2:27
4, 16, H, H, 2:27
4, 17, L, H, 2:27
4, 18, L, H, 2:27
5, 0, M, M, 1:55
5, 1, M, M, 1:55
5, 2, L, M, 1:55
5, 3, L, L, 1:55
5, 4, M, M, 1:55
5, 5, L, L, 1:55
5, 6, L, L, 1:55
5, 7, M, L, 1:55
5, 8, M, M, 1:55
5, 9, M, M, 1:55
5, 10, M, M, 1:55
5, 11, L, L, 1:55
5, 12, L, L, 1:55
5, 13, L, L, 1:55
5, 14, M, L, 1:55
6, 0, L, L, 1:55
6, 1, M, M, 1:55
6, 2, L, L, 1:55
6, 3, L, L, 1:55
6, 4, L, L, 1:55
6, 5, L, L, 1:55
6, 6, M, M, 1:55
7, 0, M, H, 1:55
7, 1, M, H, 1:55
7, 2, L, H, 1:55
7, 3, L, H, 1:55
7, 4, L, H, 1:55
7, 5, L, H, 1:55
7, 6, M, H, 1:55
7, 7, L, L, 1:55
7, 8, L, L, 1:55
7, 9, L, H, 1:55
7, 10, L, H, 1:55
7, 11, L, H, 1:55
8, 0, L, H, 2:10
8, 1, L, L, 2:10
8, 2, L, L, 2:10
8, 3, L, L, 2:10
8, 4, L, L, 2:10
8, 5, L, L, 2:10
8, 6, L, L, 2:10
