#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 12:28
0, 1, L, L, 12:28
0, 2, L, L, 12:28
0, 3, L, L, 12:28
0, 4, L, L, 12:28
0, 5, L, L, 12:28
0, 6, L, L, 12:28
0, 7, L, L, 12:28
0, 8, L, L, 12:28
0, 9, L, L, 12:28
0, 10, M, L, 12:28
0, 11, M, L, 12:28
0, 12, L, L, 12:28
0, 13, L, M, 12:28
0, 14, L, L, 12:28
0, 15, L, M, 12:28
0, 16, L, M, 12:28
0, 17, L, L, 12:28
0, 18, L, L, 12:28
0, 19, M, L, 12:28
0, 20, L, L, 12:28
0, 21, M, H, 12:28
0, 22, M, L, 12:28
0, 23, L, L, 12:28
0, 24, L, L, 12:28
0, 25, L, L, 12:28
0, 26, L, L, 12:28
0, 27, L, L, 12:28
0, 28, L, L, 12:28
0, 29, H, L, 12:28
0, 30, H, L, 12:28
0, 31, H, L, 12:28
0, 32, L, M, 12:28
0, 33, L, L, 12:28
0, 34, L, L, 12:28
0, 35, L, L, 12:28
0, 36, L, L, 12:28
1, 0, L, L, 12:22
1, 1, L, L, 12:22
1, 2, L, L, 12:22
1, 3, L, L, 12:22
1, 4, L, L, 12:22
1, 5, L, L, 12:22
1, 6, M, M, 12:22
1, 7, M, M, 12:22
1, 8, L, L, 12:22
1, 9, L, L, 12:22
1, 10, L, L, 12:22
1, 11, L, L, 12:22
2, 0, M, M, 12:22
2, 1, L, L, 12:22
2, 2, L, L, 12:22
2, 3, L, L, 12:22
2, 4, L, L, 12:22
2, 5, L, L, 12:22
2, 6, L, L, 12:22
2, 7, L, L, 12:22
2, 8, L, L, 12:22
2, 9, L, L, 12:22
2, 10, L, L, 12:22
2, 11, L, L, 12:22
2, 12, L, L, 12:22
2, 13, L, L, 12:22
2, 14, L, L, 12:22
2, 15, L, L, 12:22
2, 16, L, L, 12:22
2, 17, L, L, 12:22
2, 18, L, L, 12:22
2, 19, L, L, 12:22
2, 20, L, L, 12:22
2, 21, L, L, 12:22
2, 22, L, L, 12:22
2, 23, L, L, 12:22
2, 24, L, L, 12:22
3, 0, L, L, 12:22
3, 1, M, L, 12:22
3, 2, M, L, 12:22
3, 3, L, L, 12:22
3, 4, L, L, 12:22
3, 5, M, L, 12:22
3, 6, L, L, 12:22
3, 7, L, L, 12:22
4, 0, M, L, 12:29
4, 1, H, L, 12:29
4, 2, H, L, 12:29
4, 3, H, L, 12:29
4, 4, H, L, 12:29
4, 5, H, H, 12:29
4, 6, L, H, 12:29
4, 7, L, H, 12:29
4, 8, L, L, 12:29
4, 9, L, L, 12:29
4, 10, M, L, 12:29
4, 11, M, M, 12:29
4, 12, L, M, 12:29
4, 13, L, L, 12:29
4, 14, H, L, 12:29
4, 15, H, L, 12:29
4, 16, H, L, 12:29
4, 17, L, L, 12:29
4, 18, L, L, 12:29
5, 0, L, L, 12:22
5, 1, L, L, 12:22
5, 2, L, L, 12:22
5, 3, L, L, 12:22
5, 4, L, L, 12:22
5, 5, L, L, 12:22
5, 6, L, L, 12:22
5, 7, L, L, 12:22
5, 8, L, L, 12:22
5, 9, L, L, 12:22
5, 10, L, L, 12:22
5, 11, L, L, 12:22
5, 12, L, L, 12:22
5, 13, L, L, 12:22
5, 14, L, L, 12:22
6, 0, L, L, 12:29
6, 1, L, L, 12:29
6, 2, L, L, 12:29
6, 3, L, L, 12:29
6, 4, L, L, 12:29
6, 5, L, L, 12:29
6, 6, L, L, 12:29
7, 0, L, L, 12:29
7, 1, L, L, 12:29
7, 2, L, L, 12:29
7, 3, L, L, 12:29
7, 4, L, L, 12:29
7, 5, L, L, 12:29
7, 6, L, L, 12:29
7, 7, L, L, 12:29
7, 8, L, L, 12:29
7, 9, L, L, 12:29
7, 10, L, L, 12:29
7, 11, L, L, 12:29
8, 0, L, H, 12:29
8, 1, L, L, 12:29
8, 2, L, L, 12:29
8, 3, L, L, 12:29
8, 4, L, H, 12:29
8, 5, L, L, 12:29
8, 6, H, L, 12:29
