#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 9:03
0, 1, L, L, 9:03
0, 2, M, M, 9:03
0, 3, L, L, 9:03
0, 4, L, L, 9:03
0, 5, L, L, 9:03
0, 6, L, L, 9:03
0, 7, H, L, 9:03
0, 8, H, L, 9:03
0, 9, H, L, 9:03
0, 10, H, M, 9:03
0, 11, H, L, 9:03
0, 12, H, M, 9:03
0, 13, H, L, 9:03
0, 14, H, L, 9:03
0, 15, H, L, 9:03
0, 16, H, H, 9:03
0, 17, H, L, 9:03
0, 18, H, L, 9:03
0, 19, H, M, 9:03
0, 20, H, H, 9:03
0, 21, H, M, 9:03
0, 22, H, M, 9:03
0, 23, H, H, 9:03
0, 24, H, H, 9:03
0, 25, H, H, 9:03
0, 26, H, H, 9:03
0, 27, L, H, 9:03
0, 28, L, H, 9:03
0, 29, L, H, 9:03
0, 30, L, H, 9:03
0, 31, L, H, 9:03
0, 32, L, H, 9:03
0, 33, L, H, 9:03
0, 34, L, H, 9:03
0, 35, L, L, 9:03
0, 36, L, L, 9:03
1, 0, M, M, 8:54
1, 1, L, L, 8:54
1, 2, L, L, 8:54
1, 3, L, L, 8:54
1, 4, M, L, 8:54
1, 5, M, L, 8:54
1, 6, M, M, 8:54
1, 7, M, M, 8:54
1, 8, L, L, 8:54
1, 9, L, L, 8:54
1, 10, M, L, 8:54
1, 11, M, L, 8:54
2, 0, M, M, 8:54
2, 1, M, M, 8:54
2, 2, L, L, 8:54
2, 3, L, L, 8:54
2, 4, M, M, 8:54
2, 5, M, M, 8:54
2, 6, L, L, 8:54
2, 7, L, L, 8:54
2, 8, L, L, 8:54
2, 9, L, L, 8:54
2, 10, L, L, 8:54
2, 11, L, L, 8:54
2, 12, L, L, 8:54
2, 13, L, L, 8:54
2, 14, M, L, 8:54
2, 15, M, M, 8:54
2, 16, L, M, 8:54
2, 17, L, L, 8:54
2, 18, L, L, 8:54
2, 19, L, L, 8:54
2, 20, L, L, 8:54
2, 21, L, L, 8:54
2, 22, M, L, 8:54
2, 23, M, L, 8:54
2, 24, M, M, 8:54
3, 0, L, L, 8:54
3, 1, M, M, 8:54
3, 2, M, M, 8:54
3, 3, M, L, 8:54
3, 4, M, L, 8:54
3, 5, M, M, 8:54
3, 6, L, L, 8:54
3, 7, L, M, 8:54
4, 0, M, L, 8:54
4, 1, M, L, 8:54
4, 2, H, L, 8:54
4, 3, H, M, 8:54
4, 4, H, M, 8:54
4, 5, H, M, 8:54
4, 6, M, M, 8:54
4, 7, L, M, 8:54
4, 8, L, L, 8:54
4, 9, L, L, 8:54
4, 10, M, M, 8:54
4, 11, M, M, 8:54
4, 12, L, L, 8:54
4, 13, L, L, 8:54
4, 14, H, L, 8:54
4, 15, H, M, 8:54
4, 16, H, H, 8:54
4, 17, L, H, 8:54
4, 18, L, H, 8:54
5, 0, M, M, 8:54
5, 1, M, M, 8:54
5, 2, L, L, 8:54
5, 3, L, L, 8:54
5, 4, L, L, 8:54
5, 5, L, L, 8:54
5, 6, H, H, 8:54
5, 7, H, H, 8:54
5, 8, H, H, 8:54
5, 9, H, H, 8:54
5, 10, H, H, 8:54
5, 11, L, H, 8:54
5, 12, L, H, 8:54
5, 13, L, H, 8:54
5, 14, M, H, 8:54
6, 0, L, L, 8:54
6, 1, L, L, 8:54
6, 2, L, L, 8:54
6, 3, L, L, 8:54
6, 4, L, L, 8:54
6, 5, M, M, 8:54
6, 6, M, M, 8:54
7, 0, M, M, 8:54
7, 1, M, M, 8:54
7, 2, L, L, 8:54
7, 3, L, L, 8:54
7, 4, L, L, 8:54
7, 5, M, L, 8:54
7, 6, M, M, 8:54
7, 7, L, M, 8:54
7, 8, L, L, 8:54
7, 9, M, H, 8:54
7, 10, M, H, 8:54
7, 11, L, H, 8:54
8, 0, L, H, 8:46
8, 1, L, H, 8:46
8, 2, L, L, 8:46
8, 3, L, L, 8:46
8, 4, L, L, 8:46
8, 5, L, L, 8:46
8, 6, L, L, 8:46
