#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 5:02
0, 1, L, L, 5:02
0, 2, M, M, 5:02
0, 3, L, L, 5:02
0, 4, M, M, 5:02
0, 5, M, L, 5:02
0, 6, L, L, 5:02
0, 7, L, L, 5:02
0, 8, L, L, 5:02
0, 9, L, L, 5:02
0, 10, L, L, 5:02
0, 11, H, M, 5:02
0, 12, H, H, 5:02
0, 13, H, H, 5:02
0, 14, H, H, 5:02
0, 15, H, H, 5:02
0, 16, H, M, 5:02
0, 17, H, H, 5:02
0, 18, L, H, 5:02
0, 19, L, H, 5:02
0, 20, L, H, 5:02
0, 21, L, H, 5:02
0, 22, M, H, 5:02
0, 23, H, H, 5:02
0, 24, H, H, 5:02
0, 25, H, H, 5:02
0, 26, H, H, 5:02
0, 27, H, H, 5:02
0, 28, H, H, 5:02
0, 29, H, M, 5:02
0, 30, H, L, 5:02
0, 31, L, L, 5:02
0, 32, M, H, 5:02
0, 33, M, H, 5:02
0, 34, L, H, 5:02
0, 35, L, L, 5:02
0, 36, L, L, 5:02
1, 0, L, L, 4:24
1, 1, L, L, 4:24
1, 2, L, L, 4:24
1, 3, L, L, 4:24
1, 4, L, L, 4:24
1, 5, L, L, 4:24
1, 6, M, M, 4:24
1, 7, M, M, 4:24
1, 8, M, L, 4:24
1, 9, L, L, 4:24
1, 10, L, L, 4:24
1, 11, M, M, 4:24
2, 0, M, M, 4:18
2, 1, M, M, 4:18
2, 2, L, M, 4:18
2, 3, L, L, 4:18
2, 4, M, M, 4:18
2, 5, M, M, 4:18
2, 6, M, M, 4:18
2, 7, L, M, 4:18
2, 8, M, M, 4:18
2, 9, M, M, 4:18
2, 10, L, L, 4:18
2, 11, M, M, 4:18
2, 12, M, M, 4:18
2, 13, L, L, 4:18
2, 14, M, M, 4:18
2, 15, M, M, 4:18
2, 16, M, L, 4:18
2, 17, L, M, 4:18
2, 18, M, M, 4:18
2, 19, L, L, 4:18
2, 20, L, L, 4:18
2, 21, L, L, 4:18
2, 22, L, L, 4:18
2, 23, M, L, 4:18
2, 24, M, M, 4:18
3, 0, L, M, 5:01
3, 1, M, M, 5:01
3, 2, M, L, 5:01
3, 3, M, L, 5:01
3, 4, M, L, 5:01
3, 5, M, M, 5:01
3, 6, L, M, 5:01
3, 7, L, M, 5:01
4, 0, L, L, 5:01
4, 1, L, L, 5:01
4, 2, H, M, 5:01
4, 3, H, L, 5:01
4, 4, H, L, 5:01
4, 5, H, H, 5:01
4, 6, L, H, 5:01
4, 7, L, H, 5:01
4, 8, L, L, 5:01
4, 9, L, L, 5:01
4, 10, H, M, 5:01
4, 11, H, M, 5:01
4, 12, M, M, 5:01
4, 13, H, L, 5:01
4, 14, M, L, 5:01
4, 15, M, M, 5:01
4, 16, M, H, 5:01
4, 17, L, H, 5:01
4, 18, L, H, 5:01
5, 0, M, M, 5:01
5, 1, M, M, 5:01
5, 2, L, L, 5:01
5, 3, M, L, 5:01
5, 4, L, L, 5:01
5, 5, L, L, 5:01
5, 6, M, H, 5:01
5, 7, M, H, 5:01
5, 8, M, H, 5:01
5, 9, H, H, 5:01
5, 10, H, M, 5:01
5, 11, H, M, 5:01
5, 12, L, L, 5:01
5, 13, L, L, 5:01
5, 14, L, L, 5:01
6, 0, M, M, 5:01
6, 1, M, M, 5:01
6, 2, L, L, 5:01
6, 3, L, L, 5:01
6, 4, L, M, 5:01
6, 5, M, L, 5:01
6, 6, L, L, 5:01
7, 0, M, H, 5:01
7, 1, M, H, 5:01
7, 2, L, H, 5:01
7, 3, L, H, 5:01
7, 4, L, H, 5:01
7, 5, M, H, 5:01
7, 6, M, H, 5:01
7, 7, L, H, 5:01
7, 8, H, L, 5:01
7, 9, H, H, 5:01
7, 10, H, H, 5:01
7, 11, L, H, 5:01
8, 0, L, M, 5:01
8, 1, L, L, 5:01
8, 2, L, L, 5:01
8, 3, L, L, 5:01
8, 4, L, L, 5:01
8, 5, L, L, 5:01
8, 6, L, L, 5:01
