#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 9:15
0, 1, L, L, 9:15
0, 2, M, M, 9:15
0, 3, L, L, 9:15
0, 4, L, L, 9:15
0, 5, L, L, 9:15
0, 6, L, L, 9:15
0, 7, L, H, 9:15
0, 8, H, H, 9:15
0, 9, H, H, 9:15
0, 10, H, L, 9:15
0, 11, H, M, 9:15
0, 12, H, L, 9:15
0, 13, H, L, 9:15
0, 14, H, L, 9:15
0, 15, H, L, 9:15
0, 16, H, L, 9:15
0, 17, H, L, 9:15
0, 18, L, L, 9:15
0, 19, H, L, 9:15
0, 20, H, H, 9:15
0, 21, H, H, 9:15
0, 22, H, H, 9:15
0, 23, H, H, 9:15
0, 24, H, H, 9:15
0, 25, H, H, 9:15
0, 26, H, H, 9:15
0, 27, H, H, 9:15
0, 28, L, H, 9:15
0, 29, L, H, 9:15
0, 30, L, H, 9:15
0, 31, L, M, 9:15
0, 32, L, H, 9:15
0, 33, L, H, 9:15
0, 34, L, H, 9:15
0, 35, L, L, 9:15
0, 36, L, L, 9:15
1, 0, L, L, 9:16
1, 1, L, L, 9:16
1, 2, L, L, 9:16
1, 3, L, L, 9:16
1, 4, L, L, 9:16
1, 5, M, L, 9:16
1, 6, M, M, 9:16
1, 7, M, M, 9:16
1, 8, L, L, 9:16
1, 9, L, L, 9:16
1, 10, M, L, 9:16
1, 11, M, L, 9:16
2, 0, M, M, 9:14
2, 1, M, M, 9:14
2, 2, L, L, 9:14
2, 3, L, L, 9:14
2, 4, M, M, 9:14
2, 5, M, M, 9:14
2, 6, M, M, 9:14
2, 7, L, L, 9:14
2, 8, L, L, 9:14
2, 9, L, L, 9:14
2, 10, L, L, 9:14
2, 11, L, L, 9:14
2, 12, L, L, 9:14
2, 13, L, L, 9:14
2, 14, M, L, 9:14
2, 15, M, M, 9:14
2, 16, L, M, 9:14
2, 17, L, L, 9:14
2, 18, L, L, 9:14
2, 19, L, L, 9:14
2, 20, L, L, 9:14
2, 21, M, L, 9:14
2, 22, M, L, 9:14
2, 23, M, L, 9:14
2, 24, M, L, 9:14
3, 0, H, L, 9:14
3, 1, H, M, 9:14
3, 2, H, L, 9:14
3, 3, H, L, 9:14
3, 4, H, L, 9:14
3, 5, H, M, 9:14
3, 6, L, L, 9:14
3, 7, L, L, 9:14
4, 0, L, L, 9:14
4, 1, L, L, 9:14
4, 2, L, M, 9:14
4, 3, L, M, 9:14
4, 4, M, L, 9:14
4, 5, M, H, 9:14
4, 6, L, H, 9:14
4, 7, L, H, 9:14
4, 8, L, L, 9:14
4, 9, L, L, 9:14
4, 10, M, M, 9:14
4, 11, M, M, 9:14
4, 12, M, L, 9:14
4, 13, H, L, 9:14
4, 14, H, L, 9:14
4, 15, H, M, 9:14
4, 16, H, H, 9:14
4, 17, M, H, 9:14
4, 18, M, H, 9:14
5, 0, M, M, 9:14
5, 1, M, M, 9:14
5, 2, L, L, 9:14
5, 3, L, L, 9:14
5, 4, M, M, 9:14
5, 5, L, L, 9:14
5, 6, L, M, 9:14
5, 7, H, M, 9:14
5, 8, H, M, 9:14
5, 9, H, H, 9:14
5, 10, H, H, 9:14
5, 11, L, H, 9:14
5, 12, L, H, 9:14
5, 13, L, H, 9:14
5, 14, L, H, 9:14
6, 0, L, L, 9:14
6, 1, M, L, 9:14
6, 2, L, L, 9:14
6, 3, L, L, 9:14
6, 4, L, L, 9:14
6, 5, M, M, 9:14
6, 6, M, M, 9:14
7, 0, M, M, 9:14
7, 1, M, M, 9:14
7, 2, L, L, 9:14
7, 3, L, L, 9:14
7, 4, H, H, 9:14
7, 5, H, H, 9:14
7, 6, H, H, 9:14
7, 7, L, L, 9:14
7, 8, L, L, 9:14
7, 9, L, H, 9:14
7, 10, M, H, 9:14
7, 11, M, H, 9:14
8, 0, L, H, 9:14
8, 1, L, M, 9:14
8, 2, L, L, 9:14
8, 3, L, L, 9:14
8, 4, L, L, 9:14
8, 5, L, L, 9:14
8, 6, L, L, 9:14
