#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 8:15
0, 1, L, L, 8:15
0, 2, M, L, 8:15
0, 3, L, L, 8:15
0, 4, M, M, 8:15
0, 5, M, M, 8:15
0, 6, L, L, 8:15
0, 7, L, L, 8:15
0, 8, L, L, 8:15
0, 9, L, L, 8:15
0, 10, L, L, 8:15
0, 11, M, M, 8:15
0, 12, L, L, 8:15
0, 13, L, L, 8:15
0, 14, L, L, 8:15
0, 15, H, M, 8:15
0, 16, H, L, 8:15
0, 17, H, L, 8:15
0, 18, H, L, 8:15
0, 19, H, L, 8:15
0, 20, H, L, 8:15
0, 21, H, L, 8:15
0, 22, H, L, 8:15
0, 23, H, H, 8:15
0, 24, H, H, 8:15
0, 25, H, H, 8:15
0, 26, H, L, 8:15
0, 27, L, L, 8:15
0, 28, L, L, 8:15
0, 29, M, L, 8:15
0, 30, L, L, 8:15
0, 31, L, L, 8:15
0, 32, M, M, 8:15
0, 33, M, M, 8:15
0, 34, L, L, 8:15
0, 35, L, L, 8:15
0, 36, L, L, 8:15
1, 0, L, L, 8:16
1, 1, L, L, 8:16
1, 2, L, L, 8:16
1, 3, L, L, 8:16
1, 4, L, L, 8:16
1, 5, L, L, 8:16
1, 6, M, M, 8:16
1, 7, M, M, 8:16
1, 8, L, L, 8:16
1, 9, L, L, 8:16
1, 10, L, L, 8:16
1, 11, M, M, 8:16
2, 0, M, M, 8:14
2, 1, M, M, 8:14
2, 2, L, L, 8:14
2, 3, L, L, 8:14
2, 4, L, L, 8:14
2, 5, L, L, 8:14
2, 6, M, L, 8:14
2, 7, M, L, 8:14
2, 8, M, L, 8:14
2, 9, L, L, 8:14
2, 10, L, L, 8:14
2, 11, M, M, 8:14
2, 12, M, M, 8:14
2, 13, L, L, 8:14
2, 14, L, L, 8:14
2, 15, M, M, 8:14
2, 16, M, L, 8:14
2, 17, M, M, 8:14
2, 18, M, M, 8:14
2, 19, L, L, 8:14
2, 20, L, L, 8:14
2, 21, L, L, 8:14
2, 22, M, L, 8:14
2, 23, M, M, 8:14
2, 24, M, M, 8:14
3, 0, H, M, 8:14
3, 1, H, M, 8:14
3, 2, H, M, 8:14
3, 3, M, L, 8:14
3, 4, H, L, 8:14
3, 5, H, M, 8:14
3, 6, L, M, 8:14
3, 7, L, L, 8:14
4, 0, L, L, 8:13
4, 1, L, L, 8:13
4, 2, M, M, 8:13
4, 3, L, L, 8:13
4, 4, M, L, 8:13
4, 5, M, M, 8:13
4, 6, L, L, 8:13
4, 7, L, M, 8:13
4, 8, M, L, 8:13
4, 9, L, L, 8:13
4, 10, M, M, 8:13
4, 11, M, M, 8:13
4, 12, M, M, 8:13
4, 13, M, L, 8:13
4, 14, M, L, 8:13
4, 15, M, M, 8:13
4, 16, M, M, 8:13
4, 17, M, L, 8:13
4, 18, L, L, 8:13
5, 0, M, M, 8:13
5, 1, M, M, 8:13
5, 2, L, L, 8:13
5, 3, L, L, 8:13
5, 4, L, L, 8:13
5, 5, L, L, 8:13
5, 6, L, L, 8:13
5, 7, M, L, 8:13
5, 8, L, M, 8:13
5, 9, M, M, 8:13
5, 10, M, M, 8:13
5, 11, L, L, 8:13
5, 12, L, L, 8:13
5, 13, L, L, 8:13
5, 14, M, L, 8:13
6, 0, L, L, 8:13
6, 1, M, M, 8:13
6, 2, L, L, 8:13
6, 3, L, L, 8:13
6, 4, L, L, 8:13
6, 5, L, L, 8:13
6, 6, L, L, 8:13
7, 0, M, M, 8:13
7, 1, M, M, 8:13
7, 2, L, M, 8:13
7, 3, M, M, 8:13
7, 4, L, L, 8:13
7, 5, L, M, 8:13
7, 6, L, M, 8:13
7, 7, L, M, 8:13
7, 8, L, L, 8:13
7, 9, M, M, 8:13
7, 10, M, H, 8:13
7, 11, L, H, 8:13
8, 0, L, H, 8:13
8, 1, L, L, 8:13
8, 2, L, L, 8:13
8, 3, L, L, 8:13
8, 4, L, L, 8:13
8, 5, L, L, 8:13
8, 6, L, L, 8:13
