#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 10:35
0, 1, L, L, 10:35
0, 2, M, M, 10:35
0, 3, L, L, 10:35
0, 4, M, L, 10:35
0, 5, L, L, 10:35
0, 6, L, L, 10:35
0, 7, H, L, 10:35
0, 8, H, L, 10:35
0, 9, H, L, 10:35
0, 10, H, M, 10:35
0, 11, H, M, 10:35
0, 12, H, M, 10:35
0, 13, H, L, 10:35
0, 14, H, L, 10:35
0, 15, H, L, 10:35
0, 16, L, H, 10:35
0, 17, H, H, 10:35
0, 18, L, L, 10:35
0, 19, L, L, 10:35
0, 20, L, L, 10:35
0, 21, L, M, 10:35
0, 22, H, L, 10:35
0, 23, H, L, 10:35
0, 24, H, L, 10:35
0, 25, H, L, 10:35
0, 26, H, H, 10:35
0, 27, L, H, 10:35
0, 28, L, L, 10:35
0, 29, H, L, 10:35
0, 30, H, L, 10:35
0, 31, H, L, 10:35
0, 32, L, M, 10:35
0, 33, L, M, 10:35
0, 34, L, L, 10:35
0, 35, L, L, 10:35
0, 36, L, L, 10:35
1, 0, L, L, 10:38
1, 1, L, L, 10:38
1, 2, L, L, 10:38
1, 3, L, L, 10:38
1, 4, L, L, 10:38
1, 5, L, L, 10:38
1, 6, M, M, 10:38
1, 7, M, M, 10:38
1, 8, L, L, 10:38
1, 9, L, L, 10:38
1, 10, L, L, 10:38
1, 11, M, L, 10:38
2, 0, H, H, 10:38
2, 1, L, M, 10:38
2, 2, L, L, 10:38
2, 3, L, L, 10:38
2, 4, M, M, 10:38
2, 5, M, M, 10:38
2, 6, L, L, 10:38
2, 7, L, L, 10:38
2, 8, L, L, 10:38
2, 9, L, L, 10:38
2, 10, L, L, 10:38
2, 11, L, L, 10:38
2, 12, L, L, 10:38
2, 13, L, L, 10:38
2, 14, M, L, 10:38
2, 15, M, M, 10:38
2, 16, L, M, 10:38
2, 17, L, L, 10:38
2, 18, L, L, 10:38
2, 19, L, L, 10:38
2, 20, L, L, 10:38
2, 21, L, L, 10:38
2, 22, M, L, 10:38
2, 23, M, L, 10:38
2, 24, M, L, 10:38
3, 0, L, L, 10:38
3, 1, H, M, 10:38
3, 2, H, M, 10:38
3, 3, H, L, 10:38
3, 4, H, L, 10:38
3, 5, H, L, 10:38
3, 6, L, L, 10:38
3, 7, L, M, 10:38
4, 0, M, L, 10:38
4, 1, M, L, 10:38
4, 2, L, L, 10:38
4, 3, L, L, 10:38
4, 4, M, M, 10:38
4, 5, M, M, 10:38
4, 6, M, L, 10:38
4, 7, L, L, 10:38
4, 8, M, L, 10:38
4, 9, L, L, 10:38
4, 10, M, L, 10:38
4, 11, M, L, 10:38
4, 12, L, L, 10:38
4, 13, H, L, 10:38
4, 14, H, L, 10:38
4, 15, H, H, 10:38
4, 16, H, H, 10:38
4, 17, L, H, 10:38
4, 18, L, L, 10:38
5, 0, M, M, 10:39
5, 1, M, M, 10:39
5, 2, L, L, 10:39
5, 3, L, L, 10:39
5, 4, L, L, 10:39
5, 5, L, L, 10:39
5, 6, L, L, 10:39
5, 7, H, L, 10:39
5, 8, H, L, 10:39
5, 9, H, H, 10:39
5, 10, H, H, 10:39
5, 11, L, H, 10:39
5, 12, L, H, 10:39
5, 13, M, H, 10:39
5, 14, M, H, 10:39
6, 0, L, L, 10:39
6, 1, L, L, 10:39
6, 2, L, L, 10:39
6, 3, L, L, 10:39
6, 4, L, L, 10:39
6, 5, M, M, 10:39
6, 6, M, M, 10:39
7, 0, L, L, 10:39
7, 1, L, L, 10:39
7, 2, L, L, 10:39
7, 3, L, L, 10:39
7, 4, L, L, 10:39
7, 5, L, L, 10:39
7, 6, L, L, 10:39
7, 7, L, L, 10:39
7, 8, M, M, 10:39
7, 9, M, H, 10:39
7, 10, L, H, 10:39
7, 11, M, H, 10:39
8, 0, L, L, 10:28
8, 1, L, L, 10:28
8, 2, L, H, 10:28
8, 3, L, L, 10:28
8, 4, L, L, 10:28
8, 5, L, H, 10:28
8, 6, L, L, 10:28
