#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 3:20
0, 1, L, L, 3:20
0, 2, M, M, 3:20
0, 3, L, L, 3:20
0, 4, M, L, 3:20
0, 5, M, L, 3:20
0, 6, L, L, 3:20
0, 7, L, L, 3:20
0, 8, H, L, 3:20
0, 9, H, L, 3:20
0, 10, H, M, 3:20
0, 11, H, M, 3:20
0, 12, H, M, 3:20
0, 13, H, L, 3:20
0, 14, H, L, 3:20
0, 15, H, L, 3:20
0, 16, H, M, 3:20
0, 17, H, M, 3:20
0, 18, L, L, 3:20
0, 19, L, H, 3:20
0, 20, L, H, 3:20
0, 21, H, L, 3:20
0, 22, H, L, 3:20
0, 23, H, H, 3:20
0, 24, H, H, 3:20
0, 25, H, H, 3:20
0, 26, H, M, 3:20
0, 27, L, L, 3:20
0, 28, L, L, 3:20
0, 29, L, L, 3:20
0, 30, M, L, 3:20
0, 31, M, L, 3:20
0, 32, L, M, 3:20
0, 33, L, M, 3:20
0, 34, L, L, 3:20
0, 35, L, L, 3:20
0, 36, L, L, 3:20
1, 0, L, L, 3:25
1, 1, L, L, 3:25
1, 2, L, L, 3:25
1, 3, L, L, 3:25
1, 4, L, L, 3:25
1, 5, L, L, 3:25
1, 6, M, M, 3:25
1, 7, M, M, 3:25
1, 8, L, L, 3:25
1, 9, L, L, 3:25
1, 10, L, L, 3:25
1, 11, L, L, 3:25
2, 0, M, M, 3:25
2, 1, M, M, 3:25
2, 2, L, L, 3:25
2, 3, L, L, 3:25
2, 4, M, M, 3:25
2, 5, M, M, 3:25
2, 6, L, M, 3:25
2, 7, L, M, 3:25
2, 8, L, L, 3:25
2, 9, L, L, 3:25
2, 10, L, L, 3:25
2, 11, L, L, 3:25
2, 12, L, L, 3:25
2, 13, L, L, 3:25
2, 14, M, L, 3:25
2, 15, M, M, 3:25
2, 16, L, M, 3:25
2, 17, L, L, 3:25
2, 18, L, L, 3:25
2, 19, L, L, 3:25
2, 20, L, L, 3:25
2, 21, L, L, 3:25
2, 22, L, L, 3:25
2, 23, M, L, 3:25
2, 24, M, M, 3:25
3, 0, L, L, 3:25
3, 1, M, M, 3:25
3, 2, M, M, 3:25
3, 3, M, L, 3:25
3, 4, M, L, 3:25
3, 5, M, M, 3:25
3, 6, L, M, 3:25
3, 7, L, M, 3:25
4, 0, M, M, 3:27
4, 1, L, L, 3:27
4, 2, L, L, 3:27
4, 3, M, L, 3:27
4, 4, H, H, 3:27
4, 5, H, H, 3:27
4, 6, M, H, 3:27
4, 7, M, M, 3:27
4, 8, M, M, 3:27
4, 9, L, L, 3:27
4, 10, H, H, 3:27
4, 11, H, H, 3:27
4, 12, H, H, 3:27
4, 13, H, H, 3:27
4, 14, H, H, 3:27
4, 15, H, H, 3:27
4, 16, H, H, 3:27
4, 17, H, H, 3:27
4, 18, M, H, 3:27
5, 0, M, M, 3:26
5, 1, M, M, 3:26
5, 2, L, L, 3:26
5, 3, L, L, 3:26
5, 4, L, L, 3:26
5, 5, L, L, 3:26
5, 6, M, H, 3:26
5, 7, H, M, 3:26
5, 8, H, M, 3:26
5, 9, H, H, 3:26
5, 10, H, H, 3:26
5, 11, M, H, 3:26
5, 12, L, L, 3:26
5, 13, L, L, 3:26
5, 14, L, L, 3:26
6, 0, L, L, 3:26
6, 1, L, L, 3:26
6, 2, L, L, 3:26
6, 3, L, L, 3:26
6, 4, L, L, 3:26
6, 5, M, M, 3:26
6, 6, M, M, 3:26
7, 0, L, L, 3:26
7, 1, L, L, 3:26
7, 2, M, M, 3:26
7, 3, M, M, 3:26
7, 4, M, M, 3:26
7, 5, M, M, 3:26
7, 6, M, M, 3:26
7, 7, L, L, 3:26
7, 8, M, M, 3:26
7, 9, M, H, 3:26
7, 10, L, H, 3:26
7, 11, M, H, 3:26
8, 0, L, H, 3:26
8, 1, L, L, 3:26
8, 2, L, L, 3:26
8, 3, L, L, 3:26
8, 4, L, L, 3:26
8, 5, L, L, 3:26
8, 6, L, L, 3:26
