#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 11:16
0, 1, L, L, 11:16
0, 2, M, M, 11:16
0, 3, L, L, 11:16
0, 4, L, L, 11:16
0, 5, L, L, 11:16
0, 6, L, L, 11:16
0, 7, L, L, 11:16
0, 8, L, L, 11:16
0, 9, L, L, 11:16
0, 10, L, M, 11:16
0, 11, M, H, 11:16
0, 12, L, H, 11:16
0, 13, L, H, 11:16
0, 14, L, H, 11:16
0, 15, L, L, 11:16
0, 16, M, L, 11:16
0, 17, L, L, 11:16
0, 18, L, L, 11:16
0, 19, L, M, 11:16
0, 20, L, L, 11:16
0, 21, L, H, 11:16
0, 22, M, H, 11:16
0, 23, L, H, 11:16
0, 24, L, H, 11:16
0, 25, H, H, 11:16
0, 26, H, H, 11:16
0, 27, H, L, 11:16
0, 28, H, M, 11:16
0, 29, H, L, 11:16
0, 30, L, H, 11:16
0, 31, M, H, 11:16
0, 32, L, H, 11:16
0, 33, L, H, 11:16
0, 34, L, L, 11:16
0, 35, L, L, 11:16
0, 36, L, L, 11:16
1, 0, L, L, 11:14
1, 1, L, L, 11:14
1, 2, L, L, 11:14
1, 3, L, L, 11:14
1, 4, L, L, 11:14
1, 5, L, L, 11:14
1, 6, M, M, 11:14
1, 7, M, M, 11:14
1, 8, L, L, 11:14
1, 9, L, L, 11:14
1, 10, L, L, 11:14
1, 11, M, M, 11:14
2, 0, M, M, 11:14
2, 1, M, M, 11:14
2, 2, L, M, 11:14
2, 3, L, M, 11:14
2, 4, M, M, 11:14
2, 5, M, M, 11:14
2, 6, M, M, 11:14
2, 7, M, L, 11:14
2, 8, L, L, 11:14
2, 9, L, L, 11:14
2, 10, L, L, 11:14
2, 11, L, M, 11:14
2, 12, L, L, 11:14
2, 13, L, L, 11:14
2, 14, M, L, 11:14
2, 15, M, M, 11:14
2, 16, L, M, 11:14
2, 17, L, L, 11:14
2, 18, H, M, 11:14
2, 19, H, L, 11:14
2, 20, H, L, 11:14
2, 21, H, L, 11:14
2, 22, H, L, 11:14
2, 23, H, L, 11:14
2, 24, H, M, 11:14
3, 0, H, M, 11:14
3, 1, H, M, 11:14
3, 2, H, L, 11:14
3, 3, H, L, 11:14
3, 4, H, L, 11:14
3, 5, H, M, 11:14
3, 6, L, L, 11:14
3, 7, M, M, 11:14
4, 0, M, L, 11:15
4, 1, M, L, 11:15
4, 2, H, L, 11:15
4, 3, H, H, 11:15
4, 4, H, H, 11:15
4, 5, H, H, 11:15
4, 6, L, H, 11:15
4, 7, L, L, 11:15
4, 8, L, L, 11:15
4, 9, L, L, 11:15
4, 10, M, M, 11:15
4, 11, M, M, 11:15
4, 12, M, M, 11:15
4, 13, L, L, 11:15
4, 14, H, L, 11:15
4, 15, H, M, 11:15
4, 16, H, M, 11:15
4, 17, L, L, 11:15
4, 18, L, L, 11:15
5, 0, L, M, 11:15
5, 1, M, M, 11:15
5, 2, M, M, 11:15
5, 3, L, L, 11:15
5, 4, L, L, 11:15
5, 5, L, L, 11:15
5, 6, L, L, 11:15
5, 7, L, M, 11:15
5, 8, M, M, 11:15
5, 9, M, H, 11:15
5, 10, M, H, 11:15
5, 11, M, H, 11:15
5, 12, L, M, 11:15
5, 13, M, M, 11:15
5, 14, L, L, 11:15
6, 0, L, L, 11:15
6, 1, L, L, 11:15
6, 2, L, L, 11:15
6, 3, L, L, 11:15
6, 4, L, L, 11:15
6, 5, M, M, 11:15
6, 6, L, L, 11:15
7, 0, L, M, 11:15
7, 1, M, M, 11:15
7, 2, M, M, 11:15
7, 3, L, L, 11:15
7, 4, L, L, 11:15
7, 5, L, H, 11:15
7, 6, M, H, 11:15
7, 7, L, H, 11:15
7, 8, L, L, 11:15
7, 9, M, M, 11:15
7, 10, M, M, 11:15
7, 11, L, L, 11:15
8, 0, L, L, 11:10
8, 1, L, L, 11:10
8, 2, L, L, 11:10
8, 3, L, L, 11:10
8, 4, L, L, 11:10
8, 5, L, L, 11:10
8, 6, L, L, 11:10
