#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 6:49
0, 1, L, L, 6:49
0, 2, M, M, 6:49
0, 3, H, H, 6:49
0, 4, H, H, 6:49
0, 5, L, L, 6:49
0, 6, L, L, 6:49
0, 7, H, L, 6:49
0, 8, H, L, 6:49
0, 9, H, L, 6:49
0, 10, H, L, 6:49
0, 11, H, L, 6:49
0, 12, H, L, 6:49
0, 13, H, L, 6:49
0, 14, H, L, 6:49
0, 15, H, L, 6:49
0, 16, H, L, 6:49
0, 17, H, L, 6:49
0, 18, H, L, 6:49
0, 19, H, L, 6:49
0, 20, H, L, 6:49
0, 21, H, L, 6:49
0, 22, H, L, 6:49
0, 23, H, M, 6:49
0, 24, H, M, 6:49
0, 25, H, L, 6:49
0, 26, H, M, 6:49
0, 27, L, L, 6:49
0, 28, L, L, 6:49
0, 29, L, L, 6:49
0, 30, M, L, 6:49
0, 31, M, L, 6:49
0, 32, L, M, 6:49
0, 33, L, M, 6:49
0, 34, L, L, 6:49
0, 35, L, L, 6:49
0, 36, L, L, 6:49
1, 0, M, M, 6:49
1, 1, L, L, 6:49
1, 2, L, M, 6:49
1, 3, L, L, 6:49
1, 4, L, L, 6:49
1, 5, L, L, 6:49
1, 6, M, M, 6:49
1, 7, M, M, 6:49
1, 8, L, L, 6:49
1, 9, L, L, 6:49
1, 10, L, L, 6:49
1, 11, M, M, 6:49
2, 0, M, M, 6:49
2, 1, L, L, 6:49
2, 2, L, L, 6:49
2, 3, M, L, 6:49
2, 4, L, M, 6:49
2, 5, L, L, 6:49
2, 6, L, L, 6:49
2, 7, L, L, 6:49
2, 8, M, M, 6:49
2, 9, L, L, 6:49
2, 10, L, L, 6:49
2, 11, L, L, 6:49
2, 12, L, L, 6:49
2, 13, L, L, 6:49
2, 14, M, L, 6:49
2, 15, M, M, 6:49
2, 16, L, M, 6:49
2, 17, L, L, 6:49
2, 18, L, L, 6:49
2, 19, L, L, 6:49
2, 20, L, L, 6:49
2, 21, L, L, 6:49
2, 22, L, L, 6:49
2, 23, M, M, 6:49
2, 24, M, M, 6:49
3, 0, L, M, 6:49
3, 1, M, L, 6:49
3, 2, M, L, 6:49
3, 3, M, L, 6:49
3, 4, M, M, 6:49
3, 5, M, L, 6:49
3, 6, L, L, 6:49
3, 7, M, M, 6:49
4, 0, M, M, 6:49
4, 1, M, L, 6:49
4, 2, L, L, 6:49
4, 3, H, L, 6:49
4, 4, H, H, 6:49
4, 5, H, H, 6:49
4, 6, H, H, 6:49
4, 7, H, H, 6:49
4, 8, L, L, 6:49
4, 9, L, L, 6:49
4, 10, H, H, 6:49
4, 11, H, H, 6:49
4, 12, H, H, 6:49
4, 13, H, L, 6:49
4, 14, H, L, 6:49
4, 15, H, L, 6:49
4, 16, H, M, 6:49
4, 17, L, M, 6:49
4, 18, M, L, 6:49
5, 0, M, M, 6:49
5, 1, M, M, 6:49
5, 2, L, M, 6:49
5, 3, L, L, 6:49
5, 4, L, L, 6:49
5, 5, L, L, 6:49
5, 6, L, L, 6:49
5, 7, L, L, 6:49
5, 8, L, L, 6:49
5, 9, M, L, 6:49
5, 10, M, H, 6:49
5, 11, L, H, 6:49
5, 12, L, H, 6:49
5, 13, M, H, 6:49
5, 14, M, H, 6:49
6, 0, L, H, 6:49
6, 1, L, H, 6:49
6, 2, L, L, 6:49
6, 3, L, L, 6:49
6, 4, L, L, 6:49
6, 5, L, L, 6:49
6, 6, L, L, 6:49
7, 0, M, M, 6:49
7, 1, L, M, 6:49
7, 2, M, M, 6:49
7, 3, L, L, 6:49
7, 4, L, L, 6:49
7, 5, M, L, 6:49
7, 6, M, M, 6:49
7, 7, L, M, 6:49
7, 8, L, M, 6:49
7, 9, L, H, 6:49
7, 10, L, H, 6:49
7, 11, M, H, 6:49
8, 0, L, H, 7:01
8, 1, L, M, 7:01
8, 2, L, L, 7:01
8, 3, L, L, 7:01
8, 4, L, L, 7:01
8, 5, L, L, 7:01
8, 6, L, L, 7:01
