#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 11:24
0, 1, L, L, 11:24
0, 2, M, M, 11:24
0, 3, L, L, 11:24
0, 4, M, M, 11:24
0, 5, L, L, 11:24
0, 6, L, L, 11:24
0, 7, L, L, 11:24
0, 8, L, L, 11:24
0, 9, L, L, 11:24
0, 10, L, L, 11:24
0, 11, L, M, 11:24
0, 12, L, M, 11:24
0, 13, L, L, 11:24
0, 14, L, L, 11:24
0, 15, L, L, 11:24
0, 16, L, M, 11:24
0, 17, L, L, 11:24
0, 18, L, L, 11:24
0, 19, L, L, 11:24
0, 20, L, L, 11:24
0, 21, L, L, 11:24
0, 22, L, L, 11:24
0, 23, L, M, 11:24
0, 24, L, L, 11:24
0, 25, M, L, 11:24
0, 26, L, L, 11:24
0, 27, H, L, 11:24
0, 28, H, L, 11:24
0, 29, H, L, 11:24
0, 30, L, L, 11:24
0, 31, M, L, 11:24
0, 32, L, M, 11:24
0, 33, L, L, 11:24
0, 34, L, L, 11:24
0, 35, L, L, 11:24
0, 36, L, L, 11:24
1, 0, L, L, 11:24
1, 1, L, L, 11:24
1, 2, L, L, 11:24
1, 3, L, L, 11:24
1, 4, L, L, 11:24
1, 5, L, L, 11:24
1, 6, L, L, 11:24
1, 7, L, L, 11:24
1, 8, L, L, 11:24
1, 9, L, L, 11:24
1, 10, L, L, 11:24
1, 11, L, L, 11:24
2, 0, L, L, 11:24
2, 1, L, L, 11:24
2, 2, L, L, 11:24
2, 3, L, L, 11:24
2, 4, L, L, 11:24
2, 5, L, L, 11:24
2, 6, L, L, 11:24
2, 7, L, L, 11:24
2, 8, L, L, 11:24
2, 9, L, L, 11:24
2, 10, L, L, 11:24
2, 11, L, L, 11:24
2, 12, L, L, 11:24
2, 13, L, L, 11:24
2, 14, L, L, 11:24
2, 15, M, M, 11:24
2, 16, L, L, 11:24
2, 17, L, L, 11:24
2, 18, L, L, 11:24
2, 19, L, L, 11:24
2, 20, L, L, 11:24
2, 21, L, L, 11:24
2, 22, L, L, 11:24
2, 23, L, L, 11:24
2, 24, L, L, 11:24
3, 0, L, L, 11:24
3, 1, L, M, 11:24
3, 2, L, L, 11:24
3, 3, L, L, 11:24
3, 4, L, L, 11:24
3, 5, M, M, 11:24
3, 6, L, L, 11:24
3, 7, L, M, 11:24
4, 0, L, L, 11:24
4, 1, L, L, 11:24
4, 2, L, L, 11:24
4, 3, L, L, 11:24
4, 4, L, M, 11:24
4, 5, M, M, 11:24
4, 6, L, L, 11:24
4, 7, L, L, 11:24
4, 8, L, L, 11:24
4, 9, L, L, 11:24
4, 10, M, M, 11:24
4, 11, L, L, 11:24
4, 12, M, L, 11:24
4, 13, L, L, 11:24
4, 14, L, L, 11:24
4, 15, L, M, 11:24
4, 16, M, M, 11:24
4, 17, L, L, 11:24
4, 18, L, L, 11:24
5, 0, M, M, 11:24
5, 1, M, M, 11:24
5, 2, L, L, 11:24
5, 3, L, L, 11:24
5, 4, L, L, 11:24
5, 5, L, L, 11:24
5, 6, L, L, 11:24
5, 7, L, L, 11:24
5, 8, L, L, 11:24
5, 9, M, M, 11:24
5, 10, L, L, 11:24
5, 11, L, L, 11:24
5, 12, L, L, 11:24
5, 13, L, L, 11:24
5, 14, L, L, 11:24
6, 0, L, L, 11:24
6, 1, M, L, 11:24
6, 2, L, L, 11:24
6, 3, L, L, 11:24
6, 4, L, L, 11:24
6, 5, L, L, 11:24
6, 6, M, M, 11:24
7, 0, M, M, 11:24
7, 1, M, M, 11:24
7, 2, L, M, 11:24
7, 3, L, L, 11:24
7, 4, L, L, 11:24
7, 5, L, M, 11:24
7, 6, L, M, 11:24
7, 7, L, L, 11:24
7, 8, L, L, 11:24
7, 9, M, M, 11:24
7, 10, L, L, 11:24
7, 11, L, L, 11:24
8, 0, L, L, 11:24
8, 1, L, L, 11:24
8, 2, L, L, 11:24
8, 3, L, L, 11:24
8, 4, L, L, 11:24
8, 5, L, L, 11:24
8, 6, L, L, 11:24
