#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 7:15
0, 1, L, L, 7:15
0, 2, M, M, 7:15
0, 3, L, L, 7:15
0, 4, L, L, 7:15
0, 5, L, L, 7:15
0, 6, L, L, 7:15
0, 7, L, L, 7:15
0, 8, L, L, 7:15
0, 9, L, L, 7:15
0, 10, L, M, 7:15
0, 11, M, M, 7:15
0, 12, L, M, 7:15
0, 13, L, L, 7:15
0, 14, L, L, 7:15
0, 15, L, H, 7:15
0, 16, L, H, 7:15
0, 17, L, H, 7:15
0, 18, L, L, 7:15
0, 19, L, H, 7:15
0, 20, L, H, 7:15
0, 21, L, M, 7:15
0, 22, L, L, 7:15
0, 23, L, L, 7:15
0, 24, L, L, 7:15
0, 25, L, L, 7:15
0, 26, M, L, 7:15
0, 27, H, L, 7:15
0, 28, H, L, 7:15
0, 29, H, L, 7:15
0, 30, H, L, 7:15
0, 31, H, L, 7:15
0, 32, L, H, 7:15
0, 33, L, H, 7:15
0, 34, L, L, 7:15
0, 35, L, L, 7:15
0, 36, L, L, 7:15
1, 0, L, L, 7:16
1, 1, L, L, 7:16
1, 2, L, L, 7:16
1, 3, L, L, 7:16
1, 4, L, L, 7:16
1, 5, L, L, 7:16
1, 6, M, M, 7:16
1, 7, M, M, 7:16
1, 8, L, L, 7:16
1, 9, L, L, 7:16
1, 10, L, L, 7:16
1, 11, L, L, 7:16
2, 0, M, M, 7:16
2, 1, M, M, 7:16
2, 2, L, L, 7:16
2, 3, L, L, 7:16
2, 4, M, M, 7:16
2, 5, M, M, 7:16
2, 6, L, M, 7:16
2, 7, L, L, 7:16
2, 8, L, L, 7:16
2, 9, L, L, 7:16
2, 10, L, L, 7:16
2, 11, L, L, 7:16
2, 12, L, L, 7:16
2, 13, L, L, 7:16
2, 14, M, L, 7:16
2, 15, M, M, 7:16
2, 16, L, M, 7:16
2, 17, L, L, 7:16
2, 18, L, L, 7:16
2, 19, L, L, 7:16
2, 20, L, L, 7:16
2, 21, L, L, 7:16
2, 22, L, L, 7:16
2, 23, L, L, 7:16
2, 24, M, M, 7:16
3, 0, L, L, 7:16
3, 1, M, M, 7:16
3, 2, M, M, 7:16
3, 3, M, L, 7:16
3, 4, M, L, 7:16
3, 5, M, M, 7:16
3, 6, L, M, 7:16
3, 7, L, M, 7:16
4, 0, L, L, 7:16
4, 1, L, L, 7:16
4, 2, L, L, 7:16
4, 3, L, L, 7:16
4, 4, M, L, 7:16
4, 5, M, M, 7:16
4, 6, M, M, 7:16
4, 7, L, M, 7:16
4, 8, M, L, 7:16
4, 9, L, L, 7:16
4, 10, M, L, 7:16
4, 11, L, L, 7:16
4, 12, L, L, 7:16
4, 13, L, L, 7:16
4, 14, L, L, 7:16
4, 15, L, L, 7:16
4, 16, M, M, 7:16
4, 17, L, M, 7:16
4, 18, L, M, 7:16
5, 0, M, M, 7:16
5, 1, M, M, 7:16
5, 2, L, L, 7:16
5, 3, L, L, 7:16
5, 4, L, L, 7:16
5, 5, L, L, 7:16
5, 6, L, L, 7:16
5, 7, L, L, 7:16
5, 8, M, L, 7:16
5, 9, M, L, 7:16
5, 10, M, M, 7:16
5, 11, L, M, 7:16
5, 12, L, M, 7:16
5, 13, L, L, 7:16
5, 14, L, L, 7:16
6, 0, M, L, 7:16
6, 1, M, L, 7:16
6, 2, L, L, 7:16
6, 3, L, L, 7:16
6, 4, L, L, 7:16
6, 5, L, L, 7:16
6, 6, L, L, 7:16
7, 0, M, M, 7:16
7, 1, L, L, 7:16
7, 2, L, M, 7:16
7, 3, L, M, 7:16
7, 4, L, L, 7:16
7, 5, L, L, 7:16
7, 6, M, M, 7:16
7, 7, L, L, 7:16
7, 8, L, H, 7:16
7, 9, L, H, 7:16
7, 10, L, H, 7:16
7, 11, L, L, 7:16
8, 0, L, M, 7:16
8, 1, L, L, 7:16
8, 2, L, L, 7:16
8, 3, L, L, 7:16
8, 4, L, L, 7:16
8, 5, L, L, 7:16
8, 6, L, L, 7:16
