#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 1:31
0, 1, L, L, 1:31
0, 2, L, L, 1:31
0, 3, L, L, 1:31
0, 4, L, L, 1:31
0, 5, L, L, 1:31
0, 6, L, L, 1:31
0, 7, L, L, 1:31
0, 8, L, L, 1:31
0, 9, L, L, 1:31
0, 10, M, H, 1:31
0, 11, M, H, 1:31
0, 12, L, H, 1:31
0, 13, L, H, 1:31
0, 14, L, H, 1:31
0, 15, L, L, 1:31
0, 16, M, H, 1:31
0, 17, L, H, 1:31
0, 18, L, L, 1:31
0, 19, L, H, 1:31
0, 20, L, H, 1:31
0, 21, L, H, 1:31
0, 22, M, H, 1:31
0, 23, L, H, 1:31
0, 24, M, H, 1:31
0, 25, M, H, 1:31
0, 26, M, H, 1:31
0, 27, L, H, 1:31
0, 28, L, H, 1:31
0, 29, H, L, 1:31
0, 30, H, L, 1:31
0, 31, H, L, 1:31
0, 32, L, H, 1:31
0, 33, L, H, 1:31
0, 34, L, L, 1:31
0, 35, L, L, 1:31
0, 36, L, L, 1:31
1, 0, L, L, 1:26
1, 1, L, L, 1:26
1, 2, L, L, 1:26
1, 3, L, L, 1:26
1, 4, L, L, 1:26
1, 5, L, L, 1:26
1, 6, M, M, 1:26
1, 7, M, M, 1:26
1, 8, L, L, 1:26
1, 9, L, L, 1:26
1, 10, L, L, 1:26
1, 11, L, L, 1:26
2, 0, M, M, 1:26
2, 1, M, M, 1:26
2, 2, L, L, 1:26
2, 3, L, L, 1:26
2, 4, M, M, 1:26
2, 5, M, M, 1:26
2, 6, L, L, 1:26
2, 7, L, L, 1:26
2, 8, L, L, 1:26
2, 9, L, L, 1:26
2, 10, L, L, 1:26
2, 11, L, L, 1:26
2, 12, L, L, 1:26
2, 13, L, L, 1:26
2, 14, M, L, 1:26
2, 15, M, M, 1:26
2, 16, L, M, 1:26
2, 17, L, L, 1:26
2, 18, L, L, 1:26
2, 19, L, L, 1:26
2, 20, L, L, 1:26
2, 21, L, L, 1:26
2, 22, L, L, 1:26
2, 23, L, L, 1:26
2, 24, L, L, 1:26
3, 0, L, L, 1:26
3, 1, M, L, 1:26
3, 2, M, L, 1:26
3, 3, M, L, 1:26
3, 4, M, L, 1:26
3, 5, M, M, 1:26
3, 6, L, M, 1:26
3, 7, L, M, 1:26
4, 0, H, L, 1:26
4, 1, H, L, 1:26
4, 2, H, L, 1:26
4, 3, H, L, 1:26
4, 4, H, H, 1:26
4, 5, H, H, 1:26
4, 6, H, H, 1:26
4, 7, L, H, 1:26
4, 8, L, L, 1:26
4, 9, L, L, 1:26
4, 10, H, H, 1:26
4, 11, H, H, 1:26
4, 12, H, H, 1:26
4, 13, L, L, 1:26
4, 14, H, H, 1:26
4, 15, H, H, 1:26
4, 16, H, H, 1:26
4, 17, L, H, 1:26
4, 18, L, H, 1:26
5, 0, L, L, 1:26
5, 1, L, L, 1:26
5, 2, L, L, 1:26
5, 3, L, L, 1:26
5, 4, L, L, 1:26
5, 5, L, L, 1:26
5, 6, L, L, 1:26
5, 7, L, L, 1:26
5, 8, L, L, 1:26
5, 9, L, L, 1:26
5, 10, L, L, 1:26
5, 11, L, L, 1:26
5, 12, L, L, 1:26
5, 13, L, L, 1:26
5, 14, L, L, 1:26
6, 0, L, L, 1:27
6, 1, L, L, 1:27
6, 2, L, L, 1:27
6, 3, L, L, 1:27
6, 4, L, L, 1:27
6, 5, L, L, 1:27
6, 6, L, L, 1:27
7, 0, L, L, 1:27
7, 1, L, L, 1:27
7, 2, L, L, 1:27
7, 3, L, L, 1:27
7, 4, L, L, 1:27
7, 5, L, L, 1:27
7, 6, L, L, 1:27
7, 7, L, L, 1:27
7, 8, L, L, 1:27
7, 9, L, L, 1:27
7, 10, L, L, 1:27
7, 11, L, L, 1:27
8, 0, L, M, 1:29
8, 1, L, L, 1:29
8, 2, L, L, 1:29
8, 3, L, L, 1:29
8, 4, L, L, 1:29
8, 5, L, L, 1:29
8, 6, L, L, 1:29
