#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 7:13
0, 1, L, L, 7:13
0, 2, L, L, 7:13
0, 3, L, L, 7:13
0, 4, M, L, 7:13
0, 5, M, L, 7:13
0, 6, L, L, 7:13
0, 7, L, L, 7:13
0, 8, H, L, 7:13
0, 9, H, L, 7:13
0, 10, H, L, 7:13
0, 11, H, M, 7:13
0, 12, H, M, 7:13
0, 13, H, L, 7:13
0, 14, H, L, 7:13
0, 15, H, L, 7:13
0, 16, H, H, 7:13
0, 17, H, H, 7:13
0, 18, L, H, 7:13
0, 19, H, L, 7:13
0, 20, H, L, 7:13
0, 21, H, L, 7:13
0, 22, H, L, 7:13
0, 23, H, M, 7:13
0, 24, H, L, 7:13
0, 25, H, L, 7:13
0, 26, H, L, 7:13
0, 27, L, L, 7:13
0, 28, L, M, 7:13
0, 29, M, L, 7:13
0, 30, M, L, 7:13
0, 31, M, L, 7:13
0, 32, L, M, 7:13
0, 33, L, M, 7:13
0, 34, L, L, 7:13
0, 35, L, L, 7:13
0, 36, L, L, 7:13
1, 0, L, L, 6:48
1, 1, L, L, 6:48
1, 2, L, L, 6:48
1, 3, L, L, 6:48
1, 4, L, L, 6:48
1, 5, L, L, 6:48
1, 6, M, M, 6:48
1, 7, M, M, 6:48
1, 8, L, L, 6:48
1, 9, L, L, 6:48
1, 10, L, L, 6:48
1, 11, M, L, 6:48
2, 0, M, M, 6:48
2, 1, L, L, 6:48
2, 2, L, L, 6:48
2, 3, L, L, 6:48
2, 4, M, M, 6:48
2, 5, L, L, 6:48
2, 6, L, L, 6:48
2, 7, L, L, 6:48
2, 8, L, L, 6:48
2, 9, L, L, 6:48
2, 10, L, L, 6:48
2, 11, M, L, 6:48
2, 12, M, L, 6:48
2, 13, L, L, 6:48
2, 14, L, L, 6:48
2, 15, M, M, 6:48
2, 16, L, L, 6:48
2, 17, L, L, 6:48
2, 18, L, L, 6:48
2, 19, L, L, 6:48
2, 20, L, L, 6:48
2, 21, L, L, 6:48
2, 22, M, L, 6:48
2, 23, M, L, 6:48
2, 24, M, L, 6:48
3, 0, L, L, 6:48
3, 1, M, L, 6:48
3, 2, M, L, 6:48
3, 3, L, L, 6:48
3, 4, L, L, 6:48
3, 5, M, M, 6:48
3, 6, M, L, 6:48
3, 7, L, L, 6:48
4, 0, H, L, 7:14
4, 1, H, L, 7:14
4, 2, H, L, 7:14
4, 3, H, L, 7:14
4, 4, H, L, 7:14
4, 5, H, H, 7:14
4, 6, L, H, 7:14
4, 7, L, H, 7:14
4, 8, L, H, 7:14
4, 9, L, L, 7:14
4, 10, M, L, 7:14
4, 11, M, M, 7:14
4, 12, L, M, 7:14
4, 13, H, L, 7:14
4, 14, H, L, 7:14
4, 15, H, M, 7:14
4, 16, H, M, 7:14
4, 17, H, L, 7:14
4, 18, L, M, 7:14
5, 0, M, M, 7:10
5, 1, M, M, 7:10
5, 2, L, L, 7:10
5, 3, L, L, 7:10
5, 4, L, L, 7:10
5, 5, L, L, 7:10
5, 6, L, H, 7:10
5, 7, H, H, 7:10
5, 8, H, H, 7:10
5, 9, H, H, 7:10
5, 10, H, M, 7:10
5, 11, H, M, 7:10
5, 12, L, M, 7:10
5, 13, L, M, 7:10
5, 14, L, L, 7:10
6, 0, L, H, 6:58
6, 1, L, H, 6:58
6, 2, L, H, 6:58
6, 3, L, L, 6:58
6, 4, L, L, 6:58
6, 5, M, M, 6:58
6, 6, M, M, 6:58
7, 0, M, M, 7:05
7, 1, M, M, 7:05
7, 2, L, L, 7:05
7, 3, L, L, 7:05
7, 4, L, L, 7:05
7, 5, M, M, 7:05
7, 6, M, M, 7:05
7, 7, L, M, 7:05
7, 8, L, L, 7:05
7, 9, M, M, 7:05
7, 10, M, M, 7:05
7, 11, L, L, 7:05
8, 0, L, H, 7:02
8, 1, L, L, 7:02
8, 2, L, L, 7:02
8, 3, L, L, 7:02
8, 4, L, L, 7:02
8, 5, L, L, 7:02
8, 6, L, L, 7:02
