#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:18
0, 1, L, L, 12:18
0, 2, M, M, 12:18
0, 3, L, L, 12:18
0, 4, M, M, 12:18
0, 5, M, M, 12:18
0, 6, L, L, 12:18
0, 7, H, L, 12:18
0, 8, H, L, 12:18
0, 9, H, L, 12:18
0, 10, H, L, 12:18
0, 11, H, M, 12:18
0, 12, H, M, 12:18
0, 13, H, M, 12:18
0, 14, H, M, 12:18
0, 15, H, M, 12:18
0, 16, H, M, 12:18
0, 17, H, M, 12:18
0, 18, L, L, 12:18
0, 19, M, L, 12:18
0, 20, L, L, 12:18
0, 21, M, H, 12:18
0, 22, H, H, 12:18
0, 23, H, H, 12:18
0, 24, H, L, 12:18
0, 25, H, L, 12:18
0, 26, H, M, 12:18
0, 27, H, L, 12:18
0, 28, H, M, 12:18
0, 29, H, L, 12:18
0, 30, H, M, 12:18
0, 31, H, L, 12:18
0, 32, M, H, 12:18
0, 33, M, H, 12:18
0, 34, L, L, 12:18
0, 35, L, L, 12:18
0, 36, L, L, 12:18
1, 0, L, L, 12:10
1, 1, L, L, 12:10
1, 2, L, L, 12:10
1, 3, L, L, 12:10
1, 4, L, L, 12:10
1, 5, L, L, 12:10
1, 6, M, M, 12:10
1, 7, M, M, 12:10
1, 8, L, L, 12:10
1, 9, L, L, 12:10
1, 10, L, L, 12:10
1, 11, M, L, 12:10
2, 0, M, M, 12:04
2, 1, M, M, 12:04
2, 2, L, L, 12:04
2, 3, L, L, 12:04
2, 4, M, M, 12:04
2, 5, M, M, 12:04
2, 6, M, M, 12:04
2, 7, M, M, 12:04
2, 8, M, M, 12:04
2, 9, L, L, 12:04
2, 10, L, L, 12:04
2, 11, M, M, 12:04
2, 12, L, M, 12:04
2, 13, L, L, 12:04
2, 14, M, L, 12:04
2, 15, M, M, 12:04
2, 16, L, M, 12:04
2, 17, M, M, 12:04
2, 18, M, M, 12:04
2, 19, L, L, 12:04
2, 20, M, M, 12:04
2, 21, M, L, 12:04
2, 22, L, L, 12:04
2, 23, M, L, 12:04
2, 24, M, L, 12:04
3, 0, H, M, 12:10
3, 1, H, M, 12:10
3, 2, H, L, 12:10
3, 3, H, M, 12:10
3, 4, H, L, 12:10
3, 5, H, M, 12:10
3, 6, L, L, 12:10
3, 7, M, M, 12:10
4, 0, L, L, 12:16
4, 1, M, L, 12:16
4, 2, M, M, 12:16
4, 3, L, L, 12:16
4, 4, M, M, 12:16
4, 5, M, M, 12:16
4, 6, L, M, 12:16
4, 7, L, L, 12:16
4, 8, L, L, 12:16
4, 9, L, L, 12:16
4, 10, M, M, 12:16
4, 11, M, L, 12:16
4, 12, M, M, 12:16
4, 13, H, L, 12:16
4, 14, H, L, 12:16
4, 15, H, M, 12:16
4, 16, H, H, 12:16
4, 17, H, H, 12:16
4, 18, H, H, 12:16
5, 0, L, M, 12:16
5, 1, M, M, 12:16
5, 2, L, M, 12:16
5, 3, L, L, 12:16
5, 4, M, M, 12:16
5, 5, L, L, 12:16
5, 6, H, M, 12:16
5, 7, H, L, 12:16
5, 8, H, L, 12:16
5, 9, H, H, 12:16
5, 10, H, H, 12:16
5, 11, H, H, 12:16
5, 12, L, H, 12:16
5, 13, L, H, 12:16
5, 14, M, H, 12:16
6, 0, L, L, 11:53
6, 1, M, M, 11:53
6, 2, L, L, 11:53
6, 3, L, L, 11:53
6, 4, L, L, 11:53
6, 5, L, L, 11:53
6, 6, L, L, 11:53
7, 0, M, M, 12:16
7, 1, M, M, 12:16
7, 2, L, M, 12:16
7, 3, L, L, 12:16
7, 4, L, L, 12:16
7, 5, L, L, 12:16
7, 6, L, M, 12:16
7, 7, L, L, 12:16
7, 8, L, L, 12:16
7, 9, M, M, 12:16
7, 10, M, H, 12:16
7, 11, L, H, 12:16
8, 0, L, H, 12:16
8, 1, L, M, 12:16
8, 2, L, L, 12:16
8, 3, L, L, 12:16
8, 4, L, L, 12:16
8, 5, L, L, 12:16
8, 6, L, L, 12:16
