#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:02
0, 1, L, L, 12:02
0, 2, L, L, 12:02
0, 3, L, L, 12:02
0, 4, H, L, 12:02
0, 5, H, L, 12:02
0, 6, L, L, 12:02
0, 7, L, L, 12:02
0, 8, L, L, 12:02
0, 9, H, L, 12:02
0, 10, H, M, 12:02
0, 11, H, M, 12:02
0, 12, H, M, 12:02
0, 13, H, L, 12:02
0, 14, H, L, 12:02
0, 15, H, L, 12:02
0, 16, H, L, 12:02
0, 17, L, H, 12:02
0, 18, L, H, 12:02
0, 19, L, H, 12:02
0, 20, L, H, 12:02
0, 21, L, H, 12:02
0, 22, M, M, 12:02
0, 23, L, H, 12:02
0, 24, L, H, 12:02
0, 25, L, H, 12:02
0, 26, L, L, 12:02
0, 27, H, L, 12:02
0, 28, H, L, 12:02
0, 29, H, L, 12:02
0, 30, L, L, 12:02
0, 31, L, L, 12:02
0, 32, L, M, 12:02
0, 33, L, L, 12:02
0, 34, L, L, 12:02
0, 35, L, L, 12:02
0, 36, L, L, 12:02
1, 0, L, L, 11:54
1, 1, L, L, 11:54
1, 2, L, L, 11:54
1, 3, L, L, 11:54
1, 4, L, L, 11:54
1, 5, L, L, 11:54
1, 6, M, L, 11:54
1, 7, M, L, 11:54
1, 8, L, L, 11:54
1, 9, L, L, 11:54
1, 10, L, L, 11:54
1, 11, L, L, 11:54
2, 0, M, L, 11:48
2, 1, L, L, 11:48
2, 2, L, L, 11:48
2, 3, L, L, 11:48
2, 4, L, L, 11:48
2, 5, L, L, 11:48
2, 6, L, L, 11:48
2, 7, L, L, 11:48
2, 8, L, L, 11:48
2, 9, L, L, 11:48
2, 10, L, L, 11:48
2, 11, L, L, 11:48
2, 12, L, L, 11:48
2, 13, L, L, 11:48
2, 14, L, L, 11:48
2, 15, L, L, 11:48
2, 16, L, L, 11:48
2, 17, L, L, 11:48
2, 18, L, L, 11:48
2, 19, L, L, 11:48
2, 20, L, L, 11:48
2, 21, L, L, 11:48
2, 22, L, L, 11:48
2, 23, L, L, 11:48
2, 24, L, L, 11:48
3, 0, L, L, 11:48
3, 1, M, L, 11:48
3, 2, M, L, 11:48
3, 3, L, L, 11:48
3, 4, L, L, 11:48
3, 5, M, M, 11:48
3, 6, L, L, 11:48
3, 7, L, L, 11:48
4, 0, L, L, 11:48
4, 1, L, L, 11:48
4, 2, L, L, 11:48
4, 3, L, M, 11:48
4, 4, M, L, 11:48
4, 5, M, H, 11:48
4, 6, L, H, 11:48
4, 7, L, H, 11:48
4, 8, L, L, 11:48
4, 9, L, L, 11:48
4, 10, M, L, 11:48
4, 11, M, M, 11:48
4, 12, L, L, 11:48
4, 13, L, L, 11:48
4, 14, L, L, 11:48
4, 15, M, L, 11:48
4, 16, L, H, 11:48
4, 17, L, H, 11:48
4, 18, L, H, 11:48
5, 0, L, L, 11:48
5, 1, L, L, 11:48
5, 2, L, L, 11:48
5, 3, L, L, 11:48
5, 4, L, L, 11:48
5, 5, L, L, 11:48
5, 6, L, L, 11:48
5, 7, L, L, 11:48
5, 8, H, H, 11:48
5, 9, H, H, 11:48
5, 10, H, H, 11:48
5, 11, M, L, 11:48
5, 12, L, L, 11:48
5, 13, L, L, 11:48
5, 14, L, L, 11:48
6, 0, L, L, 11:48
6, 1, L, L, 11:48
6, 2, L, L, 11:48
6, 3, L, L, 11:48
6, 4, L, L, 11:48
6, 5, L, L, 11:48
6, 6, L, L, 11:48
7, 0, M, M, 11:48
7, 1, M, M, 11:48
7, 2, L, M, 11:48
7, 3, L, M, 11:48
7, 4, L, L, 11:48
7, 5, M, H, 11:48
7, 6, L, H, 11:48
7, 7, L, L, 11:48
7, 8, H, L, 11:48
7, 9, H, M, 11:48
7, 10, H, L, 11:48
7, 11, L, L, 11:48
8, 0, L, H, 11:49
8, 1, L, L, 11:49
8, 2, L, M, 11:49
8, 3, L, L, 11:49
8, 4, L, L, 11:49
8, 5, H, H, 11:49
8, 6, H, L, 11:49
