#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 2:03
0, 1, L, L, 2:03
0, 2, M, M, 2:03
0, 3, L, L, 2:03
0, 4, H, L, 2:03
0, 5, H, M, 2:03
0, 6, L, L, 2:03
0, 7, L, L, 2:03
0, 8, H, L, 2:03
0, 9, H, L, 2:03
0, 10, H, M, 2:03
0, 11, H, H, 2:03
0, 12, L, H, 2:03
0, 13, L, H, 2:03
0, 14, L, H, 2:03
0, 15, H, H, 2:03
0, 16, H, H, 2:03
0, 17, H, L, 2:03
0, 18, H, L, 2:03
0, 19, H, H, 2:03
0, 20, H, H, 2:03
0, 21, H, H, 2:03
0, 22, H, H, 2:03
0, 23, H, H, 2:03
0, 24, H, H, 2:03
0, 25, H, H, 2:03
0, 26, H, H, 2:03
0, 27, H, H, 2:03
0, 28, H, L, 2:03
0, 29, H, L, 2:03
0, 30, H, L, 2:03
0, 31, H, L, 2:03
0, 32, H, H, 2:03
0, 33, L, H, 2:03
0, 34, L, L, 2:03
0, 35, L, L, 2:03
0, 36, L, L, 2:03
1, 0, L, L, 1:57
1, 1, L, L, 1:57
1, 2, L, L, 1:57
1, 3, L, L, 1:57
1, 4, L, L, 1:57
1, 5, L, L, 1:57
1, 6, M, M, 1:57
1, 7, M, M, 1:57
1, 8, L, L, 1:57
1, 9, L, L, 1:57
1, 10, L, L, 1:57
1, 11, M, M, 1:57
2, 0, L, L, 1:57
2, 1, L, L, 1:57
2, 2, L, L, 1:57
2, 3, L, L, 1:57
2, 4, L, L, 1:57
2, 5, L, L, 1:57
2, 6, L, L, 1:57
2, 7, L, L, 1:57
2, 8, L, L, 1:57
2, 9, L, L, 1:57
2, 10, L, L, 1:57
2, 11, L, L, 1:57
2, 12, L, L, 1:57
2, 13, L, L, 1:57
2, 14, L, L, 1:57
2, 15, M, M, 1:57
2, 16, L, L, 1:57
2, 17, L, L, 1:57
2, 18, M, M, 1:57
2, 19, L, L, 1:57
2, 20, L, L, 1:57
2, 21, L, L, 1:57
2, 22, L, L, 1:57
2, 23, M, M, 1:57
2, 24, M, M, 1:57
3, 0, L, L, 1:57
3, 1, M, L, 1:57
3, 2, M, L, 1:57
3, 3, L, L, 1:57
3, 4, L, L, 1:57
3, 5, M, M, 1:57
3, 6, L, L, 1:57
3, 7, M, M, 1:57
4, 0, L, L, 1:57
4, 1, L, L, 1:57
4, 2, M, L, 1:57
4, 3, H, L, 1:57
4, 4, H, M, 1:57
4, 5, H, H, 1:57
4, 6, L, H, 1:57
4, 7, L, L, 1:57
4, 8, L, L, 1:57
4, 9, L, L, 1:57
4, 10, H, M, 1:57
4, 11, H, M, 1:57
4, 12, M, L, 1:57
4, 13, H, L, 1:57
4, 14, H, L, 1:57
4, 15, H, L, 1:57
4, 16, H, M, 1:57
4, 17, L, M, 1:57
4, 18, M, M, 1:57
5, 0, M, M, 1:57
5, 1, M, M, 1:57
5, 2, L, L, 1:57
5, 3, L, L, 1:57
5, 4, M, M, 1:57
5, 5, L, L, 1:57
5, 6, L, L, 1:57
5, 7, L, L, 1:57
5, 8, H, L, 1:57
5, 9, H, M, 1:57
5, 10, H, M, 1:57
5, 11, H, M, 1:57
5, 12, L, L, 1:57
5, 13, L, L, 1:57
5, 14, M, L, 1:57
6, 0, L, H, 1:56
6, 1, L, H, 1:56
6, 2, L, L, 1:56
6, 3, L, L, 1:56
6, 4, L, L, 1:56
6, 5, L, L, 1:56
6, 6, L, L, 1:56
7, 0, L, L, 1:56
7, 1, M, M, 1:56
7, 2, L, L, 1:56
7, 3, L, L, 1:56
7, 4, L, L, 1:56
7, 5, L, L, 1:56
7, 6, L, L, 1:56
7, 7, L, L, 1:56
7, 8, M, L, 1:56
7, 9, M, M, 1:56
7, 10, M, M, 1:56
7, 11, L, L, 1:56
8, 0, L, H, 1:56
8, 1, L, L, 1:56
8, 2, L, L, 1:56
8, 3, L, L, 1:56
8, 4, L, L, 1:56
8, 5, L, L, 1:56
8, 6, L, L, 1:56
