#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 9:45
0, 1, L, L, 9:45
0, 2, M, M, 9:45
0, 3, L, L, 9:45
0, 4, L, L, 9:45
0, 5, L, L, 9:45
0, 6, L, L, 9:45
0, 7, H, L, 9:45
0, 8, H, L, 9:45
0, 9, H, H, 9:45
0, 10, H, H, 9:45
0, 11, H, H, 9:45
0, 12, H, H, 9:45
0, 13, H, H, 9:45
0, 14, H, H, 9:45
0, 15, H, H, 9:45
0, 16, H, H, 9:45
0, 17, H, H, 9:45
0, 18, H, H, 9:45
0, 19, H, H, 9:45
0, 20, H, H, 9:45
0, 21, H, H, 9:45
0, 22, H, H, 9:45
0, 23, H, H, 9:45
0, 24, H, H, 9:45
0, 25, H, H, 9:45
0, 26, H, H, 9:45
0, 27, H, H, 9:45
0, 28, H, H, 9:45
0, 29, H, H, 9:45
0, 30, M, H, 9:45
0, 31, M, H, 9:45
0, 32, M, H, 9:45
0, 33, L, L, 9:45
0, 34, L, L, 9:45
0, 35, L, L, 9:45
0, 36, L, L, 9:45
1, 0, L, L, 9:42
1, 1, L, L, 9:42
1, 2, L, L, 9:42
1, 3, L, L, 9:42
1, 4, L, L, 9:42
1, 5, L, L, 9:42
1, 6, M, M, 9:42
1, 7, M, M, 9:42
1, 8, L, L, 9:42
1, 9, L, L, 9:42
1, 10, L, L, 9:42
1, 11, M, M, 9:42
2, 0, M, M, 9:42
2, 1, L, L, 9:42
2, 2, L, L, 9:42
2, 3, L, L, 9:42
2, 4, M, M, 9:42
2, 5, M, M, 9:42
2, 6, M, M, 9:42
2, 7, L, L, 9:42
2, 8, L, L, 9:42
2, 9, L, L, 9:42
2, 10, L, L, 9:42
2, 11, M, M, 9:42
2, 12, M, M, 9:42
2, 13, L, L, 9:42
2, 14, M, L, 9:42
2, 15, M, M, 9:42
2, 16, L, M, 9:42
2, 17, L, L, 9:42
2, 18, L, L, 9:42
2, 19, L, L, 9:42
2, 20, L, L, 9:42
2, 21, L, L, 9:42
2, 22, L, L, 9:42
2, 23, L, L, 9:42
2, 24, M, M, 9:42
3, 0, M, M, 9:42
3, 1, M, M, 9:42
3, 2, M, M, 9:42
3, 3, L, L, 9:42
3, 4, L, L, 9:42
3, 5, L, L, 9:42
3, 6, L, L, 9:42
3, 7, L, L, 9:42
4, 0, L, L, 9:44
4, 1, L, L, 9:44
4, 2, L, L, 9:44
4, 3, L, L, 9:44
4, 4, L, M, 9:44
4, 5, M, M, 9:44
4, 6, M, M, 9:44
4, 7, M, M, 9:44
4, 8, M, M, 9:44
4, 9, L, M, 9:44
4, 10, M, M, 9:44
4, 11, M, M, 9:44
4, 12, M, M, 9:44
4, 13, L, L, 9:44
4, 14, L, L, 9:44
4, 15, L, L, 9:44
4, 16, M, H, 9:44
4, 17, M, H, 9:44
4, 18, M, H, 9:44
5, 0, L, M, 9:40
5, 1, L, M, 9:40
5, 2, L, L, 9:40
5, 3, L, L, 9:40
5, 4, L, L, 9:40
5, 5, L, L, 9:40
5, 6, L, L, 9:40
5, 7, L, L, 9:40
5, 8, L, M, 9:40
5, 9, M, M, 9:40
5, 10, M, M, 9:40
5, 11, L, L, 9:40
5, 12, L, L, 9:40
5, 13, L, L, 9:40
5, 14, L, L, 9:40
6, 0, M, M, 9:40
6, 1, M, M, 9:40
6, 2, L, L, 9:40
6, 3, L, M, 9:40
6, 4, L, M, 9:40
6, 5, L, L, 9:40
6, 6, L, L, 9:40
7, 0, M, M, 9:40
7, 1, M, M, 9:40
7, 2, L, L, 9:40
7, 3, L, L, 9:40
7, 4, M, M, 9:40
7, 5, M, M, 9:40
7, 6, M, M, 9:40
7, 7, L, L, 9:40
7, 8, L, L, 9:40
7, 9, M, H, 9:40
7, 10, M, M, 9:40
7, 11, H, M, 9:40
8, 0, L, L, 9:40
8, 1, L, L, 9:40
8, 2, L, L, 9:40
8, 3, L, L, 9:40
8, 4, L, L, 9:40
8, 5, L, L, 9:40
8, 6, L, L, 9:40
