#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 12:32
0, 1, L, L, 12:32
0, 2, M, M, 12:32
0, 3, L, L, 12:32
0, 4, L, L, 12:32
0, 5, L, M, 12:32
0, 6, L, L, 12:32
0, 7, L, L, 12:32
0, 8, H, L, 12:32
0, 9, H, L, 12:32
0, 10, H, M, 12:32
0, 11, H, M, 12:32
0, 12, H, M, 12:32
0, 13, H, L, 12:32
0, 14, H, L, 12:32
0, 15, H, L, 12:32
0, 16, H, M, 12:32
0, 17, H, M, 12:32
0, 18, L, L, 12:32
0, 19, H, L, 12:32
0, 20, L, L, 12:32
0, 21, L, H, 12:32
0, 22, M, H, 12:32
0, 23, M, H, 12:32
0, 24, L, H, 12:32
0, 25, L, H, 12:32
0, 26, L, L, 12:32
0, 27, H, L, 12:32
0, 28, H, M, 12:32
0, 29, H, L, 12:32
0, 30, L, L, 12:32
0, 31, L, L, 12:32
0, 32, L, H, 12:32
0, 33, L, H, 12:32
0, 34, L, L, 12:32
0, 35, L, L, 12:32
0, 36, L, L, 12:32
1, 0, L, L, 12:29
1, 1, L, L, 12:29
1, 2, L, L, 12:29
1, 3, L, L, 12:29
1, 4, L, L, 12:29
1, 5, L, L, 12:29
1, 6, M, M, 12:29
1, 7, M, M, 12:29
1, 8, L, L, 12:29
1, 9, L, L, 12:29
1, 10, L, L, 12:29
1, 11, M, M, 12:29
2, 0, M, M, 12:29
2, 1, M, M, 12:29
2, 2, L, L, 12:29
2, 3, L, L, 12:29
2, 4, M, M, 12:29
2, 5, M, M, 12:29
2, 6, L, M, 12:29
2, 7, L, M, 12:29
2, 8, M, M, 12:29
2, 9, M, M, 12:29
2, 10, L, L, 12:29
2, 11, L, L, 12:29
2, 12, L, L, 12:29
2, 13, L, L, 12:29
2, 14, L, M, 12:29
2, 15, L, M, 12:29
2, 16, L, L, 12:29
2, 17, L, L, 12:29
2, 18, M, M, 12:29
2, 19, L, L, 12:29
2, 20, L, L, 12:29
2, 21, L, L, 12:29
2, 22, L, L, 12:29
2, 23, M, L, 12:29
2, 24, M, M, 12:29
3, 0, L, L, 12:29
3, 1, H, L, 12:29
3, 2, H, L, 12:29
3, 3, H, L, 12:29
3, 4, H, L, 12:29
3, 5, H, L, 12:29
3, 6, L, L, 12:29
3, 7, L, L, 12:29
4, 0, L, L, 12:29
4, 1, L, L, 12:29
4, 2, M, L, 12:29
4, 3, L, L, 12:29
4, 4, L, M, 12:29
4, 5, M, M, 12:29
4, 6, L, L, 12:29
4, 7, M, L, 12:29
4, 8, L, L, 12:29
4, 9, M, L, 12:29
4, 10, H, H, 12:29
4, 11, H, H, 12:29
4, 12, H, H, 12:29
4, 13, H, L, 12:29
4, 14, H, L, 12:29
4, 15, H, L, 12:29
4, 16, H, H, 12:29
4, 17, L, H, 12:29
4, 18, L, M, 12:29
5, 0, M, M, 12:29
5, 1, M, M, 12:29
5, 2, L, L, 12:29
5, 3, M, L, 12:29
5, 4, M, L, 12:29
5, 5, L, L, 12:29
5, 6, M, M, 12:29
5, 7, L, M, 12:29
5, 8, M, H, 12:29
5, 9, M, H, 12:29
5, 10, M, H, 12:29
5, 11, L, H, 12:29
5, 12, L, H, 12:29
5, 13, L, L, 12:29
5, 14, L, L, 12:29
6, 0, L, L, 12:29
6, 1, L, L, 12:29
6, 2, L, L, 12:29
6, 3, L, L, 12:29
6, 4, L, L, 12:29
6, 5, L, L, 12:29
6, 6, L, L, 12:29
7, 0, M, M, 12:29
7, 1, M, M, 12:29
7, 2, L, L, 12:29
7, 3, L, L, 12:29
7, 4, L, L, 12:29
7, 5, M, H, 12:29
7, 6, M, M, 12:29
7, 7, L, L, 12:29
7, 8, H, L, 12:29
7, 9, H, M, 12:29
7, 10, H, M, 12:29
7, 11, M, M, 12:29
8, 0, L, H, 12:27
8, 1, L, H, 12:27
8, 2, L, L, 12:27
8, 3, L, L, 12:27
8, 4, M, L, 12:27
8, 5, H, L, 12:27
8, 6, M, L, 12:27
