#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 3:35
0, 1, L, L, 3:35
0, 2, L, L, 3:35
0, 3, L, L, 3:35
0, 4, M, L, 3:35
0, 5, L, L, 3:35
0, 6, L, L, 3:35
0, 7, L, L, 3:35
0, 8, L, L, 3:35
0, 9, L, L, 3:35
0, 10, L, M, 3:35
0, 11, M, M, 3:35
0, 12, M, M, 3:35
0, 13, H, M, 3:35
0, 14, H, L, 3:35
0, 15, H, L, 3:35
0, 16, H, M, 3:35
0, 17, L, L, 3:35
0, 18, L, L, 3:35
0, 19, H, H, 3:35
0, 20, H, H, 3:35
0, 21, H, H, 3:35
0, 22, H, H, 3:35
0, 23, L, H, 3:35
0, 24, H, H, 3:35
0, 25, H, H, 3:35
0, 26, H, H, 3:35
0, 27, H, L, 3:35
0, 28, H, M, 3:35
0, 29, H, L, 3:35
0, 30, M, L, 3:35
0, 31, M, L, 3:35
0, 32, M, H, 3:35
0, 33, L, M, 3:35
0, 34, L, L, 3:35
0, 35, L, L, 3:35
0, 36, L, L, 3:35
1, 0, L, L, 3:35
1, 1, L, L, 3:35
1, 2, L, L, 3:35
1, 3, L, L, 3:35
1, 4, L, L, 3:35
1, 5, L, L, 3:35
1, 6, M, M, 3:35
1, 7, M, M, 3:35
1, 8, L, L, 3:35
1, 9, L, L, 3:35
1, 10, L, L, 3:35
1, 11, M, M, 3:35
2, 0, M, M, 3:35
2, 1, M, M, 3:35
2, 2, L, L, 3:35
2, 3, L, L, 3:35
2, 4, M, M, 3:35
2, 5, M, M, 3:35
2, 6, M, M, 3:35
2, 7, L, M, 3:35
2, 8, M, M, 3:35
2, 9, L, L, 3:35
2, 10, L, L, 3:35
2, 11, M, M, 3:35
2, 12, M, M, 3:35
2, 13, L, L, 3:35
2, 14, M, L, 3:35
2, 15, M, M, 3:35
2, 16, L, L, 3:35
2, 17, M, M, 3:35
2, 18, M, M, 3:35
2, 19, L, L, 3:35
2, 20, M, M, 3:35
2, 21, M, L, 3:35
2, 22, L, L, 3:35
2, 23, M, M, 3:35
2, 24, M, M, 3:35
3, 0, H, M, 3:35
3, 1, H, M, 3:35
3, 2, H, M, 3:35
3, 3, H, L, 3:35
3, 4, H, L, 3:35
3, 5, H, M, 3:35
3, 6, M, M, 3:35
3, 7, L, M, 3:35
4, 0, L, L, 3:36
4, 1, L, L, 3:36
4, 2, M, M, 3:36
4, 3, L, L, 3:36
4, 4, M, M, 3:36
4, 5, M, H, 3:36
4, 6, M, H, 3:36
4, 7, L, M, 3:36
4, 8, L, M, 3:36
4, 9, L, L, 3:36
4, 10, M, M, 3:36
4, 11, M, M, 3:36
4, 12, M, M, 3:36
4, 13, L, L, 3:36
4, 14, H, M, 3:36
4, 15, H, M, 3:36
4, 16, H, H, 3:36
4, 17, L, H, 3:36
4, 18, L, H, 3:36
5, 0, M, M, 3:36
5, 1, M, M, 3:36
5, 2, L, M, 3:36
5, 3, L, L, 3:36
5, 4, M, M, 3:36
5, 5, L, L, 3:36
5, 6, H, H, 3:36
5, 7, H, H, 3:36
5, 8, H, H, 3:36
5, 9, H, H, 3:36
5, 10, H, H, 3:36
5, 11, L, H, 3:36
5, 12, L, L, 3:36
5, 13, L, L, 3:36
5, 14, M, M, 3:36
6, 0, L, L, 3:36
6, 1, L, L, 3:36
6, 2, L, L, 3:36
6, 3, L, L, 3:36
6, 4, L, L, 3:36
6, 5, L, L, 3:36
6, 6, L, L, 3:36
7, 0, M, H, 3:36
7, 1, M, H, 3:36
7, 2, L, H, 3:36
7, 3, L, H, 3:36
7, 4, L, H, 3:36
7, 5, L, H, 3:36
7, 6, M, H, 3:36
7, 7, L, L, 3:36
7, 8, L, L, 3:36
7, 9, M, M, 3:36
7, 10, M, M, 3:36
7, 11, L, M, 3:36
8, 0, L, H, 3:36
8, 1, L, L, 3:36
8, 2, L, L, 3:36
8, 3, L, L, 3:36
8, 4, L, L, 3:36
8, 5, L, L, 3:36
8, 6, L, L, 3:36
