#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 10:26
0, 1, L, L, 10:26
0, 2, M, M, 10:26
0, 3, L, L, 10:26
0, 4, L, L, 10:26
0, 5, L, L, 10:26
0, 6, L, L, 10:26
0, 7, L, L, 10:26
0, 8, L, L, 10:26
0, 9, L, L, 10:26
0, 10, H, M, 10:26
0, 11, H, H, 10:26
0, 12, H, H, 10:26
0, 13, H, H, 10:26
0, 14, H, H, 10:26
0, 15, H, H, 10:26
0, 16, H, L, 10:26
0, 17, L, L, 10:26
0, 18, H, L, 10:26
0, 19, H, L, 10:26
0, 20, L, L, 10:26
0, 21, M, L, 10:26
0, 22, M, L, 10:26
0, 23, L, H, 10:26
0, 24, L, H, 10:26
0, 25, L, H, 10:26
0, 26, M, L, 10:26
0, 27, L, L, 10:26
0, 28, H, L, 10:26
0, 29, H, L, 10:26
0, 30, H, L, 10:26
0, 31, H, L, 10:26
0, 32, L, M, 10:26
0, 33, L, M, 10:26
0, 34, L, L, 10:26
0, 35, L, L, 10:26
0, 36, L, L, 10:26
1, 0, L, L, 10:07
1, 1, L, L, 10:07
1, 2, L, L, 10:07
1, 3, L, L, 10:07
1, 4, L, L, 10:07
1, 5, L, L, 10:07
1, 6, M, M, 10:07
1, 7, M, M, 10:07
1, 8, L, L, 10:07
1, 9, L, L, 10:07
1, 10, L, L, 10:07
1, 11, M, L, 10:07
2, 0, M, M, 10:07
2, 1, L, M, 10:07
2, 2, L, L, 10:07
2, 3, L, L, 10:07
2, 4, L, M, 10:07
2, 5, L, M, 10:07
2, 6, L, M, 10:07
2, 7, L, L, 10:07
2, 8, M, L, 10:07
2, 9, L, L, 10:07
2, 10, L, L, 10:07
2, 11, L, M, 10:07
2, 12, L, M, 10:07
2, 13, L, L, 10:07
2, 14, M, L, 10:07
2, 15, M, M, 10:07
2, 16, L, M, 10:07
2, 17, M, L, 10:07
2, 18, M, M, 10:07
2, 19, L, L, 10:07
2, 20, M, M, 10:07
2, 21, L, L, 10:07
2, 22, L, L, 10:07
2, 23, L, L, 10:07
2, 24, M, M, 10:07
3, 0, L, L, 10:07
3, 1, L, L, 10:07
3, 2, L, L, 10:07
3, 3, L, L, 10:07
3, 4, L, L, 10:07
3, 5, M, M, 10:07
3, 6, L, L, 10:07
3, 7, L, M, 10:07
4, 0, L, L, 10:19
4, 1, L, L, 10:19
4, 2, L, L, 10:19
4, 3, L, L, 10:19
4, 4, M, L, 10:19
4, 5, M, M, 10:19
4, 6, L, M, 10:19
4, 7, L, M, 10:19
4, 8, L, L, 10:19
4, 9, L, L, 10:19
4, 10, L, L, 10:19
4, 11, M, M, 10:19
4, 12, L, L, 10:19
4, 13, L, L, 10:19
4, 14, L, L, 10:19
4, 15, M, M, 10:19
4, 16, M, M, 10:19
4, 17, L, L, 10:19
4, 18, L, L, 10:19
5, 0, L, L, 10:07
5, 1, M, M, 10:07
5, 2, L, M, 10:07
5, 3, L, L, 10:07
5, 4, L, L, 10:07
5, 5, M, L, 10:07
5, 6, L, L, 10:07
5, 7, L, L, 10:07
5, 8, L, L, 10:07
5, 9, L, L, 10:07
5, 10, M, L, 10:07
5, 11, L, M, 10:07
5, 12, L, L, 10:07
5, 13, L, L, 10:07
5, 14, M, L, 10:07
6, 0, L, L, 10:07
6, 1, M, L, 10:07
6, 2, L, L, 10:07
6, 3, L, L, 10:07
6, 4, L, L, 10:07
6, 5, M, M, 10:07
6, 6, L, L, 10:07
7, 0, L, L, 10:07
7, 1, M, M, 10:07
7, 2, L, L, 10:07
7, 3, L, L, 10:07
7, 4, L, L, 10:07
7, 5, L, L, 10:07
7, 6, L, L, 10:07
7, 7, L, L, 10:07
7, 8, L, L, 10:07
7, 9, M, M, 10:07
7, 10, L, M, 10:07
7, 11, L, L, 10:07
8, 0, L, L, 10:07
8, 1, L, L, 10:07
8, 2, L, L, 10:07
8, 3, L, L, 10:07
8, 4, L, L, 10:07
8, 5, L, L, 10:07
8, 6, L, L, 10:07
