#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 7:39
0, 1, L, L, 7:39
0, 2, M, M, 7:39
0, 3, L, L, 7:39
0, 4, L, M, 7:39
0, 5, L, M, 7:39
0, 6, L, L, 7:39
0, 7, H, L, 7:39
0, 8, H, L, 7:39
0, 9, H, L, 7:39
0, 10, H, L, 7:39
0, 11, H, L, 7:39
0, 12, H, M, 7:39
0, 13, H, L, 7:39
0, 14, H, L, 7:39
0, 15, H, L, 7:39
0, 16, H, H, 7:39
0, 17, H, H, 7:39
0, 18, H, H, 7:39
0, 19, H, L, 7:39
0, 20, H, L, 7:39
0, 21, H, L, 7:39
0, 22, H, L, 7:39
0, 23, H, M, 7:39
0, 24, H, L, 7:39
0, 25, H, L, 7:39
0, 26, H, H, 7:39
0, 27, L, H, 7:39
0, 28, L, H, 7:39
0, 29, M, L, 7:39
0, 30, L, L, 7:39
0, 31, L, H, 7:39
0, 32, L, H, 7:39
0, 33, L, H, 7:39
0, 34, L, L, 7:39
0, 35, L, L, 7:39
0, 36, L, L, 7:39
1, 0, L, L, 7:37
1, 1, L, L, 7:37
1, 2, H, L, 7:37
1, 3, H, L, 7:37
1, 4, H, L, 7:37
1, 5, H, L, 7:37
1, 6, H, M, 7:37
1, 7, H, M, 7:37
1, 8, L, L, 7:37
1, 9, L, L, 7:37
1, 10, M, L, 7:37
1, 11, M, L, 7:37
2, 0, M, M, 7:37
2, 1, M, M, 7:37
2, 2, L, L, 7:37
2, 3, L, L, 7:37
2, 4, M, M, 7:37
2, 5, L, L, 7:37
2, 6, L, L, 7:37
2, 7, L, L, 7:37
2, 8, M, M, 7:37
2, 9, L, L, 7:37
2, 10, L, L, 7:37
2, 11, L, L, 7:37
2, 12, L, L, 7:37
2, 13, L, L, 7:37
2, 14, M, L, 7:37
2, 15, M, M, 7:37
2, 16, L, M, 7:37
2, 17, L, L, 7:37
2, 18, L, M, 7:37
2, 19, L, L, 7:37
2, 20, L, L, 7:37
2, 21, L, L, 7:37
2, 22, M, L, 7:37
2, 23, M, L, 7:37
2, 24, M, L, 7:37
3, 0, M, L, 7:37
3, 1, M, L, 7:37
3, 2, M, L, 7:37
3, 3, M, L, 7:37
3, 4, M, L, 7:37
3, 5, M, M, 7:37
3, 6, L, M, 7:37
3, 7, L, L, 7:37
4, 0, M, M, 7:42
4, 1, M, L, 7:42
4, 2, L, L, 7:42
4, 3, M, L, 7:42
4, 4, M, H, 7:42
4, 5, M, H, 7:42
4, 6, L, H, 7:42
4, 7, L, H, 7:42
4, 8, M, M, 7:42
4, 9, L, L, 7:42
4, 10, M, M, 7:42
4, 11, M, M, 7:42
4, 12, L, L, 7:42
4, 13, L, L, 7:42
4, 14, H, L, 7:42
4, 15, H, M, 7:42
4, 16, H, M, 7:42
4, 17, M, M, 7:42
4, 18, M, M, 7:42
5, 0, M, M, 7:43
5, 1, M, M, 7:43
5, 2, M, M, 7:43
5, 3, L, M, 7:43
5, 4, L, L, 7:43
5, 5, L, L, 7:43
5, 6, L, H, 7:43
5, 7, L, H, 7:43
5, 8, M, M, 7:43
5, 9, H, M, 7:43
5, 10, H, H, 7:43
5, 11, L, H, 7:43
5, 12, L, H, 7:43
5, 13, M, L, 7:43
5, 14, L, L, 7:43
6, 0, L, M, 7:42
6, 1, L, H, 7:42
6, 2, L, H, 7:42
6, 3, L, H, 7:42
6, 4, L, L, 7:42
6, 5, M, L, 7:42
6, 6, M, M, 7:42
7, 0, M, M, 7:43
7, 1, L, M, 7:43
7, 2, M, L, 7:43
7, 3, L, L, 7:43
7, 4, L, L, 7:43
7, 5, M, L, 7:43
7, 6, L, L, 7:43
7, 7, L, L, 7:43
7, 8, L, M, 7:43
7, 9, M, M, 7:43
7, 10, M, M, 7:43
7, 11, M, H, 7:43
8, 0, L, H, 7:46
8, 1, L, H, 7:46
8, 2, L, L, 7:46
8, 3, L, L, 7:46
8, 4, L, L, 7:46
8, 5, L, L, 7:46
8, 6, L, L, 7:46
