#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:09
0, 1, L, L, 12:09
0, 2, L, L, 12:09
0, 3, L, L, 12:09
0, 4, L, L, 12:09
0, 5, L, L, 12:09
0, 6, L, L, 12:09
0, 7, L, L, 12:09
0, 8, L, L, 12:09
0, 9, L, L, 12:09
0, 10, L, L, 12:09
0, 11, L, L, 12:09
0, 12, L, L, 12:09
0, 13, L, L, 12:09
0, 14, L, L, 12:09
0, 15, L, L, 12:09
0, 16, L, L, 12:09
0, 17, L, L, 12:09
0, 18, L, L, 12:09
0, 19, L, L, 12:09
0, 20, L, L, 12:09
0, 21, L, L, 12:09
0, 22, L, L, 12:09
0, 23, M, L, 12:09
0, 24, L, L, 12:09
0, 25, L, L, 12:09
0, 26, L, L, 12:09
0, 27, L, L, 12:09
0, 28, L, L, 12:09
0, 29, L, L, 12:09
0, 30, L, L, 12:09
0, 31, L, L, 12:09
0, 32, L, L, 12:09
0, 33, L, L, 12:09
0, 34, L, L, 12:09
0, 35, L, L, 12:09
0, 36, L, L, 12:09
1, 0, L, L, 12:09
1, 1, L, L, 12:09
1, 2, L, L, 12:09
1, 3, L, L, 12:09
1, 4, L, L, 12:09
1, 5, L, L, 12:09
1, 6, L, L, 12:09
1, 7, L, L, 12:09
1, 8, L, L, 12:09
1, 9, L, L, 12:09
1, 10, L, L, 12:09
1, 11, L, L, 12:09
2, 0, L, L, 12:09
2, 1, L, L, 12:09
2, 2, L, L, 12:09
2, 3, L, L, 12:09
2, 4, L, L, 12:09
2, 5, L, L, 12:09
2, 6, L, L, 12:09
2, 7, L, L, 12:09
2, 8, L, L, 12:09
2, 9, L, L, 12:09
2, 10, L, L, 12:09
2, 11, L, L, 12:09
2, 12, L, L, 12:09
2, 13, L, L, 12:09
2, 14, L, L, 12:09
2, 15, L, L, 12:09
2, 16, L, L, 12:09
2, 17, L, L, 12:09
2, 18, L, L, 12:09
2, 19, L, L, 12:09
2, 20, L, L, 12:09
2, 21, L, L, 12:09
2, 22, L, L, 12:09
2, 23, L, L, 12:09
2, 24, L, L, 12:09
3, 0, L, L, 12:09
3, 1, L, L, 12:09
3, 2, L, L, 12:09
3, 3, L, L, 12:09
3, 4, L, L, 12:09
3, 5, L, L, 12:09
3, 6, L, L, 12:09
3, 7, L, L, 12:09
4, 0, L, L, 12:09
4, 1, L, L, 12:09
4, 2, L, L, 12:09
4, 3, L, L, 12:09
4, 4, L, L, 12:09
4, 5, L, L, 12:09
4, 6, L, L, 12:09
4, 7, L, L, 12:09
4, 8, L, L, 12:09
4, 9, L, L, 12:09
4, 10, L, L, 12:09
4, 11, M, M, 12:09
4, 12, L, M, 12:09
4, 13, L, L, 12:09
4, 14, H, L, 12:09
4, 15, H, L, 12:09
4, 16, H, L, 12:09
4, 17, L, L, 12:09
4, 18, L, L, 12:09
5, 0, L, L, 12:09
5, 1, L, L, 12:09
5, 2, L, L, 12:09
5, 3, L, L, 12:09
5, 4, L, L, 12:09
5, 5, L, L, 12:09
5, 6, L, L, 12:09
5, 7, L, L, 12:09
5, 8, L, L, 12:09
5, 9, L, L, 12:09
5, 10, L, L, 12:09
5, 11, L, L, 12:09
5, 12, L, L, 12:09
5, 13, L, L, 12:09
5, 14, L, L, 12:09
6, 0, L, L, 12:09
6, 1, L, L, 12:09
6, 2, L, L, 12:09
6, 3, L, L, 12:09
6, 4, L, L, 12:09
6, 5, L, L, 12:09
6, 6, L, L, 12:09
7, 0, L, L, 12:09
7, 1, L, L, 12:09
7, 2, L, L, 12:09
7, 3, L, L, 12:09
7, 4, L, L, 12:09
7, 5, L, L, 12:09
7, 6, L, L, 12:09
7, 7, L, L, 12:09
7, 8, L, L, 12:09
7, 9, L, L, 12:09
7, 10, L, L, 12:09
7, 11, L, L, 12:09
8, 0, L, L, 12:09
8, 1, L, L, 12:09
8, 2, L, L, 12:09
8, 3, L, L, 12:09
8, 4, L, L, 12:09
8, 5, L, L, 12:09
8, 6, L, L, 12:09
