#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:55
0, 1, L, L, 12:55
0, 2, M, M, 12:55
0, 3, L, L, 12:55
0, 4, H, H, 12:55
0, 5, H, H, 12:55
0, 6, L, L, 12:55
0, 7, L, L, 12:55
0, 8, L, L, 12:55
0, 9, H, L, 12:55
0, 10, H, M, 12:55
0, 11, H, M, 12:55
0, 12, L, L, 12:55
0, 13, L, L, 12:55
0, 14, L, L, 12:55
0, 15, H, M, 12:55
0, 16, H, M, 12:55
0, 17, H, L, 12:55
0, 18, H, L, 12:55
0, 19, H, L, 12:55
0, 20, H, L, 12:55
0, 21, L, H, 12:55
0, 22, L, H, 12:55
0, 23, L, H, 12:55
0, 24, L, H, 12:55
0, 25, L, H, 12:55
0, 26, H, L, 12:55
0, 27, H, L, 12:55
0, 28, H, L, 12:55
0, 29, H, L, 12:55
0, 30, H, L, 12:55
0, 31, H, L, 12:55
0, 32, H, H, 12:55
0, 33, L, H, 12:55
0, 34, L, L, 12:55
0, 35, L, L, 12:55
0, 36, L, L, 12:55
1, 0, L, L, 12:44
1, 1, L, L, 12:44
1, 2, L, L, 12:44
1, 3, L, L, 12:44
1, 4, L, L, 12:44
1, 5, L, L, 12:44
1, 6, M, M, 12:44
1, 7, M, M, 12:44
1, 8, L, L, 12:44
1, 9, L, L, 12:44
1, 10, L, L, 12:44
1, 11, M, M, 12:44
2, 0, M, M, 12:38
2, 1, L, L, 12:38
2, 2, L, L, 12:38
2, 3, L, L, 12:38
2, 4, L, L, 12:38
2, 5, L, L, 12:38
2, 6, L, L, 12:38
2, 7, L, L, 12:38
2, 8, L, L, 12:38
2, 9, L, L, 12:38
2, 10, L, L, 12:38
2, 11, L, M, 12:38
2, 12, L, M, 12:38
2, 13, L, L, 12:38
2, 14, L, L, 12:38
2, 15, M, L, 12:38
2, 16, L, L, 12:38
2, 17, L, L, 12:38
2, 18, M, M, 12:38
2, 19, L, L, 12:38
2, 20, L, M, 12:38
2, 21, L, L, 12:38
2, 22, L, L, 12:38
2, 23, L, L, 12:38
2, 24, L, L, 12:38
3, 0, L, L, 12:40
3, 1, H, M, 12:40
3, 2, H, M, 12:40
3, 3, H, L, 12:40
3, 4, H, L, 12:40
3, 5, H, M, 12:40
3, 6, L, M, 12:40
3, 7, L, L, 12:40
4, 0, L, L, 12:56
4, 1, L, L, 12:56
4, 2, H, L, 12:56
4, 3, H, M, 12:56
4, 4, L, L, 12:56
4, 5, M, H, 12:56
4, 6, L, H, 12:56
4, 7, L, H, 12:56
4, 8, L, L, 12:56
4, 9, L, L, 12:56
4, 10, M, L, 12:56
4, 11, M, L, 12:56
4, 12, L, L, 12:56
4, 13, L, L, 12:56
4, 14, L, L, 12:56
4, 15, M, L, 12:56
4, 16, M, H, 12:56
4, 17, L, H, 12:56
4, 18, L, H, 12:56
5, 0, M, M, 12:38
5, 1, M, M, 12:38
5, 2, L, L, 12:38
5, 3, L, L, 12:38
5, 4, L, L, 12:38
5, 5, L, L, 12:38
5, 6, L, L, 12:38
5, 7, L, L, 12:38
5, 8, M, M, 12:38
5, 9, M, M, 12:38
5, 10, M, M, 12:38
5, 11, L, L, 12:38
5, 12, L, L, 12:38
5, 13, L, L, 12:38
5, 14, L, L, 12:38
6, 0, L, L, 12:38
6, 1, M, M, 12:38
6, 2, L, L, 12:38
6, 3, L, L, 12:38
6, 4, L, L, 12:38
6, 5, L, L, 12:38
6, 6, L, L, 12:38
7, 0, L, L, 12:38
7, 1, L, L, 12:38
7, 2, L, L, 12:38
7, 3, L, L, 12:38
7, 4, L, L, 12:38
7, 5, L, L, 12:38
7, 6, L, L, 12:38
7, 7, L, L, 12:38
7, 8, L, L, 12:38
7, 9, M, H, 12:38
7, 10, M, H, 12:38
7, 11, L, L, 12:38
8, 0, L, H, 12:43
8, 1, L, L, 12:43
8, 2, L, L, 12:43
8, 3, H, L, 12:43
8, 4, H, L, 12:43
8, 5, H, H, 12:43
8, 6, L, H, 12:43
