#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 9:45
0, 1, L, L, 9:45
0, 2, L, L, 9:45
0, 3, L, L, 9:45
0, 4, M, M, 9:45
0, 5, M, M, 9:45
0, 6, L, L, 9:45
0, 7, L, L, 9:45
0, 8, L, L, 9:45
0, 9, L, L, 9:45
0, 10, L, L, 9:45
0, 11, H, M, 9:45
0, 12, H, M, 9:45
0, 13, H, L, 9:45
0, 14, H, L, 9:45
0, 15, H, L, 9:45
0, 16, H, L, 9:45
0, 17, H, L, 9:45
0, 18, L, L, 9:45
0, 19, H, M, 9:45
0, 20, H, L, 9:45
0, 21, H, L, 9:45
0, 22, H, L, 9:45
0, 23, H, H, 9:45
0, 24, H, H, 9:45
0, 25, H, H, 9:45
0, 26, H, H, 9:45
0, 27, H, H, 9:45
0, 28, H, H, 9:45
0, 29, L, H, 9:45
0, 30, L, H, 9:45
0, 31, M, M, 9:45
0, 32, H, H, 9:45
0, 33, M, H, 9:45
0, 34, L, L, 9:45
0, 35, L, L, 9:45
0, 36, L, L, 9:45
1, 0, L, L, 9:46
1, 1, L, L, 9:46
1, 2, L, L, 9:46
1, 3, L, L, 9:46
1, 4, L, L, 9:46
1, 5, L, L, 9:46
1, 6, M, M, 9:46
1, 7, M, M, 9:46
1, 8, L, L, 9:46
1, 9, L, L, 9:46
1, 10, L, L, 9:46
1, 11, M, M, 9:46
2, 0, M, M, 9:46
2, 1, M, M, 9:46
2, 2, L, L, 9:46
2, 3, L, L, 9:46
2, 4, M, M, 9:46
2, 5, M, L, 9:46
2, 6, M, M, 9:46
2, 7, M, M, 9:46
2, 8, M, M, 9:46
2, 9, L, L, 9:46
2, 10, L, L, 9:46
2, 11, M, M, 9:46
2, 12, L, M, 9:46
2, 13, L, L, 9:46
2, 14, M, L, 9:46
2, 15, M, M, 9:46
2, 16, L, L, 9:46
2, 17, M, M, 9:46
2, 18, M, M, 9:46
2, 19, L, L, 9:46
2, 20, M, M, 9:46
2, 21, M, L, 9:46
2, 22, L, L, 9:46
2, 23, M, M, 9:46
2, 24, M, M, 9:46
3, 0, M, L, 9:46
3, 1, H, M, 9:46
3, 2, H, M, 9:46
3, 3, H, M, 9:46
3, 4, H, L, 9:46
3, 5, H, M, 9:46
3, 6, L, L, 9:46
3, 7, L, M, 9:46
4, 0, L, L, 9:46
4, 1, L, L, 9:46
4, 2, M, L, 9:46
4, 3, L, L, 9:46
4, 4, M, M, 9:46
4, 5, M, H, 9:46
4, 6, L, H, 9:46
4, 7, L, H, 9:46
4, 8, L, L, 9:46
4, 9, L, L, 9:46
4, 10, M, M, 9:46
4, 11, M, M, 9:46
4, 12, L, L, 9:46
4, 13, L, L, 9:46
4, 14, H, L, 9:46
4, 15, H, M, 9:46
4, 16, H, M, 9:46
4, 17, H, L, 9:46
4, 18, H, L, 9:46
5, 0, M, M, 9:46
5, 1, M, M, 9:46
5, 2, M, M, 9:46
5, 3, L, L, 9:46
5, 4, M, M, 9:46
5, 5, L, L, 9:46
5, 6, H, L, 9:46
5, 7, H, L, 9:46
5, 8, H, M, 9:46
5, 9, M, H, 9:46
5, 10, M, H, 9:46
5, 11, L, H, 9:46
5, 12, L, H, 9:46
5, 13, L, H, 9:46
5, 14, M, H, 9:46
6, 0, L, L, 9:46
6, 1, L, L, 9:46
6, 2, L, L, 9:46
6, 3, L, L, 9:46
6, 4, L, L, 9:46
6, 5, M, M, 9:46
6, 6, L, L, 9:46
7, 0, L, L, 9:46
7, 1, M, M, 9:46
7, 2, M, M, 9:46
7, 3, L, L, 9:46
7, 4, L, L, 9:46
7, 5, L, L, 9:46
7, 6, M, M, 9:46
7, 7, L, L, 9:46
7, 8, L, L, 9:46
7, 9, M, H, 9:46
7, 10, M, H, 9:46
7, 11, L, H, 9:46
8, 0, L, H, 9:45
8, 1, L, H, 9:45
8, 2, L, L, 9:45
8, 3, L, L, 9:45
8, 4, L, L, 9:45
8, 5, L, L, 9:45
8, 6, L, L, 9:45
