#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 9:01
0, 1, L, L, 9:01
0, 2, M, M, 9:01
0, 3, L, L, 9:01
0, 4, M, M, 9:01
0, 5, M, M, 9:01
0, 6, L, L, 9:01
0, 7, L, L, 9:01
0, 8, L, L, 9:01
0, 9, L, L, 9:01
0, 10, L, M, 9:01
0, 11, M, M, 9:01
0, 12, L, M, 9:01
0, 13, L, L, 9:01
0, 14, L, L, 9:01
0, 15, L, L, 9:01
0, 16, L, M, 9:01
0, 17, L, L, 9:01
0, 18, L, L, 9:01
0, 19, L, H, 9:01
0, 20, L, H, 9:01
0, 21, L, H, 9:01
0, 22, L, H, 9:01
0, 23, L, H, 9:01
0, 24, L, H, 9:01
0, 25, L, H, 9:01
0, 26, L, H, 9:01
0, 27, L, L, 9:01
0, 28, L, L, 9:01
0, 29, L, M, 9:01
0, 30, L, L, 9:01
0, 31, L, L, 9:01
0, 32, M, H, 9:01
0, 33, L, H, 9:01
0, 34, L, L, 9:01
0, 35, L, L, 9:01
0, 36, L, L, 9:01
1, 0, L, L, 8:56
1, 1, L, L, 8:56
1, 2, L, M, 8:56
1, 3, L, L, 8:56
1, 4, L, M, 8:56
1, 5, L, L, 8:56
1, 6, M, M, 8:56
1, 7, M, M, 8:56
1, 8, L, L, 8:56
1, 9, L, L, 8:56
1, 10, L, L, 8:56
1, 11, M, M, 8:56
2, 0, M, M, 8:56
2, 1, M, M, 8:56
2, 2, L, L, 8:56
2, 3, L, L, 8:56
2, 4, M, M, 8:56
2, 5, M, M, 8:56
2, 6, L, M, 8:56
2, 7, L, M, 8:56
2, 8, L, M, 8:56
2, 9, L, L, 8:56
2, 10, L, L, 8:56
2, 11, M, M, 8:56
2, 12, L, L, 8:56
2, 13, L, L, 8:56
2, 14, M, L, 8:56
2, 15, M, M, 8:56
2, 16, L, M, 8:56
2, 17, L, L, 8:56
2, 18, L, L, 8:56
2, 19, L, L, 8:56
2, 20, L, L, 8:56
2, 21, L, L, 8:56
2, 22, L, L, 8:56
2, 23, L, L, 8:56
2, 24, M, M, 8:56
3, 0, L, L, 8:56
3, 1, M, M, 8:56
3, 2, M, M, 8:56
3, 3, M, L, 8:56
3, 4, M, L, 8:56
3, 5, M, M, 8:56
3, 6, L, M, 8:56
3, 7, L, M, 8:56
4, 0, M, L, 8:56
4, 1, M, L, 8:56
4, 2, L, L, 8:56
4, 3, L, L, 8:56
4, 4, L, H, 8:56
4, 5, M, H, 8:56
4, 6, M, H, 8:56
4, 7, L, H, 8:56
4, 8, M, L, 8:56
4, 9, L, L, 8:56
4, 10, M, M, 8:56
4, 11, L, L, 8:56
4, 12, L, L, 8:56
4, 13, L, L, 8:56
4, 14, L, H, 8:56
4, 15, L, H, 8:56
4, 16, M, H, 8:56
4, 17, M, H, 8:56
4, 18, M, H, 8:56
5, 0, M, H, 8:56
5, 1, M, H, 8:56
5, 2, L, H, 8:56
5, 3, L, L, 8:56
5, 4, L, L, 8:56
5, 5, M, M, 8:56
5, 6, H, M, 8:56
5, 7, H, L, 8:56
5, 8, H, M, 8:56
5, 9, H, M, 8:56
5, 10, H, M, 8:56
5, 11, H, M, 8:56
5, 12, H, L, 8:56
5, 13, H, L, 8:56
5, 14, H, L, 8:56
6, 0, M, H, 8:56
6, 1, M, H, 8:56
6, 2, L, H, 8:56
6, 3, L, L, 8:56
6, 4, L, L, 8:56
6, 5, M, M, 8:56
6, 6, M, M, 8:56
7, 0, L, M, 9:00
7, 1, M, M, 9:00
7, 2, M, M, 9:00
7, 3, M, M, 9:00
7, 4, M, M, 9:00
7, 5, M, M, 9:00
7, 6, L, M, 9:00
7, 7, L, M, 9:00
7, 8, L, M, 9:00
7, 9, H, M, 9:00
7, 10, H, M, 9:00
7, 11, H, M, 9:00
8, 0, L, L, 8:56
8, 1, L, L, 8:56
8, 2, L, L, 8:56
8, 3, L, L, 8:56
8, 4, L, L, 8:56
8, 5, L, L, 8:56
8, 6, L, L, 8:56
