#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 11:21
0, 1, L, L, 11:21
0, 2, L, L, 11:21
0, 3, L, L, 11:21
0, 4, L, L, 11:21
0, 5, L, L, 11:21
0, 6, L, L, 11:21
0, 7, H, L, 11:21
0, 8, H, L, 11:21
0, 9, H, L, 11:21
0, 10, H, M, 11:21
0, 11, H, M, 11:21
0, 12, H, L, 11:21
0, 13, H, L, 11:21
0, 14, H, L, 11:21
0, 15, H, L, 11:21
0, 16, H, M, 11:21
0, 17, L, L, 11:21
0, 18, L, L, 11:21
0, 19, L, L, 11:21
0, 20, L, L, 11:21
0, 21, L, L, 11:21
0, 22, L, M, 11:21
0, 23, L, L, 11:21
0, 24, L, L, 11:21
0, 25, L, L, 11:21
0, 26, M, M, 11:21
0, 27, L, L, 11:21
0, 28, L, M, 11:21
0, 29, L, L, 11:21
0, 30, L, L, 11:21
0, 31, M, L, 11:21
0, 32, L, H, 11:21
0, 33, L, H, 11:21
0, 34, L, L, 11:21
0, 35, L, L, 11:21
0, 36, L, L, 11:21
1, 0, L, L, 11:22
1, 1, L, L, 11:22
1, 2, L, L, 11:22
1, 3, L, L, 11:22
1, 4, L, L, 11:22
1, 5, L, L, 11:22
1, 6, M, M, 11:22
1, 7, M, M, 11:22
1, 8, L, L, 11:22
1, 9, L, L, 11:22
1, 10, L, L, 11:22
1, 11, L, L, 11:22
2, 0, H, M, 11:22
2, 1, M, M, 11:22
2, 2, L, L, 11:22
2, 3, L, L, 11:22
2, 4, M, M, 11:22
2, 5, M, M, 11:22
2, 6, L, L, 11:22
2, 7, L, L, 11:22
2, 8, L, L, 11:22
2, 9, L, L, 11:22
2, 10, L, L, 11:22
2, 11, M, M, 11:22
2, 12, L, L, 11:22
2, 13, L, L, 11:22
2, 14, M, L, 11:22
2, 15, M, M, 11:22
2, 16, L, M, 11:22
2, 17, L, L, 11:22
2, 18, L, L, 11:22
2, 19, L, L, 11:22
2, 20, L, L, 11:22
2, 21, L, L, 11:22
2, 22, M, L, 11:22
2, 23, M, L, 11:22
2, 24, M, M, 11:22
3, 0, L, M, 11:22
3, 1, H, L, 11:22
3, 2, H, L, 11:22
3, 3, H, L, 11:22
3, 4, H, L, 11:22
3, 5, H, M, 11:22
3, 6, L, L, 11:22
3, 7, M, M, 11:22
