#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 8:22
0, 1, L, L, 8:22
0, 2, M, M, 8:22
0, 3, L, L, 8:22
0, 4, L, L, 8:22
0, 5, L, L, 8:22
0, 6, L, L, 8:22
0, 7, L, L, 8:22
0, 8, H, L, 8:22
0, 9, H, L, 8:22
0, 10, H, M, 8:22
0, 11, H, M, 8:22
0, 12, H, M, 8:22
0, 13, H, L, 8:22
0, 14, H, L, 8:22
0, 15, H, L, 8:22
0, 16, H, L, 8:22
0, 17, H, L, 8:22
0, 18, L, L, 8:22
0, 19, H, M, 8:22
0, 20, H, L, 8:22
0, 21, H, M, 8:22
0, 22, H, L, 8:22
0, 23, H, H, 8:22
0, 24, H, H, 8:22
0, 25, H, H, 8:22
0, 26, H, H, 8:22
0, 27, L, H, 8:22
0, 28, H, H, 8:22
0, 29, H, H, 8:22
0, 30, L, L, 8:22
0, 31, L, L, 8:22
0, 32, L, H, 8:22
0, 33, L, H, 8:22
0, 34, L, L, 8:22
0, 35, L, L, 8:22
0, 36, L, L, 8:22
1, 0, L, L, 8:22
1, 1, L, L, 8:22
1, 2, L, L, 8:22
1, 3, L, L, 8:22
1, 4, H, L, 8:22
1, 5, H, L, 8:22
1, 6, H, M, 8:22
1, 7, H, M, 8:22
1, 8, L, L, 8:22
1, 9, L, L, 8:22
1, 10, M, L, 8:22
1, 11, M, L, 8:22
2, 0, M, M, 8:22
2, 1, M, M, 8:22
2, 2, L, L, 8:22
2, 3, L, L, 8:22
2, 4, M, M, 8:22
2, 5, M, M, 8:22
2, 6, M, M, 8:22
2, 7, L, L, 8:22
2, 8, L, L, 8:22
2, 9, L, L, 8:22
2, 10, L, L, 8:22
2, 11, L, L, 8:22
2, 12, L, L, 8:22
2, 13, L, L, 8:22
2, 14, M, L, 8:22
2, 15, M, M, 8:22
2, 16, L, L, 8:22
2, 17, L, L, 8:22
2, 18, L, L, 8:22
2, 19, L, L, 8:22
2, 20, L, L, 8:22
2, 21, L, L, 8:22
2, 22, M, L, 8:22
2, 23, M, L, 8:22
2, 24, M, L, 8:22
3, 0, L, L, 8:22
3, 1, H, M, 8:22
3, 2, H, L, 8:22
3, 3, H, L, 8:22
3, 4, H, L, 8:22
3, 5, H, M, 8:22
3, 6, L, L, 8:22
3, 7, L, L, 8:22
4, 0, L, L, 8:28
4, 1, L, L, 8:28
4, 2, M, L, 8:28
4, 3, L, L, 8:28
4, 4, L, M, 8:28
4, 5, M, M, 8:28
4, 6, L, L, 8:28
4, 7, M, L, 8:28
4, 8, L, L, 8:28
4, 9, L, L, 8:28
4, 10, H, M, 8:28
4, 11, H, M, 8:28
4, 12, L, L, 8:28
4, 13, M, L, 8:28
4, 14, H, L, 8:28
4, 15, H, M, 8:28
4, 16, H, H, 8:28
4, 17, H, H, 8:28
4, 18, H, H, 8:28
5, 0, M, M, 8:19
5, 1, M, M, 8:19
5, 2, L, L, 8:19
5, 3, L, L, 8:19
5, 4, L, L, 8:19
5, 5, L, L, 8:19
5, 6, L, L, 8:19
5, 7, H, L, 8:19
5, 8, H, L, 8:19
5, 9, H, H, 8:19
5, 10, H, H, 8:19
5, 11, L, H, 8:19
5, 12, L, H, 8:19
5, 13, L, H, 8:19
5, 14, L, L, 8:19
6, 0, L, L, 8:20
6, 1, L, L, 8:20
6, 2, L, L, 8:20
6, 3, L, L, 8:20
6, 4, L, L, 8:20
6, 5, M, M, 8:20
6, 6, M, M, 8:20
7, 0, L, L, 8:20
7, 1, M, H, 8:20
7, 2, L, H, 8:20
7, 3, L, H, 8:20
7, 4, L, H, 8:20
7, 5, M, H, 8:20
7, 6, M, H, 8:20
7, 7, L, L, 8:20
7, 8, L, L, 8:20
7, 9, M, M, 8:20
7, 10, M, M, 8:20
7, 11, M, M, 8:20
8, 0, L, H, 8:19
8, 1, L, L, 8:19
8, 2, L, L, 8:19
8, 3, L, L, 8:19
8, 4, L, L, 8:19
8, 5, L, L, 8:19
8, 6, L, L, 8:19
